opendb_id,metadata_name,metadata_manufacturer,metadata_series,metadata_variant,metadata_releaseYear,_source_file,cache,capacity,form_factor,general_product_information_amazon_sku,general_product_information_bestbuy_sku,general_product_information_ibuypower_sku,general_product_information_manufacturer_url,general_product_information_newegg_sku,general_product_information_walmart_sku,interface,lighting,metadata_last_manually_spec_verified_at,metadata_part_numbers,nvme,storage_type,type
0003d658-2e15-416c-b260-d2882258b170,"Inland Premium 512GB SSD M.2 2280 PCIe NVMe 3.0 x4 3D NAND Internal Solid State Drive, High-Speed Read/Write Speed up to 3100 MBps and 1900 MBps, NVMe 1.3 & PCIe 3.1 Compatible",Inland,Inland Premium,512GB,2019,0003d658-2e15-416c-b260-d2882258b170.json,,512,M.2-2280,B07PB5C36M,,,,9SIBJ3BJJ89561,,M.2 PCIe 3.0 x4,,,a29f5e64-99bb-4031-a318-b119dd446ca4 | 512GB NVME PREM,True,SSD,SSD
000e2e21-7ddc-48cd-9a02-7d8b3947263f,MSI SPATIUM M480 HS 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,MSI,SPATIUM,1000GB,,000e2e21-7ddc-48cd-9a02-7d8b3947263f.json,,1000,M.2-2280,B098TGZ6RM,,,,N82E16820140020,275513194,M.2 PCIe 4.0 x4,,,S78-440L430-P83 | SPATIUM M480 1TB,True,SSD,SSD
00238939-8d02-4070-8025-8c959c5e7b5f,OWC Aura Ultra IV 8TB SSD M.2-2280 PCIe 4.0 x4 NVMe,OWC,Aura,8000GB,,00238939-8d02-4070-8025-8c959c5e7b5f.json,,8000,M.2-2280,,,,,,,M.2 PCIe 4.0 x4,,,P4U8T1PT08,True,SSD,SSD
00274e77-58c3-4fec-a978-180eaa79bee8,"Seagate Barracuda Compute 2TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s",Seagate,Barracuda,2000GB,,00274e77-58c3-4fec-a978-180eaa79bee8.json,,2000,"3.5""",B07FD98N7N,,,,,,SATA 6.0 Gb/s,,,ST2000DM005,False,HDD,HDD
00390459-a2a2-4b30-955a-8912dc35076c,Western Digital Blue 250GB SSD M.2-2280 SATA,Western Digital,Blue,250GB,,00390459-a2a2-4b30-955a-8912dc35076c.json,,250,M.2-2280,,,,,,,M.2 SATA,,,WDS250G1B0B,False,SSD,SSD
003af514-dcb8-4480-982f-32066af96ef6,Crucial T705 1TB PCIe Gen5 NVMe M.2 SSD with Heatsink,Crucial,T705,w/ Heatsink,2024,003af514-dcb8-4480-982f-32066af96ef6.json,,1000,M.2-2280,B0CTRV9CVP,,,,N82E16820156397,5461509022,M.2 PCIe 5.0 x4,,,CT1000T705SSD3,True,SSD,SSD
00472748-f37c-4f2a-91e0-9ad23f6c0423,FFF Smart Life Connected G-Storategy NV470 w/Heatsink 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,FFF Smart Life Connected,G-Storategy,2000GB,,00472748-f37c-4f2a-91e0-9ad23f6c0423.json,,2000,M.2-2280,,,,,,,M.2 PCIe 4.0 x4,,,NV47002TBY3G1,True,SSD,SSD
006a3315-d7ff-4a83-9409-fc74d0fbc040,"Seagate IronWolf Pro 8TB HDD 7200RPM 3.5"" SATA Internal",Seagate,IronWolf,8000GB,,006a3315-d7ff-4a83-9409-fc74d0fbc040.json,,8000,"3.5""",B07SRVXPQ2,,,,,903261458,SATA 6.0 Gb/s,,,ST8000NE001,False,HDD,HDD
008efe68-90d2-42d6-bc23-f29390cb5dfc,"Western Digital Purple Pro 12TB HDD 3.5"" SATA",Western Digital,Purple,12000GB,,008efe68-90d2-42d6-bc23-f29390cb5dfc.json,,12000,"3.5""",B0966V6YJB,6488587,,,N82E16822234481,560686882,SATA 6.0 Gb/s,,,WD121PURP | WD121PURP-SPB5SY0,False,HDD,HDD
00ada96b-bca9-401d-8594-3f259b20deeb,PNY CS2140 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,PNY,CS2140,2000GB,,00ada96b-bca9-401d-8594-3f259b20deeb.json,,2000,M.2-2280,B09RPL3RL1,6500248,,,N82E16820177143,237249993,M.2 PCIe 4.0 x4,,,M280CS2140-2TB-RB,True,SSD,SSD
00af4c59-a3ea-42a5-b5c7-cd0ded740338,"TEAMGROUP GX1 480GB SSD 2.5"" SATA",TEAMGROUP,GX1,480GB,,00af4c59-a3ea-42a5-b5c7-cd0ded740338.json,,480,"2.5""",B07SD5M87M,,,,,556033154,SATA 6.0 Gb/s,,,T253X1480G0C101,False,SSD,SSD
00b812fe-7098-4716-8ce9-855ea3674b76,Crucial P310 1TB SSD M.2 PCIe 4.0 NVMe,Crucial,P310,1000GB,,00b812fe-7098-4716-8ce9-855ea3674b76.json,,1000,M.2-2280,B0DM9341L3,6594250,,,N82E16820156412,10659473523,M.2 PCIe 4.0 x4,,,CT1000P310SSD8 | CT1000P310SSD801,True,SSD,SSD
00b82d90-cb28-4cb6-8ec6-4bfa134fda7d,"AMD RADEON-R7SSD-240G 240 GB SSD 2.5"" SATA 6.0 Gb/s",AMD,RADEON-R7SSD-240G,240GB,,00b82d90-cb28-4cb6-8ec6-4bfa134fda7d.json,,240,"2.5""",,,,,,,SATA 6.0 Gb/s,,,RADEON-R7SSD-240G,False,SSD,SSD
016fd4e6-db98-4770-9157-d1c087887116,Lexar NM600 240GB M.2-2280 SSD PCIe 3.0 x4 NVMe,Lexar,NM600,240GB,,016fd4e6-db98-4770-9157-d1c087887116.json,,240,M.2-2280,,,,,,,M.2 PCIe 3.0 x4,,,LNM600-240RBNA,True,SSD,SSD
0191dd1a-249c-4e1d-ad79-cc2cc368cb6f,ADATA LEGEND 970 2TB SSD M.2-2280 PCIe 5.0 X4 NVMe,ADATA,LEGEND,2000GB,,0191dd1a-249c-4e1d-ad79-cc2cc368cb6f.json,,2000,M.2-2280,B0CB71598Q,,,,,,M.2 PCIe 5.0 x4,,,SLEG-970-2000GCI | ADATA SSD Legend 970,True,SSD,SSD
01f22fe1-0007-41d4-aa16-f0d7b1cc2a1b,"Seagate ST6000NM0104 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Seagate,ST6000NM0104,6000GB,,01f22fe1-0007-41d4-aa16-f0d7b1cc2a1b.json,,6000,"3.5""",B00J62AGW0,,,,,,SATA 6.0 Gb/s,,,ST6000NM0104,False,HDD,HDD
01f4f357-575a-4ffa-8727-d19fe2a35dc8,"Western Digital Green 120GB SSD 2.5"" SATA",Western Digital,Green,120GB,,01f4f357-575a-4ffa-8727-d19fe2a35dc8.json,,120,"2.5""",B076XWDN6V,,,,,608603460,SATA 6.0 Gb/s,,,WDS120G2G0A,False,SSD,SSD
021c469b-063e-4b37-873a-02a39555be0b,Western Digital PC SN730 256GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Western Digital,PC,256GB,,021c469b-063e-4b37-873a-02a39555be0b.json,,256,M.2-2280,,,,,,,M.2 PCIe 3.0 x4,,,SDBQNTY-256G,True,SSD,SSD
0245df99-5b8b-469e-af34-a6e4e8d4f7b7,TEAMGROUP Cardea A440 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,TEAMGROUP,Cardea,2000GB,,0245df99-5b8b-469e-af34-a6e4e8d4f7b7.json,,2000,M.2-2280,B0921RKRDH,,,,N82E16820331727,1375269729,M.2 PCIe 4.0 x4,,,TM8FPZ002T0C327 | A0039238,True,SSD,SSD
024add70-c987-4042-8958-06f853d6c089,Kingston NV1 1TB M.2-2280 SSD PCIe 3.0 x4 NVMe,Kingston,NV1,1000GB,,024add70-c987-4042-8958-06f853d6c089.json,,1000,M.2-2280,B091BDQ2B6,,,,9SIA17PK6H4806,498042962,M.2 PCIe 3.0 x4,,,SNVS | 1000G | SNVS/1000G,True,SSD,SSD
0267d003-3d9a-4302-8651-77cfe032f473,ADATA XPG GAMMIX S70 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,ADATA,XPG,1000GB,,0267d003-3d9a-4302-8651-77cfe032f473.json,,1000,M.2-2280,,,,,,,M.2 PCIe 4.0 x4,,,AGAMMIXS70-1T-C,True,SSD,SSD
02825a0c-14a3-4750-bf88-7774fccbd2db,"Kingston SSDNow KC400 256GB SSD 2.5"" SATA",Kingston,SSDNow,256GB,,02825a0c-14a3-4750-bf88-7774fccbd2db.json,,256,"2.5""",B019SDOASM,,,,,160445016,SATA 6.0 Gb/s,,,SKC400S37 | 256G | SKC400S37/256G,False,SSD,SSD
02834367-cd9f-4512-8d84-5bfdbb8295c4,Mushkin MKNSSDED500GB-D8 500GB M.2-2280 SSD PCIe 4.0 x4 NVMe,Mushkin,MKNSSDED500GB-D8,500GB,,02834367-cd9f-4512-8d84-5bfdbb8295c4.json,,500,M.2-2280,,,,,N82E16820992052,,M.2 PCIe 4.0 x4,,,MKNSSDED500GB-D8,True,SSD,SSD
02887c66-f92e-45e7-a297-a183b26445d1,"Kingston HyperX 3K 240GB SSD 2.5"" SATA 6.0 Gb/s",Kingston,HyperX,240GB,,02887c66-f92e-45e7-a297-a183b26445d1.json,,240,"2.5""",,,,,,,SATA 6.0 Gb/s,,,SH103S3 | 240G,False,SSD,SSD
0290a035-9fb2-45e8-a632-4e44ab80917a,"Transcend SSD230S 512GB SSD 2.5"" SATA",Transcend,SSD230S,512GB,,0290a035-9fb2-45e8-a632-4e44ab80917a.json,,512,"2.5""",B01M3R9IFH,,,,,580377303,SATA 6.0 Gb/s,,,TS512GSSD230S,False,SSD,SSD
02a8542e-003d-4c82-b30e-3286a228391a,Samsung 970 Evo 500 GB M.2-2280 SSD PCIe 3.0 X4 NVMe,Samsung,970,500GB,,02a8542e-003d-4c82-b30e-3286a228391a.json,,500,M.2-2280,B07BN4NJ2J,6252132,,,9SIAADFBAU8250,,M.2 PCIe 3.0 x4,,,MZ-V7E500BW,True,SSD,SSD
02b2285f-dcdf-4b36-bfc3-264da6a20b9f,"Hitachi Travelstar 320 GB 2.5"" HDD 5400 RPM SATA 3.0 Gb/s",Hitachi,Travelstar,320GB,,02b2285f-dcdf-4b36-bfc3-264da6a20b9f.json,,320,"2.5""",,,,,,,SATA 3.0 Gb/s,,,0A57913,False,HDD,HDD
02c09086-7856-4dd3-b9c2-a5fbbe7d47f1,Corsair MP600 Force Series Gen4 1TB M.2-2280 SSD NVMe PCIe 3.0 X4,Corsair,MP600,1000GB,,02c09086-7856-4dd3-b9c2-a5fbbe7d47f1.json,,1000,M.2-2280,,,,,,,M.2 PCIe 3.0 x4,,,CSSD-F1000GBMP600,True,SSD,SSD
02ed1179-39de-49fe-b2e6-4f42f1bbf86c,"Western Digital Scorpio Blue 320GB HDD 2.5"" 5400RPM SATA",Western Digital,Scorpio,320GB,,02ed1179-39de-49fe-b2e6-4f42f1bbf86c.json,,320,"2.5""",B0011U65F2,,,,,,SATA 3.0 Gb/s,,,WD3200BEVT,False,HDD,HDD
02f38c10-b6c5-4203-a292-169a8dd0db00,"Seagate BarraCuda 750 GB 3.5"" HDD 7200RPM SATA Internal",Seagate,BarraCuda,750GB,,02f38c10-b6c5-4203-a292-169a8dd0db00.json,,750,"3.5""",,,,,,,SATA 3.0 Gb/s,,,ST3750528AS,False,HDD,HDD
02fd8986-b123-4d2f-815f-0d2b771c8814,"Western Digital AV-25 320GB HDD 5400RPM 2.5"" SATA",Western Digital,AV-25,320GB,,02fd8986-b123-4d2f-815f-0d2b771c8814.json,,320,"2.5""",B005EV1SRO,,,,,,SATA 3.0 Gb/s,,,WD3200BUCT,False,HDD,HDD
0303f5f4-bba6-429c-bfb4-8c6169151eba,"PNY CS1211 240GB SSD 2.5"" SATA 6.0 Gb/s",PNY,CS1211,240GB,,0303f5f4-bba6-429c-bfb4-8c6169151eba.json,,240,"2.5""",,,,,,,SATA 6.0 Gb/s,,,SSD7CS1211-240-RB,False,SSD,SSD
0306f233-69a0-43cd-b961-9b70184360e4,"Hitachi 0F27406 8TB HDD 3.5"" 7200RPM SAS 12.0 Gb/s Internal",Hitachi,0F27406,8000GB,,0306f233-69a0-43cd-b961-9b70184360e4.json,,8000,"3.5""",B01FRBJWIM,,,,,,SAS 12.0 Gb/s,,,0F27406,False,HDD,HDD
03114a84-f73d-4bb7-b822-2fec36366b41,"TEAMGROUP L3 EVO 240GB SSD 2.5"" SATA",TEAMGROUP,L3,240GB,,03114a84-f73d-4bb7-b822-2fec36366b41.json,,240,"2.5""",,,,,,,SATA 6.0 Gb/s,,,T253LE240GTC101,False,SSD,SSD
03116eec-b3d3-4daf-83d0-48e3d6cdbc9d,Western Digital Black SN850X 8TB M.2 SSD PCIe 4.0 NVMe,Western Digital,WD_Black,8000GB,,03116eec-b3d3-4daf-83d0-48e3d6cdbc9d.json,,8000,M.2-2280,B0DM9XHFQ6,6593300,28918,,N82E16820250270,8066807590,M.2 PCIe 4.0 x4,,,WDS800T2X0E | WDS800T2X0E-00CDD0 | WDBB9G0080BNC-WRSN,True,SSD,SSD
0321e73a-c9b8-4261-93ea-a4dd47972d97,"SanDisk Ultra 3D 1 TB SSD 2.5"" SATA 6.0 Gb/s",SanDisk,Ultra,1000GB,,0321e73a-c9b8-4261-93ea-a4dd47972d97.json,,1000,"2.5""",B0B7VM4SRX,,,,N82E16820173632,2887182158,SATA 6.0 Gb/s,,,SDSSDH3-1T00-G25 | SDSSDH3-1T00-G26,False,SSD,SSD
032d10b5-4b3a-4252-98f0-a8033bd2cd69,Timetec 35TTQNM2SATA 1TB SSD M.2-2280 SATA,Timetec,35TTQNM2SATA,1000GB,,032d10b5-4b3a-4252-98f0-a8033bd2cd69.json,,1000,M.2-2280,,,,,,,M.2 SATA,,,35TTQNM2SATA-1TB,False,SSD,SSD
035513fa-6b76-44cf-80c7-f26d3755a642,Mushkin Vortex Redline 2TB SSD M.2 PCIe 4.0 NVMe,Mushkin,Vortex,2000GB,,035513fa-6b76-44cf-80c7-f26d3755a642.json,,2000,M.2-2280,B09T5DGV6R,,,,N82E16820226975,581784918,M.2 PCIe 4.0 x4,,,MKNSSDVT2TB-D8,True,SSD,SSD
036ace82-80b8-4408-bde3-359bc999ee80,Kingston NV3 PCIe 4.0 NVMe SSD 2280 1TB,Kingston Technology,NV3,1TB,2024,036ace82-80b8-4408-bde3-359bc999ee80.json,64,1000,M.2-2280,B0DBR3DZWG,,31395,https://www.ibuypower.com/gear-store/pc-parts/storage/1tb-kingston-nv3-m.2-pcie-gen-4-nvme-ssd?irgwc=1&afsrc=1,N82E16820242902,9583000663,M.2 PCIe 4.0 x4,,2026-03-22T15:06:58.202Z,SNV3S/1000G | SNV3S1000G,True,SSD,
03740959-31f2-48f4-9611-e104b5891c6c,"Seagate Exos 10TB HDD 7200RPM 3.5"" SAS 12.0 Gb/s",Seagate,Exos,10000GB,,03740959-31f2-48f4-9611-e104b5891c6c.json,,10000,"3.5""",B01MT2C6VI,,,,,663742943,SAS 12.0 Gb/s,,,ST10000NM0216,False,HDD,HDD
038289bd-0b05-4d9b-ab3d-60191f4dbcfb,Corsair MP600 ELITE PS5 1TB M.2 SSD PCIe 4.0 NVMe,Corsair,MP600,1000GB,,038289bd-0b05-4d9b-ab3d-60191f4dbcfb.json,,1000,M.2-2280,B0CSG8QMNG,,,,N82E16820982140,5283297232,M.2 PCIe 4.0 x4,,,CSSD-F1000GBMP600ECS,True,SSD,SSD
039208a9-2af9-4ec9-b40b-6d50b4c6874b,Addlink G55H 2TB SSD M.2 PCIe 5.0 NVMe,Addlink,G55H,2000GB,,039208a9-2af9-4ec9-b40b-6d50b4c6874b.json,,2000,M.2-2280,B0DJ27GZ65,,,,,,M.2 PCIe 5.0 x4,,,ad2TBG55HM2P,True,SSD,SSD
039f2edb-e172-4eed-9c60-7b1a8d48d640,"Seagate Exos X18 12TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Seagate,Exos,12000GB,,039f2edb-e172-4eed-9c60-7b1a8d48d640.json,,12000,"3.5""",B09DVPV5P9,,,,,2040836686,SATA 6.0 Gb/s,,,ST12000NM001J,False,HDD,HDD
03f5802b-08a2-4bbb-a3b7-f3e15c2b49a7,Inland Gaming Performance Plus 4TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Inland,Gaming,4000GB,,03f5802b-08a2-4bbb-a3b7-f3e15c2b49a7.json,,4000,M.2-2280,B0BG26WLP2,,,,,,M.2 PCIe 4.0 x4,,,4TB PER SSD PS5 | 618996750412 | 6593e02d-ffd8-47b8-afaf-744803df46c4,True,SSD,SSD
04015651-a3db-4001-b069-874486c04382,Crucial T500 1 TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Crucial,T500,1000GB,,04015651-a3db-4001-b069-874486c04382.json,,1000,M.2-2280,B0CK39YR9V,6566096,,,N82E16820156388,5100305248,M.2 PCIe 4.0 x4,,,CT1000T500SSD8,True,SSD,
040b2d7a-6b04-4e19-bc7a-0297a1af043c,Toshiba RC100 240GB SSD M.2-2242 PCIe 3.0 X2 NVMe,Toshiba,RC100,240GB,,040b2d7a-6b04-4e19-bc7a-0297a1af043c.json,,240,M.2-2242,,,,,,,M.2 PCIe 3.0 x2,,,THN-RC10Z2400G8,True,SSD,SSD
0412c3c4-ad6f-4c74-96c2-d57ea5b2a84f,Western Digital WD_BLACK SN8100 w/Heatsink 1TB SSD M.2-2280 PCIe 5.0 x4 NVMe,Western Digital,WD_BLACK,1000GB,,0412c3c4-ad6f-4c74-96c2-d57ea5b2a84f.json,1024,1000,M.2-2280,,,,,,,M.2 PCIe 5.0 x4,,,WDS100T1XHM | WDS100T1XHM-00CMT0,True,SSD,SSD
04208db5-efc4-4046-88a6-8d83e33efbb6,Addlink S95 4TB SSD M.2-2280 PCIe 4.0 NVMe,Addlink,S95,4000GB,,04208db5-efc4-4046-88a6-8d83e33efbb6.json,,4000,M.2-2280,B0BNB8RQ7N,,,,,,M.2 PCIe 4.0 x4,,,ad4TBS95M2P,True,SSD,SSD
0438aece-4da4-40b8-8110-b6376b57297f,"Silicon Power A58 1TB SSD 2.5"" SATA 6.0 Gb/s",Silicon Power,A58,1000GB,,0438aece-4da4-40b8-8110-b6376b57297f.json,,1000,"2.5""",,,,,,,SATA 6.0 Gb/s,,,SU001TBSS3A58A25CA,False,SSD,SSD
043b039e-d9ae-4499-9c6a-4e5482b603c9,"Intel 710 200GB 2.5"" SSD SATA 3.0 Gb/s",Intel,710,200GB,,043b039e-d9ae-4499-9c6a-4e5482b603c9.json,,200,"2.5""",B005HIJW2M,,,,,,SATA 3.0 Gb/s,,,SSDSA2BZ200G301,False,SSD,SSD
04506d3e-c65f-4e6c-b96b-4b8cf1019ccb,"Samsung 860 Pro 512GB SSD 2.5"" SATA",Samsung,860,512GB,,04506d3e-c65f-4e6c-b96b-4b8cf1019ccb.json,,512,"2.5""",B07836C6YV,,,,,,SATA 6.0 Gb/s,,,MZ-76P512BW | MZ-76P512B | EU,False,SSD,SSD
045adf36-e619-426b-853f-15bbe83b9626,Intel 750 1.2TB SSD PCIe NVMe,Intel,750,1000GB,,045adf36-e619-426b-853f-15bbe83b9626.json,,1000,PCIe,B00VPK0MWK,,,,,,M.2 PCIe 3.0 x4,,,SSDPEDMW012T401,True,SSD,SSD
0472cd8a-e6d2-4b3b-b3b1-c967cb6a56f2,"Intel 320 40GB SSD 2.5"" SATA 3.0 Gb/s",Intel,320,40GB,,0472cd8a-e6d2-4b3b-b3b1-c967cb6a56f2.json,,40,"2.5""",B004UAK2A4,,,,,,SATA 3.0 Gb/s,,,SSDSA2CT040G3K5,False,SSD,SSD
0473fbac-b04c-4f01-8042-9365d346d570,"Timetec 30TTQNS3SATA-2TB 2TB SSD 2.5"" SATA 6.0 Gb/s",Timetec,30TTQNS3SATA-2TB,2000GB,,0473fbac-b04c-4f01-8042-9365d346d570.json,,2000,"2.5""",,,,,0D9-00ES-00032,,SATA 6.0 Gb/s,,,30TTQNS3SATA-2TB,False,SSD,SSD
0492f95a-adee-4799-b474-a8a4a0bea54f,"SK Hynix SH910A 128GB SSD 2.5"" SATA",SK Hynix,SH910A,128GB,,0492f95a-adee-4799-b474-a8a4a0bea54f.json,,128,"2.5""",,,,,,,SATA 6.0 Gb/s,,,SH910A,False,SSD,SSD
0494bd56-61ad-4224-919d-3a1b4ea08316,"Western Digital Red 10TB HDD 3.5"" SATA",Western Digital,Red,10000GB,,0494bd56-61ad-4224-919d-3a1b4ea08316.json,,10000,"3.5""",B0719498XY,,,,,495357005,SATA 6.0 Gb/s,,,WD100EFAX,False,HDD,HDD
04ae6102-21a2-484d-b949-fb5720dd38a9,Western Digital WD_BLACK SN8100 2TB M.2-2280 SSD PCIe 5.0 X4 NVME,Western Digital,WD_BLACK,2000GB,,04ae6102-21a2-484d-b949-fb5720dd38a9.json,2048,2000,M.2-2280,B0F3BD1W6R,6633571,,,N82E16820250279,16496465981,M.2 PCIe 5.0 x4,,,WDS200T1X0M | WDS200T1X0M-00CMT0,True,SSD,SSD
0509b6b9-813f-4101-88e2-e3048f05d57e,"Seagate Constellation.2 1TB HDD 7200RPM 2.5"" SAS",Seagate,Constellation.2,1000GB,,0509b6b9-813f-4101-88e2-e3048f05d57e.json,,1000,"2.5""",,,,,,,SAS 6.0 Gb/s,,,HDD-ST91000640SS,False,HDD,HDD
051381be-2151-4937-a52b-755eaacc55d8,"Samsung 870 Evo 2TB SSD 2.5"" SATA 6.0 Gb/s",Samsung,870,2000GB,,051381be-2151-4937-a52b-755eaacc55d8.json,,2000,"2.5""",B08QB93S6R,6447128,,,N82E16820147794,849432394,SATA 6.0 Gb/s,,,MZ-77E2T0B | AM | EU | MZ-77E2T0BW | MZ-77E2T0B/AM,False,SSD,SSD
052d8d25-b3bf-4a12-8e45-e302b55cbdde,"Klevv NEO N400 240GB SSD 2.5"" SATA 6.0 Gb/s",Klevv,NEO,240GB,,052d8d25-b3bf-4a12-8e45-e302b55cbdde.json,,240,"2.5""",B07Y2458YB,,,,,,SATA 6.0 Gb/s,,,K240GSSDS3-N40,False,SSD,SSD
0531f3cf-e0c3-4551-be6d-e24b8c4f4079,"Western Digital Purple 3TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s",Western Digital,Purple,3000GB,,0531f3cf-e0c3-4551-be6d-e24b8c4f4079.json,,3000,"3.5""",B07XH53SFX,,,,,907622112,SATA 6.0 Gb/s,,,WD30PURZ,False,HDD,HDD
054364f2-d4c5-4fee-bd6e-4ce761153f07,"Seagate BarraCuda 500GB HDD 3.5"" 7200RPM SATA",Seagate,BarraCuda,500GB,,054364f2-d4c5-4fee-bd6e-4ce761153f07.json,,500,"3.5""",,,,,,,SATA 6.0 Gb/s,,,ST3500413AS,False,HDD,HDD
056780b9-7a26-498f-8e44-bc0ea5aecccf,Western Digital WD Green 120GB SSD M.2-2280 SATA,Western Digital,WD,120GB,,056780b9-7a26-498f-8e44-bc0ea5aecccf.json,,120,M.2-2280,B078WYRR9S,,,,,961838996,M.2 SATA,,,WDS120G2G0B,False,SSD,SSD
056a7a5e-98b7-498e-a786-453aceda1144,"KIOXIA EXCERIA 480GB SSD 2.5"" SATA 6.0 Gb/s",KIOXIA,EXCERIA,480GB,,056a7a5e-98b7-498e-a786-453aceda1144.json,,480,"2.5""",B087CPLWKP,,,,,,SATA 6.0 Gb/s,,,LTC10Z480GG8,False,SSD,SSD
0576371a-c6c2-4fbc-92ed-7f1702138cce,"Western Digital Red Pro 2TB HDD 7200RPM 3.5"" SATA",Western Digital,Red,2000GB,,0576371a-c6c2-4fbc-92ed-7f1702138cce.json,,2000,"3.5""",B01FYXPGT2,,,,1Z4-0002-002R5,52955449,SATA 6.0 Gb/s,,,WD2002FFSX | WD2002FFSX-SPPF8N0,False,HDD,HDD
057bb908-a887-4248-a1f3-4d669c967e94,Lexar NM710 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Lexar,NM710,1000GB,,057bb908-a887-4248-a1f3-4d669c967e94.json,,1000,M.2-2280,B0C5S3MKQX,,,,9SIA17PKDX0202,3448498278,M.2 PCIe 4.0 x4,,,LNM710X001T-RNNNG | LNM710X001T-RNNNU,True,SSD,SSD
057db56e-11ba-4759-aa4b-9de7b4866f01,"Intel 545s 512GB SSD 2.5"" SATA",Intel,545s,512GB,,057db56e-11ba-4759-aa4b-9de7b4866f01.json,,512,"2.5""",,,,,,,SATA 6.0 Gb/s,,,SSDSC2KW512G8X1,False,SSD,SSD
058683b3-f983-45fe-b1bf-55d021f2ca67,"Seagate Momentus 5400.6 500GB 5400 RPM HDD 2.5"" SATA",Seagate,Momentus,500GB,,058683b3-f983-45fe-b1bf-55d021f2ca67.json,,500,"2.5""",B001R4BBL0,,,,,,SATA 3.0 Gb/s,,,ST9500325AS,False,HDD,HDD
05950174-e1ad-46a2-bb6c-e1624ccdbe7a,"AMD RADEON-R7SSD-120G 120GB SSD 2.5"" SATA",AMD,RADEON-R7SSD-120G,120GB,,05950174-e1ad-46a2-bb6c-e1624ccdbe7a.json,,120,"2.5""",,,,,,,SATA 6.0 Gb/s,,,RADEON-R7SSD-120G,False,SSD,SSD
05adb6e5-7b76-47f2-abe1-4f117e43f974,"Western Digital Black 250GB HDD 7200RPM 2.5"" SATA",Western Digital,Black,250GB,,05adb6e5-7b76-47f2-abe1-4f117e43f974.json,,250,"2.5""",,,,,,,SATA 6.0 Gb/s,,,WD2500BEKX,False,HDD,HDD
05b0af10-cdfd-4c75-bdea-6a8b360f133f,Corsair MP600 PRO NH 1TB M.2 SSD PCIe 4.0 NVMe,Corsair,MP600,1000GB,,05b0af10-cdfd-4c75-bdea-6a8b360f133f.json,,1000,M.2-2280,B0BJKXXW9X,,,,N82E16820236918,1949721620,M.2 PCIe 4.0 x4,,,CSSD-F1000GBMP600PNH,True,SSD,SSD
05b1f33e-bd54-4e73-954f-e2ee28e0ec72,Klevv CRAS C910 4TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Klevv,CRAS,4000GB,,05b1f33e-bd54-4e73-954f-e2ee28e0ec72.json,,4000,M.2-2280,B0DFCHRQWH,,,,,,M.2 PCIe 4.0 x4,,,K04TBM2SP0-C91 | K04TBM2SP0,True,SSD,SSD
0603da7e-5188-4071-9673-539add1f1241,"Addlink S20 1TB SSD 2.5"" SATA",Addlink,S20,1000GB,,0603da7e-5188-4071-9673-539add1f1241.json,,1000,"2.5""",B07F8RHZXM,,,,,,SATA 6.0 Gb/s,,,ad1TBS20S3S,False,SSD,SSD
060a50e7-3cfd-4582-9b81-ead8ed1c1dee,Samsung 990 Pro w/Heatsink 2TB SSD M.2-2280 PCIe 4.0 NVMe,Samsung,990 ,w/Heatsink 2TB,2022,060a50e7-3cfd-4582-9b81-ead8ed1c1dee.json,2048,2000,M.2-2280,B0BHJDY57J,6523590,31675,https://www.samsung.com/sg/memory-storage/nvme-ssd/nvme-pcie-gen-4-2tb-mz-v9p2t0cw/,N82E16820147863,2648595871,M.2 PCIe 4.0 x4,,2026-03-22T14:10:08.966Z,MZ-V9P2T0CW,True,SSD,
060df2db-cfaf-464d-8183-bf5c7d369e61,"Western Digital Gold 10TB HDD 3.5"" 7200RPM SATA",Western Digital,Gold,10000GB,,060df2db-cfaf-464d-8183-bf5c7d369e61.json,,10000,"3.5""",B07XDD5MV8,,,,N82E16822234399,211040003,SATA 6.0 Gb/s,,,WD102KRYZ | WD102KRYZ-SPA5AB0,False,HDD,HDD
063d43d5-9f84-4a15-b968-4e0601eab079,Crucial P5 2TB M.2-2280 SSD PCIe 3.0 x4 NVMe,Crucial,P5,2000GB,,063d43d5-9f84-4a15-b968-4e0601eab079.json,,2000,M.2-2280,B0892TWDP1,6450787,,,9SIAD6HBM34685,108903839,M.2 PCIe 3.0 x4,,,CT2000P5SSD8,True,SSD,SSD
