storage_id,motherboard_id,storage_capacity,storage_type,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_form_factor,motherboard_ram_type,storage_m2_slot_ok,label
039208a9-2af9-4ec9-b40b-6d50b4c6874b,7fdcd89d-1744-4714-9e34-31f6cdb1068b,2000.0,SSD,M.2-2280,M.2 PCIe 5.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac173722c3e205bd2ada""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac173722c3e205bd2adb""}]",ATX,DDR4,1,1
a6b907f4-e5bf-4520-ab66-e9376da72e41,859b521b-6e68-4923-80ac-717bcde467fe,4000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR5,1,1
0ffc0515-6fe2-4b93-90ab-1f21c9cf5be3,e312cb52-6216-4f06-bdb6-3ffd4ef35de0,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,1,1
31e3800a-d3e6-4db1-9630-bbe4fa65a428,33a8da01-cff3-46ec-8ca7-9435c85cc200,4000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2230|2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR4,1,1
ca491614-dc67-4a40-a486-98f26298e9f8,a3a54077-f409-4a24-b11c-b9152162fde6,15000.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2230|2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac3ccf841c9bc5aa6c4d""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac3ccf841c9bc5aa6c4e""}]",Micro ATX,DDR4,0,0
38287a7e-f012-46b8-86e5-b0bd524ad3a8,364cae1d-db5b-4d60-9c3d-4c47701c02ab,512.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abac3722c3e205bd068b""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abac3722c3e205bd068c""}]",Micro ATX,DDR4,1,1
801970e2-ab91-4414-9458-86b693a1d9f8,c926224a-4962-4668-b6bc-9674e2710929,1000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac7736a2b96d5d8415a3""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac7736a2b96d5d8415a4""}]",Micro ATX,DDR3,0,0
083a4906-cd4f-4dd4-86f0-95c0072e645f,877eb2a2-a8d4-48d9-8036-245c0381fb5b,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac19843b62bf624ced84""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac19843b62bf624ced85""}]",Micro ATX,DDR4,1,1
9b48958a-f6bc-4d63-8574-d04b348dcae2,3fde1833-56cc-40af-8f83-d7cfdc77d759,4000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba11698c62132087f45""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3aba11698c62132087f46""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3aba11698c62132087f47""}]",Micro ATX,DDR4,1,1
cf61d2bd-8832-4893-af23-89b73f389857,367aa039-acae-41e9-89b4-01ea8d4ae527,500.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abac7d50ea703048f5dc""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abac7d50ea703048f5dd""}]",Micro ATX,DDR4,1,1
552864b1-4e36-4c4d-b3c2-b0c536fdeb90,82d3c60e-e654-4ad0-9924-f104055bfb7b,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac214fd4af70a349f817""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac214fd4af70a349f818""}]",Micro ATX,DDR3,1,1
1ff12677-134f-4d9f-a8de-b64e5c5b35a6,995a0061-d972-45c2-adab-57ae2aaee790,750.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac30b27c54a042d01e59""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac30b27c54a042d01e5a""}]",Micro ATX,DDR4,0,0
91a0c980-7afd-465f-b16c-b1f3cf268cb3,1172b5c9-04e1-4d60-af99-33b04a26f8e1,500.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2280|22110,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR4,1,1
ac833c6b-12c6-4932-9637-6960d424bb9b,9b8c90e2-b4af-4fa1-820f-2567c4c614e8,1000.0,,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR5,1,1
e0f824bd-483d-49e4-9671-f654321ac8f8,744c2368-9e98-427c-97d2-ca830a619036,250.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abf975ef0cf5df016182""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abf975ef0cf5df016183""}]",ATX,DDR3,0,0
1526f5ef-4836-4eb4-a843-c7481580a8d2,76406895-f2c4-4b88-b6ae-a3b18592b2dc,256.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""2.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""2.0"", ""quantity"": 2, ""lanes"": 1}]",ATX,DDR4,0,0
5b0e1eb1-c837-4639-a1c5-2fb63c479b15,b3941390-4b50-4769-9431-d171668a20f0,16000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac443722c3e205bd4333""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac443722c3e205bd4334""}]",ATX,DDR5,0,0
c954eb62-c1fc-43f3-b7eb-36233e72d1e7,ce533b60-44f3-41db-85b5-81bc34553faa,2000.0,SSD,M.2-2280,M.2 PCIe 5.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac5f4fd4af70a34a1227""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac5f4fd4af70a34a1228""}]",Micro ATX,DDR4,1,1
5a2f591e-2c04-4095-a873-200b789c7c9d,78872a85-330c-4d92-a90c-6e2118bcafd4,480.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abe9843b62bf624cde47""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abe9843b62bf624cde48""}]",ATX,DDR5,0,0
ac413da7-5e7d-4d7d-a6ec-94164c726189,8487816e-d2cb-4bb6-b0d4-8ba9c1abeb8c,120.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac05b27c54a042d00738""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac05b27c54a042d00739""}]",Micro ATX,DDR4,0,0
36d8c777-d1eb-4038-ba0f-34647b7d2736,c3111659-9164-427f-8056-47748e9fd2e8,1000.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac4975ef0cf5df017da9""}]",Mini ITX,DDR4,0,0
8e20e2e8-6119-4922-a0f6-e0629d7887b1,527cfd01-1fb2-4caf-af1e-5b00f8a8718b,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abc8fe073ff824ef720f""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abc8fe073ff824ef7210""}]",ATX,DDR4,1,1
a8abde08-17d6-47ff-b857-7bf8d818d372,4dcb348e-d8a9-408d-8bad-e4a643cc9b8d,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 5, ""lanes"": 16, ""_id"": ""69b3abb54fd4af70a349cec5""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abb54fd4af70a349cec6""}]",EATX,DDR4,1,1
5a1a2134-7558-4352-a82c-6efbbd3129ff,ec812785-5f83-4ffa-a065-603b0155fa90,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac8b75ef0cf5df01a4b6""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 4, ""_id"": ""69b3ac8b75ef0cf5df01a4b7""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac8b75ef0cf5df01a4b8""}]",ATX,DDR4,1,1
dd86c140-63ba-4645-b79c-aef0872183c1,1b1fc018-06b1-4a01-b7ef-fb385c0ba896,2000.0,SSD,M.2-2230,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab8cb27c54a042cfd2a9""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ab8cb27c54a042cfd2aa""}]",ATX,DDR4,1,1
abccdad6-7ba6-4aaa-9675-55b3b5b40178,c31899c8-303d-488c-941a-a38c57d4ed18,120.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,0,0
f8391e92-0b26-422f-8792-bd617e66b458,b53edae7-cd44-4600-8eb5-99c6fcd43764,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac4f75ef0cf5df01810e""}]",Mini ITX,DDR5,1,1
1d70fcbc-3056-4b97-baf5-bf5208763c51,f842b8c4-b605-4c23-81e7-6cb867b0bf7b,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9fb27c54a042d053a0""}, {""gen"": ""2.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac9fb27c54a042d053a1""}, {""gen"": ""2.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac9fb27c54a042d053a2""}]",ATX,DDR4,1,1
76d988d9-28a8-4155-ac80-48b0917050bd,b89b000a-856c-4f25-ab9a-3bf7d831da08,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,1,1
b0266fd6-e047-48ca-bb31-583ac8e56d7a,ce4902f3-18fd-4fcd-9f9e-e27469c878fe,240.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac5ffe073ff824efb5e1""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac5ffe073ff824efb5e2""}]",Micro ATX,DDR4,0,0
ac47645f-924e-4e60-a631-742001acd09c,831baffe-5fb4-4b01-acf6-092725bfabc6,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac2336a2b96d5d83ed25""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac2336a2b96d5d83ed26""}]",Micro ATX,DDR4,1,1
afed2766-354c-4144-a915-025848f59766,253cc254-4cf4-4218-9bcd-3a71df08ace8,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2260|2280|22110,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ab88744e69396d55d03e""}]",ATX,DDR5,1,1
42d1927f-d4b6-43d0-9727-c4274c3552c4,f1ff60a0-2f2c-41a5-b208-316059b13d52,4000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac9fcf841c9bc5aaad03""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ac9fcf841c9bc5aaad04""}]",ATX,DDR4,0,0
5446ef52-62d8-4cf6-942b-6862328fed9a,983186db-a6cd-4110-8f2d-e7be42d5b1e3,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 2, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,1,1
6599d50e-b798-43e4-821b-01ff9d9884d8,9a5414fa-eb6d-40f6-adf2-328a2632d875,4000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac323f8fd0c825de37bb""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac323f8fd0c825de37bc""}]",Micro ATX,DDR4,1,1
ad2cf329-73d9-4d2f-a743-c7341ac85adb,58889705-aae7-496a-b8b2-41d5384dd309,512.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,1,1
8cff9ce5-800f-4864-b4d4-7394eb65a87e,085da941-ed06-4526-a497-9857fc1f2ed0,1000.0,SSD,M.2-2280,M.2 PCIe 5.0 x2,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ab6375ef0cf5df011647""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab6375ef0cf5df011648""}]",ATX,DDR4,1,1
5b4099e1-aa6d-4f22-a50e-da37b642349d,c06b51ce-8ed9-4c22-9dce-08584ef79f10,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2280|2580|25110,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac5d3722c3e205bd4dda""}]",Micro ATX,DDR5,1,1
51fd31d2-0899-40cc-b8a2-459aa589a472,7eb68356-2c9a-4c61-8df0-9fbf3ddc352f,2000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac0e7d50ea7030491f8a""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac0e7d50ea7030491f8b""}]",Micro ATX,DDR4,1,1
00390459-a2a2-4b30-955a-8912dc35076c,50a28c39-4541-4835-91da-0122a0ac8210,250.0,SSD,M.2-2280,M.2 SATA,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abbeb3d0c7b56c55d807""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abbeb3d0c7b56c55d808""}]",Micro ATX,DDR4,0,0
e7472f88-5861-4849-85a2-13f361cf61de,00bdcf8a-bb2e-417c-8cbd-5945512b0a5f,500.0,HDD,"2.5""",SATA 3.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab53cf841c9bc5aa0628""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab53cf841c9bc5aa0629""}]",Micro ATX,DDR4,0,0
163fe5e6-a5c1-4d0f-b426-43a614342543,30fb80cf-6964-4a62-a494-21c99a62f811,2000.0,HDD,"3.5""",SAS 6.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9b3f8fd0c825ddf3d0""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9b3f8fd0c825ddf3d1""}]",Micro ATX,DDR4,0,0
68bb7207-32e3-423b-8ace-6e265ec30f1f,68e84ad3-98bf-4dae-b892-b1f8808bb604,1000.0,HDD,"3.5""",SATA 3.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abdb843b62bf624cd9e4""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abdb843b62bf624cd9e5""}]",ATX,DDR4,0,0
71505629-a04e-445f-aaba-344eb3060e75,13dfd584-3355-4682-9157-d7d3b2b8bc12,8000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab74843b62bf624cb323""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab74843b62bf624cb324""}]",ATX,DDR4,0,0
de7e9aa8-1f94-47f2-8e36-fd5f9930db80,554906d8-9488-4fab-b48b-5f8d6872f3be,24000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abc2744e69396d55e332""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abc2744e69396d55e333""}]",ATX,DDR4,0,0
6ac3e5c2-9de9-468b-a0a4-9cf69c730e30,b755797f-1746-4a93-a837-4d069b46c85f,3000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac5681594acde48fe99b""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac5681594acde48fe99c""}]",ATX,DDR4,0,0
0b25aba1-a86c-48bb-a4dd-82032510cb83,c9edf451-d140-48d7-a268-bd5ef61c453a,2000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac4c843b62bf624d0505""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac4c843b62bf624d0506""}]",ATX,DDR3,0,0
07de6b68-8ff5-499b-9d46-99e6ede92412,0402be55-8597-4568-b211-886b8f82bcdc,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ab641698c62132086075""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab641698c62132086076""}]",ATX,DDR4,1,1
abccdad6-7ba6-4aaa-9675-55b3b5b40178,52005ac2-6fcc-4ed3-9a8b-12d326a938b3,120.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abc675ef0cf5df014980""}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abc675ef0cf5df014981""}]",Micro ATX,DDR4,0,0
f96e057f-927f-4f4d-8c6e-916ef3de666e,7d8a8cf3-7041-4399-949a-c574424592a4,1000.0,SSD,M.2-22110,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac03b3d0c7b56c55eec6""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac03b3d0c7b56c55eec7""}]",ATX,DDR4,1,1
1e1bc84a-ba62-4b17-b55f-33a744a5680d,2b5ce475-f39f-42b0-86ff-a5c638d277a9,4000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2280|2580|22110|25110,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16}]",EATX,DDR5,1,1
2403dac2-f608-40f9-8faf-b07c7c827a16,434924f2-ad54-4ae9-b2bf-3ede3be5c83a,500.0,HDD,"2.5""",SATA 6.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abadb27c54a042cfe39a""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abadb27c54a042cfe39b""}]",Micro ATX,DDR4,0,0
985f27aa-6784-4225-8964-2f50af49ce76,31847abc-e3fb-4075-9cfd-7bf3ab85b973,320.0,HDD,"3.5""",SATA 3.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}]",Mini ITX,DDR5,0,0
746a26e4-9183-4298-b23c-888c8dc15e7e,5f0ab7fd-5e58-4b2b-9627-0f4c517b51d1,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,1,1
c550b611-31bf-4fc9-875f-f24a65c2aa80,76d253f3-dd7a-4151-b3c9-d223a7e5749b,1000.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3abdd1698c6213208971c""}]",Micro ATX,DDR4,0,0
dd32e7b3-8a1e-407f-b08a-18b7aa73854f,2baed23e-bc65-4451-9814-c6251f8be273,4000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ab7d7d50ea703048e10b""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab7d7d50ea703048e10c""}]",EATX,DDR4,0,0
c6cebce5-729a-4427-bb10-c1687ad02871,91a79c2d-5981-45cb-a24f-9028b92c56f2,4000.0,SSD,M.2-2280,M.2 PCIe 5.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac267d50ea7030493258""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac267d50ea7030493259""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac267d50ea703049325a""}]",ATX,DDR5,1,1
22eb0219-0968-4a76-bb37-574183af4540,f03b94f7-d75d-4c89-9ab3-fc0f2d31f686,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac9b3722c3e205bd6ad1""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac9b3722c3e205bd6ad2""}]",ATX,DDR4,1,1
abbfdee2-d4ad-4266-9e7b-74ba798204cf,dede0059-c2c4-4202-bc2f-2c13df6de16b,512.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9bfe073ff824efd3c4""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac9bfe073ff824efd3c5""}]",Micro ATX,DDR4,1,1
8b38cb25-a677-478a-a240-0ba35b562b02,2bb1a145-4d76-4f00-91d8-1b8a122e80d3,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ab7d81594acde48f9613""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab7d81594acde48f9614""}]",ATX,DDR4,1,1
f0038eb9-9a94-44cb-93b3-0282ddce3cb4,32683577-66b8-4592-a418-ad11575b79b6,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ab9181594acde48f9b78""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9181594acde48f9b79""}]",ATX,DDR4,1,1
f9f12000-df8f-4d28-8019-13754ba39b05,34782783-8f5d-413e-a676-b59ca50069c9,320.0,HDD,"3.5""",SATA 3.0 Gb/s,false,2230|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4}]",Micro ATX,DDR5,0,0
