storage_id,motherboard_id,storage_capacity,storage_type,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_form_factor,motherboard_ram_type,storage_m2_slot_ok,label
e60f6297-28eb-4527-8e97-dd2368614d02,46ca55b2-b8df-4342-b304-8134b19364d6,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3aba381594acde48fa1c6""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3aba381594acde48fa1c7""}]",ATX,DDR4,1,1
cd769d5c-ed1e-4491-b52d-dcdc239aa965,7ae9472c-85f0-4069-8601-dcbe95e90592,1000.0,HDD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abf8cf841c9bc5aa4cd6""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3abf8cf841c9bc5aa4cd7""}]",ATX,DDR4,0,0
e381f01c-4f4c-4fe4-8be3-22405786bfd9,3fad93d5-8a93-4fe2-8c1b-d2c7d354b563,4000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2230|2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aba03f8fd0c825ddf48a""}, {""gen"": ""2.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3aba03f8fd0c825ddf48b""}]",ATX,DDR4,1,1
b1177d1b-1a70-46fc-82d6-a743de0759cb,5bda3810-675a-4556-9581-17d5e0ce5b61,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2230|2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abc14fd4af70a349d1a1""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 8, ""_id"": ""69b3abc14fd4af70a349d1a2""}, {""gen"": ""2.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3abc14fd4af70a349d1a3""}]",ATX,DDR4,1,1
b5e5ea98-e05a-4325-b2b7-078b81623e09,1772cb22-f3c8-4205-b306-048f62e25584,256.0,SSD,M.2-2242,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab7736a2b96d5d83a5ba""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab7736a2b96d5d83a5bb""}]",Micro ATX,DDR4,1,1
b335fcc6-96ae-4271-89e3-6a78093c68f5,a4c5d464-08b5-4d25-9337-62c50f0e9661,500.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac3e1698c6213208c4fd""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac3e1698c6213208c4fe""}]",ATX,DDR4,1,1
b1bc6408-81da-4d01-9dab-2b80bb280a44,8743e166-86ce-4858-b0ca-63d0dfe3fd67,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x2,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac183722c3e205bd2b70""}]",Micro ATX,DDR5,1,1
a5d69c10-fc77-4f30-a4f7-067b28c91d66,8deb8697-e49b-4154-86e6-6464323aff1f,500.0,HDD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac1875ef0cf5df01684a""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac1875ef0cf5df01684b""}, {""gen"": ""2.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac1875ef0cf5df01684c""}]",ATX,DDR4,0,0
c9117799-e6f6-4144-b042-a51b7c096175,dfa2d742-cff4-47b3-be6c-d86dd65d866c,18000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9d744e69396d563039""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac9d744e69396d56303a""}]",Micro ATX,DDR5,0,0
2a33580b-f22e-4bda-ae7e-719ef17a6e32,559dd16f-e58d-4214-bc52-df59fd890ded,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 2, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,1,1
a9dfd0cf-0bd1-461a-a820-c98c58817792,08c612bb-eed9-4bcf-b0d2-37755d96e398,10000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab65cf841c9bc5aa0d64""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab65cf841c9bc5aa0d65""}]",Micro ATX,DDR5,0,0
a563297e-11fb-4b98-a8d7-48e34867efd5,56d05298-d489-432a-ba19-6ad410d2e4d5,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abc9b3d0c7b56c55dbb0""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abc9b3d0c7b56c55dbb1""}]",ATX,DDR4,1,1
6368bd8e-cc71-4dac-8f2b-d62cff646fc6,3ed74289-43ed-40be-8ac3-dffb59dfba74,1000.0,SSHD,"3.5""",SATA 6.0 Gb/s,false,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9c843b62bf624cc1d9""}]",Mini ITX,DDR4,0,0
5e7fc6a1-855b-4104-9065-7be5997c83fe,9381b23e-9364-4666-b620-f460f9982ed2,2000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac127d50ea70304922cd""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac127d50ea70304922ce""}]",Micro ATX,DDR4,1,1
fd703bf6-4bc7-4b44-a13b-d1bc62a202c3,42464c95-0c03-403d-b724-2c13e99b466d,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba836a2b96d5d83b696""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3aba836a2b96d5d83b697""}]",Micro ATX,DDR5,1,1
9df5420e-019b-455b-b617-906e4ff93417,76a1cf6a-5b6b-457c-bfee-a0f7fd7e9fbd,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abdb36a2b96d5d83cb37""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abdb36a2b96d5d83cb38""}]",ATX,DDR4,1,1
c5a63e5a-c9e4-4368-9d9d-d7e03793b5de,953e2f01-7966-42e0-90d2-ddcc1aa5b4da,128.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2230|2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 2, ""lanes"": 16}]",ATX,DDR5,0,0
00ada96b-bca9-401d-8594-3f259b20deeb,92a9668b-9ae9-42a8-ae2a-313dc78b4930,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac083722c3e205bd25b3""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ac083722c3e205bd25b4""}]",ATX,DDR4,1,1
de03bc56-ce7a-4f72-bc8a-79c55363058a,e86474c6-491d-4e82-8117-93beb4d29d4f,2000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2280|2580|22110|25110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,1,1
ec1331ef-86d2-46be-b719-8f05b84149bd,5fdc9fe6-f32c-453e-bb49-fe0057ac9a08,5000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 5, ""lanes"": 16, ""_id"": ""69b3abd53f8fd0c825de0c04""}]",ATX,DDR4,0,0
cbcfcb12-3ecc-439f-a98f-efd0b92c6c3c,cb8264c5-4850-4007-b245-ce454dc7cf45,4000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR4,1,1
16dc2eab-0229-4680-975a-74c8df80ba8f,b8148210-863f-42a1-b703-a93f9d3f8e40,2000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac5d81594acde48fed05""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac5d81594acde48fed06""}]",Micro ATX,DDR5,0,0
2c51a041-053d-401d-9b99-b509be72c421,a5a8bc6d-7d89-46b7-b3db-d22389d3e166,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac277d50ea7030493349""}, {""gen"": ""2.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac277d50ea703049334a""}, {""gen"": ""2.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac277d50ea703049334b""}]",ATX,DDR4,1,1
90c488e5-16ed-4314-b162-b9ad7e60783c,6aa1149a-3b2e-4be8-86ac-11068f7ec09f,8000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abe936a2b96d5d83d12a""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abe936a2b96d5d83d12b""}]",Micro ATX,DDR5,0,0
a2a9a15f-44b3-4636-b120-2fb46be9af18,5c270b39-ffae-49b7-8e93-b1e359b731a7,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x2,true,2242|2260,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abc33f8fd0c825de0365""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abc33f8fd0c825de0366""}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abc33f8fd0c825de0367""}]",ATX,DDR4,1,1
3a05afd9-c7d3-4982-bd17-b91406de5f4b,121dfe99-10a0-4925-8cdf-0d4f8771c300,2000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab694fd4af70a349b480""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab694fd4af70a349b481""}]",ATX,DDR5,0,0
4e7710c9-ec4c-4430-a468-17b7862750cc,0ed494f5-ca12-4fd1-af2c-a5ad62dd6586,1000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab5dcf841c9bc5aa0a81""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab5dcf841c9bc5aa0a82""}]",Micro ATX,DDR5,1,1
05b1f33e-bd54-4e73-954f-e2ee28e0ec72,99f43eb2-e223-4535-910d-5794b9a1df88,4000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac314fd4af70a349ffbb""}]",Mini ITX,DDR5,1,1
88a5ea11-2433-4086-9db5-f6252661823d,317a1c7b-1549-43d2-8737-adb41929786b,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab8ec0db8dfe4bc7127a""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab8ec0db8dfe4bc7127b""}]",Micro ATX,DDR4,1,1
c90e8b2e-8f92-4206-9a25-664691a76b80,c5c9c0d6-aa8e-47c4-a591-9fcff5c37145,512.0,SSD,M.2-2242,M.2 PCIe 3.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac5db27c54a042d02fbe""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac5db27c54a042d02fbf""}]",ATX,DDR4,1,1
74e6cf0c-d565-4631-abe5-5c4e62b318ba,e63f22ef-d137-46f0-9ffa-d4cae8ed57bc,128.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9836a2b96d5d84280a""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac9836a2b96d5d84280b""}]",Micro ATX,DDR4,0,0
dfdc05c0-3481-433e-8d21-0e3d1f1a94b3,b3fbc04f-8e08-4f2f-98d7-fc153090273f,200.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1}]",ATX,DDR5,0,0
74bbb306-ce02-4837-a537-bec1589b103b,2ea2dd9a-3c6d-4d84-86be-f53691b7f743,40.0,HDD,"2.5""",SATA 3.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab8eb3d0c7b56c55c300""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ab8eb3d0c7b56c55c301""}]",Micro ATX,DDR5,0,0
b3ec9237-33d5-4f54-8681-1454511a57d9,ce15038a-e134-4ec7-880a-7e1b5298dd2f,320.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac5e1698c6213208cf8b""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac5e1698c6213208cf8c""}]",Micro ATX,DDR4,0,0
1e3a9c6e-f363-4256-b601-3a7fd2f9bf75,eed1d248-c0c0-412e-a0f6-efa95bf30f90,512.0,SSD,M.2-2230,M.2 PCIe 3.0 x4,true,2280|22110,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac951698c6213208e69b""}]",Micro ATX,DDR5,1,1
15e035ae-3d7d-4361-ae16-6d6366a013d9,879a0130-156b-41e3-aefa-9c956f00b92e,2000.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac1acf841c9bc5aa5e1d""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac1acf841c9bc5aa5e1e""}]",ATX,DDR4,1,1
c151e9ec-ee3b-431d-b0d9-12930cb8ec8f,fa29d8f3-2809-4890-aec3-58d1ccf54b34,1000.0,SSD,M.2-2242,M.2 PCIe 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,1,1
ac0c624c-24ec-43f7-99e7-007e71d72d44,a291d54f-0d21-468c-9e91-25bb90fd7f52,512.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,1,1
21a00f0f-42f7-4452-a011-df36b3723b9a,f3ed936c-769b-4345-9f0b-da7103b3548a,2000.0,HDD,"3.5""",SAS 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3acadc0db8dfe4bc79f6e""}]",ATX,DDR5,0,0
7f94838b-49f7-4535-8fdc-8eb4767f5afe,dac3870a-773e-4083-a471-62bed0b9160e,512.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ac7681594acde49000fe""}]",ATX,DDR4,0,0
1ffd6830-7fcd-477e-b602-0740f39d186d,68a4fcfe-6307-409e-894c-b19f31f83cb1,2000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2280|2580|22110|25110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,1,1
de9072ad-fc70-47bc-8c33-446468154cce,fd112e6b-c0c1-45eb-a0cb-4d987c1400c3,128.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3acba81594acde49022b8""}]",ATX,DDR5,0,0
06c84b61-5528-46c3-9132-321fe120c876,d58ee647-d486-4037-a4a0-a0970e5d1c5a,480.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2280|22110,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac794fd4af70a34a1e6f""}]",EATX,DDR5,0,0
e72757d8-964c-4794-bfd5-a57f7d5df742,6b68296e-699c-4732-823e-5a1c75e1890b,512.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abf21698c62132089ea1""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abf21698c62132089ea2""}]",ATX,DDR4,1,1
17376a17-1fca-404f-ad08-af765ac532e1,11a6767e-7a58-4566-b7d7-0efb871e1280,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab651698c621320860a5""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ab651698c621320860a6""}]",ATX,DDR4,1,1
07e67a47-d32a-4d20-9e3c-1b3188ce7e23,6efb715c-74b5-4f50-8948-46069e4e1307,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2280|2580|25110,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abdbb3d0c7b56c55e244""}]",Micro ATX,DDR5,1,1
a216d9e9-5fc7-4105-876a-3773012ced7a,d74e5012-82c3-44fe-ae6e-cfd06fba8ded,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ac8dcf841c9bc5aaa237""}]",ATX,DDR4,1,1
d6570420-f274-4140-8278-04e311483d70,1b40d0a9-38b7-4beb-bbaa-6faffe8f6640,1000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab8d81594acde48f9a59""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab8d81594acde48f9a5a""}]",Micro ATX,DDR4,1,1
aa2f5a8d-ae0a-4565-a110-4cbada260dc8,82b06143-f956-4328-87fb-58b61a72c4b3,6000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac21843b62bf624cf1e0""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac21843b62bf624cf1e1""}]",Micro ATX,DDR4,0,0
745b8441-8ae0-4ced-a269-0186175f1eac,f96cfe73-0ea1-4211-b651-3b5a0d942e1a,3000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aca23722c3e205bd6d4e""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3aca23722c3e205bd6d4f""}]",ATX,DDR3,0,0
279ce5c4-4215-42b3-9429-ebc0b6898025,311844f5-3743-47e9-936c-2e1b6e1692fb,6000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ab9b3722c3e205bd0302""}]",EATX,DDR5,0,0
ebb4360c-c034-4f57-a1c8-4878febf127a,e13268ff-3bc6-4e4e-8ef9-1ddd137995f8,256.0,SSD,M.2-2280,M.2 SATA,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aca31698c6213208ef29""}]",Micro ATX,DDR4,0,0
84ef85b3-ca31-4f7f-b067-f8d8a0c11543,e73ea0de-013d-4883-a37b-346c5427c26e,8000.0,HDD,"3.5""",SATA 6.0 Gb/s,false,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9b1698c6213208e99d""}]",Mini ITX,DDR4,0,0
176c728e-eba0-4bda-974d-7ca5582e0f20,fed11fb6-f92d-4b9a-9ccc-99fce60a9d1b,500.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3acc0fe073ff824efe5c0""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3acc0fe073ff824efe5c1""}]",Micro ATX,DDR4,0,0
f85bc536-95fe-4aab-8d03-795873baba7f,45dab551-6deb-4458-90c6-360dcc347c57,128.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9e36a2b96d5d83b2bd""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab9e36a2b96d5d83b2be""}]",Micro ATX,DDR4,1,1
278c5e4d-be80-485a-9fe8-0f916da6b2b9,e9039120-9af2-4c51-91b9-52111026000e,4000.0,SSD,M.2-2280,M.2 PCIe 5.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac7cfe073ff824efc583""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ac7cfe073ff824efc584""}]",ATX,DDR4,1,1
6f100bcd-25f9-4ab0-85cf-2420820e7191,16b7ebc9-2c67-4333-9b1c-27463c5bb7b0,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2230|2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}]",Mini ITX,DDR5,1,1
5642022d-10e7-41b9-abcc-dc1f757ff710,f64744d7-b66c-4b6e-9c46-96939e0bdbdf,4000.0,SSD,"2.5""",SATA 6.0 Gb/s,false,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3acb47d50ea7030497eaf""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3acb47d50ea7030497eb0""}]",Micro ATX,DDR5,0,0
800dfb05-c138-494f-942c-c5c255e9988d,c4c8c3b8-edaf-41f4-b9d7-3d339bbca9d5,2000.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac504fd4af70a34a0e6e""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac504fd4af70a34a0e6f""}]",ATX,DDR4,1,1
3e39eaf8-d161-4494-8f0c-286d53f24bfc,818ef092-b4e5-4050-9403-16dcf7e7ffed,320.0,HDD,"2.5""",SATA 3.0 Gb/s,false,2280|2580|22110|25110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1}]",ATX,DDR5,0,0
f716fd7e-d380-4337-8bcf-3e72205b9ac5,5b0b9d90-8ca6-477d-b78d-93937bc62207,500.0,SSD,M.2-2280,M.2 PCIe 4.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abbc843b62bf624cceb6""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abbc843b62bf624cceb7""}]",Micro ATX,DDR4,1,1
e7562cce-289a-4cf0-8a54-574634719629,13a58bb5-47d2-4715-8245-f0ff60e7eee9,60.0,SSD,"2.5""",SATA 3.0 Gb/s,false,2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab70c0db8dfe4bc70573""}, {""gen"": ""2.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab70c0db8dfe4bc70574""}]",Micro ATX,DDR4,0,0
021c469b-063e-4b37-873a-02a39555be0b,5a71501a-177d-4b16-a206-ebfaab01b606,256.0,SSD,M.2-2280,M.2 PCIe 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abba3f8fd0c825ddff6c""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abba3f8fd0c825ddff6d""}]",ATX,DDR4,1,1
66078396-f583-48a5-b13b-b93e9e937908,dc63ff42-506f-4d82-b2f8-a16ab0c167a7,240.0,SSD,PCIe,M.2 PCIe 3.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac8481594acde490072e""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ac8481594acde490072f""}]",ATX,DDR4,0,1
