cooler_id,case_id,cooler_fan_size,cooler_fan_quantity,radiator_size,cooler_height,case_cooler_clearance,height_difference,cooler_case_height_ok,case_form_factor,label
1e539d30-384a-49da-a1d7-14458f7f74d1,2585df6e-d765-4900-99e2-66635665936a,120.0,3,360.0,56.0,47.0,-9.0,0,Micro ATX Desktop,0
8603ad0a-1baf-4a3f-877a-8c86e6c18f83,9bb5bd48-6564-4a15-bb8a-7d164f88ee49,,,,154.0,38.0,-116.0,0,Mini ITX Tower,0
07e78f17-1c87-4a43-a582-17aa19347c67,d6459c42-feb4-408e-be0c-479f3b138fcc,,,,82.0,61.0,-21.0,0,Mini ITX Tower,0
c3137c0c-1e14-47d7-833d-83847bd4aee1,bfe1ab6b-ad4e-4dd1-b2a2-ef71814cee33,,,,156.0,166.0,10.0,1,ATX Mid Tower,1
3916d3dc-9163-49e1-8fc4-d5a4d9410050,fadc6c3c-ed8c-404b-899a-71dea8468778,120.0,2,240.0,56.0,176.0,120.0,1,ATX Full Tower,1
cb9ef553-27ab-4dc8-bd71-60cce64a7a00,12c35c06-57c4-481d-b5f8-5740c2fa823f,,,,157.0,150.0,-7.0,0,ATX Mid Tower,0
9e2c0c50-37cc-4b59-8364-07aea41fd100,7b2e9076-2adb-4bec-ac3e-b1cd2d9dac47,140.0,3,420.0,52.0,165.0,113.0,1,ATX Mid Tower,1
14025243-37fa-43b9-b766-787a698e9b34,df8690bd-a483-483e-a4f1-f4116e2cb6c5,,,360.0,110.0,165.0,55.0,1,Micro ATX Mini Tower,1
b75acdcf-1da1-4811-b6fb-08b2b1dd5f24,3b1f55d7-f7f7-47ec-abb7-0d4b5ae98510,,,,153.0,50.0,-103.0,0,Mini ITX Tower,0
665b4be2-6739-475f-b40a-66378c4a4b64,9850cf2c-0710-4dcc-ba86-da3b93cf9dc7,,,,63.0,171.0,108.0,1,ATX Mid Tower,1
39e5066b-8297-4507-9c53-897707d97957,aa7c32bd-7c30-4353-965a-368beae8e65a,,,,154.0,180.0,26.0,1,ATX Mid Tower,1
4a59b5cd-f163-43fc-a9a3-a9a5353ac858,b232b003-0e7a-4804-b8b1-b2448f99a6c2,,,120.0,47.0,61.0,14.0,1,Mini ITX Tower,1
584dec41-a11f-46b3-b386-0e8e96fb4b63,e3912017-c5c0-49b4-8cc7-2590840eda83,,,,156.0,120.0,-36.0,0,Mini ITX Tower,0
6c40b716-7aee-4c07-9238-200cf59d5909,a4bbc38b-5290-407f-9b56-7d6411937a34,,,,145.0,185.0,40.0,1,ATX Mid Tower,1
88455f8a-3adf-44bd-9b49-cdfe1b38c225,c8de101e-8c42-4116-b205-bc29f7e0246b,,,,131.0,185.0,54.0,1,ATX Mid Tower,1
04cc581c-f525-42b2-8094-e26b3b10b146,bd22ec2e-6668-41e1-85c6-1305c6c7100a,,,120.0,52.0,165.0,113.0,1,Micro ATX Mini Tower,1
8cacc33d-e829-4907-b897-57dfe409e165,6a6aa882-2931-4506-8166-8faba9ea1bec,,,,158.0,180.0,22.0,1,ATX Mid Tower,1
64e1daed-b191-4923-853b-d66f45e8cadb,faa91cb0-e5ed-4251-a44f-5006558df874,,,,47.0,165.0,118.0,1,ATX Mid Tower,1
7759b9ae-cc08-4948-9a98-4e589404d291,cc5b5c27-5663-458e-89fa-4261c8ecd9fd,120.0,3,360.0,101.0,83.0,-18.0,0,Mini ITX Tower,0
4c0648ed-e114-424b-86d1-135a6a1cf0a0,6bfeafe1-4e42-44cd-9be3-1f65a2b59a7d,,,,63.0,61.0,-2.0,0,Mini ITX Tower,0
092c7571-6f1e-477a-b0ba-1b0a0f9eee93,ebccc65a-a3eb-4c39-896a-b87ea8aa1177,,,,159.0,48.0,-111.0,0,Mini ITX Tower,0
6e9bd86d-c498-44ed-92c6-7a9498c3a7b9,c29f56ca-8f57-4719-b91b-56db6c4c47c1,,,,148.0,114.0,-34.0,0,Mini ITX Tower,0
c003e178-8f3f-44d8-9eb0-259dc42ef380,15052a79-5209-4827-86e3-4a7027f23303,,,420.0,68.0,185.0,117.0,1,ATX Mid Tower,1
c86aaafb-ef86-4a84-aa55-62500b330bc1,834fac39-9be3-4278-876e-5eb69eb743de,,,,165.0,155.0,-10.0,0,Micro ATX Mini Tower,0
87ef9368-befd-4f04-a6ab-bc8c47c27b4f,1658c495-3a76-4664-aa01-25190ef1d9f6,,,,161.0,176.0,15.0,1,ATX Full Tower,1
e220088a-a7e3-464c-bd5e-dc03a430e7c4,09ed1c2d-8d14-4f2e-867b-77866270b580,,,,165.0,160.0,-5.0,0,ATX Mid Tower,0
184dfdec-01ad-448c-8cee-320b6ffdcef3,456a564c-2998-4260-b779-ee852852a829,120.0,,,166.0,75.0,-91.0,0,Mini ITX Tower,0
d4811061-5b10-4bea-a5bc-6b4ccda228d6,cc5b5c27-5663-458e-89fa-4261c8ecd9fd,,,,156.0,83.0,-73.0,0,Mini ITX Tower,0
bfcfef31-aceb-4441-9368-6b0adb4413db,156ee5ba-6d49-45cc-b8ba-2ffce6b9323f,,,,166.0,160.0,-6.0,0,ATX Mid Tower,0
b82ea33c-8cdf-483b-a297-397e687afad6,2585df6e-d765-4900-99e2-66635665936a,,,,158.0,47.0,-111.0,0,Micro ATX Desktop,0
45e7f20e-b9f6-4d74-97dd-815513f320c5,6085f441-2482-4d31-bce6-031c683805cb,,,,81.0,170.0,89.0,1,Micro ATX Mini Tower,1
74ddff6e-d75e-4450-b924-80995e4a6dc7,00487393-e98c-4e50-9519-d83f58497429,,,,159.0,82.0,-77.0,0,Micro ATX Mini Tower,0
f24f3a9e-7fb3-413c-a6d6-d031a40c8225,de1c29b4-9d70-4381-a43e-d9e2b6bfdcd9,,,,165.0,160.0,-5.0,0,Mini ITX Tower,0
1f4b1874-5f6c-44a3-a915-2a0351fceac8,0281ec1d-0980-4d76-941b-5e651a779172,120.0,,,166.0,170.0,4.0,1,ATX Mid Tower,1
6fdd0718-93d4-4d3e-8272-5eda7e56fe7d,811ea55d-5429-4cb5-b0e7-c70760f3f408,,,,167.0,155.0,-12.0,0,Micro ATX Mini Tower,0
b995318d-b883-47c7-a1be-e370243c5576,00f475f6-b2cb-4fb1-b11f-3fc02ae08461,,,,140.0,83.0,-57.0,0,Mini ITX Tower,0
3c28ba8d-7838-461a-a982-754871793a93,af312360-e0f0-4ec5-8824-7938459e37bd,120.0,2,,151.0,70.0,-81.0,0,Mini ITX Tower,0
eb6726a9-bd38-4f5a-81f0-b1273d96adc5,a1d61d9e-2e69-4e0b-b337-0d510ad4164a,,,,75.0,170.0,95.0,1,ATX Mid Tower,1
c370b7d1-a365-412a-9eb4-639d4ea02118,46d230db-ebfe-4beb-bdac-a536aadfedfd,,,,135.0,65.0,-70.0,0,Micro ATX Mini Tower,0
1ae585c4-399a-46d3-99ff-552ff9254375,d0d1f419-384d-4121-a8c8-cd87c677016d,,,,155.0,77.0,-78.0,0,Mini ITX Tower,0
02da0bc1-e874-490e-a1d4-93bfa041daec,c823adcf-0096-47cd-b9bb-41019e6809e7,,,360.0,54.0,170.0,116.0,1,ATX Mid Tower,1
222612a6-367a-4a66-8442-2209d63e55ce,f9c06a28-5c60-4e48-9f41-912bb87a353b,,,,132.0,70.0,-62.0,0,Mini ITX Tower,0
54785ba6-46f1-4227-8cb2-6a929640be15,2bf2cddc-4994-4aa0-8cdf-f9aa60a27862,,,,163.0,157.0,-6.0,0,Micro ATX Mini Tower,0
df777db4-ce5e-4f7b-a73e-d99a537bbada,31418cc7-3ff8-481f-ad02-66798f0ae6d3,140.0,,280.0,60.0,175.0,115.0,1,Micro ATX Mini Tower,1
088d5525-230a-4b78-aa1f-a1d9c241443c,4e412697-ee36-43c5-85df-41144c3c926d,,,,161.0,160.0,-1.0,0,Micro ATX Mini Tower,0
a3c0b7a6-e277-4eca-98f4-744e5aa6a750,5832656a-c875-41fe-9b3d-eec706a2b6b7,,,,158.0,140.0,-18.0,0,Micro ATX Mini Tower,0
80681989-8fe1-443f-8c89-ae6ead7ade96,691766a4-9674-4218-8b06-f6dd44ed95bb,,,,138.0,165.0,27.0,1,Micro ATX Mid Tower,1
db5c8f38-e691-4afc-b42a-331f189b74f0,2585df6e-d765-4900-99e2-66635665936a,120.0,2,,154.0,47.0,-107.0,0,Micro ATX Desktop,0
e8824071-1ab0-4577-9742-339a02f8422f,c162a19a-f9f8-4726-8323-6e41c02221a6,,,,75.0,159.0,84.0,1,Micro ATX Mini Tower,1
e2791180-148f-40d1-a6ea-125ab51d85fc,2da95c99-b889-4f33-ab25-b00387e7d348,,,,154.0,175.0,21.0,1,ATX Mid Tower,1
96445d74-e183-4d0d-85b8-1b2b9fbe2022,d0d1f419-384d-4121-a8c8-cd87c677016d,,,,158.0,77.0,-81.0,0,Mini ITX Tower,0
2c1ccbd3-45f1-405a-bb6f-9cdf78da97c0,30051463-6003-4981-aa95-eaf4cf936058,,,,155.0,154.0,-1.0,0,Micro ATX Mid Tower,0
baae1b7f-c1cb-41c8-a748-94811a7446a6,93ee5324-bcd5-4b9a-8017-389742543925,120.0,3,360.0,121.0,83.0,-38.0,0,Mini ITX Tower,0
693134bf-8d44-4551-b8ff-f33de87f8faa,9b80a094-129f-4e5d-83c4-9c6148324c76,120.0,3,360.0,73.0,168.0,95.0,1,ATX Mid Tower,1
46646214-8e71-4020-b6e6-50ca9424e53f,7b048337-62bc-434e-8ef0-2fad7211628d,,,,166.0,164.0,-2.0,0,Micro ATX Mini Tower,0
f0b09c19-60de-4a3a-af74-427cc668fc46,11264d2e-d889-49ea-b0c7-342f8040ab19,120.0,2,,155.0,148.0,-7.0,0,Micro ATX Mid Tower,0
f0cf7701-9790-491d-bc7f-781cf889c21e,cc6dba0d-1833-481c-b980-d23f4edeee74,,,,153.0,185.0,32.0,1,ATX Mid Tower,1
1d4ff212-d220-4c8f-a786-5cf657acf266,1aa9cbce-b6c3-4156-9381-27ef418281e3,,,,158.0,145.0,-13.0,0,ATX Mid Tower,0
4b2062af-459c-4c3a-b6ac-f675ac8a5b8a,f225fd3c-c0dc-4911-b401-b3184d5671ea,,,,65.0,163.0,98.0,1,ATX Mid Tower,1
bd91cb75-7ed5-474e-81e9-bdb557e52562,46d230db-ebfe-4beb-bdac-a536aadfedfd,,,,158.0,65.0,-93.0,0,Micro ATX Mini Tower,0
46455ad7-4927-4cb1-a1fc-2d7f40ac3b7a,5a2351ec-692e-47dc-b813-14be5d4c3933,,,,135.0,166.0,31.0,1,Micro ATX Mini Tower,1
53935c93-9d1b-4f77-97e7-40d228f96c07,a90c4ba0-d9a3-4e46-98fe-a75f182fd9a0,,,,66.0,175.0,109.0,1,ATX Mid Tower,1
82309eeb-b209-4706-a94c-d422a233e1cf,1788b376-0309-48ad-8526-1637fe1d99e9,,,,155.0,200.0,45.0,1,ATX Full Tower,1
20bd5859-5534-4435-9e69-75322a90bccd,db5eef87-ad33-4a71-8157-72fb8bb457c6,120.0,1,,159.0,170.0,11.0,1,ATX Mid Tower,1
27e2c5b0-de96-48a4-af8d-ed58a969985b,59eb9553-1d9a-4034-8519-179c93956d27,,,,158.0,170.0,12.0,1,Micro ATX Mid Tower,1
9235fd7e-9bd3-47c2-894f-2626b1e4afcb,2caa6d20-79b7-4649-b15d-16f0fd7ed3cf,,,,56.0,55.0,-1.0,0,Mini ITX Tower,0
2420d123-482f-4af5-b87d-85d556dcfde6,456a564c-2998-4260-b779-ee852852a829,,,,141.0,75.0,-66.0,0,Mini ITX Tower,0
54785ba6-46f1-4227-8cb2-6a929640be15,b94e9642-9979-490a-8072-ccaee5ff3d62,,,,163.0,150.0,-13.0,0,ATX Mid Tower,0
03a490d3-3553-4d01-8740-b772ccc7a21c,2d7ef623-4253-467a-9767-d0afcec7b98c,140.0,2,280.0,38.0,279.0,241.0,1,ATX Mid Tower,1
8c815371-877f-4b6f-9430-e403ece62c39,f9c06a28-5c60-4e48-9f41-912bb87a353b,,,,164.0,70.0,-94.0,0,Mini ITX Tower,0
464abb13-8c6e-4eb7-8f61-54d9534969fd,00584ec5-7163-4d77-ab95-75e0efcd4650,,,,158.0,183.0,25.0,1,ATX Mid Tower,1
7604e32a-686f-4604-aea0-e93e8c9c1e22,b953d5de-67b1-4ca1-8462-2551d0aaae14,,,,158.0,155.0,-3.0,0,ATX Mid Tower,0
b410291c-8775-4703-9c0c-c3144ff91b71,c3135ae8-dd9c-4d9e-b7f9-7c2bd2b8f431,,,,169.0,160.0,-9.0,0,ATX Mid Tower,0
88455f8a-3adf-44bd-9b49-cdfe1b38c225,00f475f6-b2cb-4fb1-b11f-3fc02ae08461,,,,131.0,83.0,-48.0,0,Mini ITX Tower,0
c84e3d87-c57c-4ae0-83db-a6e896528fd5,e25cf31b-4b91-4f29-95e4-3f2c13aec163,,,,166.0,174.0,8.0,1,ATX Mid Tower,1
e0d2b8a5-09c9-4a16-a88e-a9f2ac500684,76d4d0ac-931c-4867-8776-fb52a191ccd4,,,,160.0,155.0,-5.0,0,ATX Mid Tower,0
5e796d52-ee9c-4ba2-beb4-355e12f706a1,7f52bba4-3bf0-43b9-9d38-09bb73d6f044,140.0,2,280.0,52.0,180.0,128.0,1,ATX Mid Tower,1
d20642b1-ddbe-4377-905e-624dce52d3ad,49310a1f-2c7c-445c-a255-fe40a57c6e89,,,,162.0,190.0,28.0,1,ATX Mid Tower,1
40a665fc-f1ea-4e8f-83d9-c737090d2bd2,b9c3d1b3-7494-4c24-9276-3a6c3e250c14,,,,152.0,138.0,-14.0,0,HTPC,0
3ed0d29d-a671-4c5e-809a-a7c3e3f2fc34,377449ff-c468-48aa-a584-af3cd5afc132,,,,150.0,61.0,-89.0,0,Mini ITX Tower,0
875cfe12-50fd-4c40-a08e-43b55716cd81,e60c3e56-f5d7-4cb1-bb2a-162cc9887d3d,120.0,,,166.0,160.0,-6.0,0,Micro ATX Mini Tower,0
ed24b15b-3a3f-4b54-b26a-d24d20fee39c,9fadd423-7e08-4348-a3cd-d08c3a8f017e,,,,170.0,167.0,-3.0,0,ATX Mid Tower,0
5aaf3d55-01e4-4ccb-a153-78c55026e2a2,921f04a6-d3ea-4dd6-8bdb-50fcd423de9d,,,240.0,52.0,187.0,135.0,1,ATX Mid Tower,1
fee90052-63f6-4879-8582-4af0e59284ef,934a7eb3-999c-4448-a6b2-7e26973fc7af,,,,158.0,155.0,-3.0,0,Micro ATX Mini Tower,0
3b9ebe78-b340-4e96-9050-aaeb8ebcbfe4,2caa6d20-79b7-4649-b15d-16f0fd7ed3cf,120.0,3,360.0,116.0,55.0,-61.0,0,Mini ITX Tower,0
d6355cd2-cbfe-491b-a1c2-95fa547bd908,9cbe78f5-a30f-4d57-84b0-f505dd0fbcb2,,,,45.0,161.0,116.0,1,ATX Mid Tower,1
682672aa-af58-4f0e-b1af-0321fabf1fe7,aa21eb4c-eaa8-4527-8aad-10fce7aec53f,,,,164.0,157.0,-7.0,0,Micro ATX Mini Tower,0
13af59ea-f00a-4d68-a7ba-a3e34167ff64,ce02b0d0-a1b7-4a12-99be-cf6c881485cf,,,,146.0,140.0,-6.0,0,Mini ITX Tower,0
06b3d65a-02f1-494f-89a4-881c7fee049f,a665c556-dbb3-47bf-afa6-a561d66c6f0f,,,,162.0,180.0,18.0,1,ATX Mid Tower,1
ea7648cb-940b-477f-8b0f-fe361db83c64,ce02b0d0-a1b7-4a12-99be-cf6c881485cf,,,,157.0,140.0,-17.0,0,Mini ITX Tower,0
2e9d921f-ab10-478d-b9dd-c6a82ee446fd,0d8ffba7-ba0a-4c2d-86e5-d6e2d0814766,,,,125.0,170.0,45.0,1,ATX Mid Tower,1
b2c3cbd5-11f4-4a51-8ffc-aee1b6fa9d5b,612bc906-2334-42d5-8477-60cccb76a841,140.0,2,280.0,69.0,164.0,95.0,1,ATX Mid Tower,1
f93c2548-a999-45e0-94b1-e568bcc23b7b,db22a155-5861-4508-9b6d-446bf9ef19a6,,,,160.0,160.0,0.0,1,ATX Mid Tower,1
03f35d41-149f-476d-ad77-6df7c93ec442,05fe40f6-b86b-4a0a-b80b-acb0fc2fb537,,,,153.0,168.0,15.0,1,Micro ATX Mini Tower,1
4c0648ed-e114-424b-86d1-135a6a1cf0a0,377449ff-c468-48aa-a584-af3cd5afc132,,,,63.0,61.0,-2.0,0,Mini ITX Tower,0
95f33860-0a64-4d74-82e0-5bfabefea62a,9a3975a9-2928-4161-9052-80748e439c17,,,,168.0,70.0,-98.0,0,HTPC,0
2bea72f6-edc2-461b-960b-7f5ff6dab83b,dcb8af27-0343-4ac4-ae04-fd0ab8af8e4e,,,,155.0,140.0,-15.0,0,Mini ITX Tower,0
091c666f-c2ea-42ff-a0da-ac6e867f003b,ba4957a9-c0c7-4194-98a8-b604c1cc1e50,,,,171.0,170.0,-1.0,0,ATX Mid Tower,0
4e42b2e4-2a2d-423f-8180-1b6edc4b9a96,72300f8f-b1d1-4374-b3ff-d5c075d9b3fd,120.0,,360.0,60.0,170.0,110.0,1,ATX Mid Tower,1
889de841-2a39-4284-97df-0c9da0439b39,612bc906-2334-42d5-8477-60cccb76a841,,,,155.0,164.0,9.0,1,ATX Mid Tower,1
930681ef-bf7b-4187-a2b9-097544a6f745,a596ddf1-04dc-4a54-b667-e61590705dfe,,,,149.0,160.0,11.0,1,ATX Mid Tower,1
a74e645a-a42a-4bdf-b857-ac8b3dde0db0,79f10ddb-49c4-495f-957a-926350d72ae4,,,,130.0,90.0,-40.0,0,Micro ATX Desktop,0
84c49c67-e8a5-4d36-a656-23334aec2c97,ea2c0760-4429-47ce-b56e-b7e16c0ff739,120.0,3,360.0,161.0,188.0,27.0,1,ATX Mid Tower,1
923d3a21-98bd-450b-bcb9-e06871c642ff,250fb2dc-0659-4155-b11c-dbc338d8c5ed,,,360.0,70.0,165.0,95.0,1,Micro ATX Mini Tower,1
5ef88d22-bd0e-4d69-b8eb-b39a9b09c8c3,b5e6c25d-a8df-4eb4-8cbd-8abf12b3d783,120.0,3,360.0,72.0,180.0,108.0,1,ATX Full Tower,1
ac587853-e6e9-47c6-8b98-2fefc3c10112,4b218f39-3e2f-4a21-9fb9-a2235b9a22db,,,,159.0,170.0,11.0,1,ATX Mid Tower,1
c0da8dc1-cb67-4941-afae-01119d06271d,1b469aa3-4afa-45e7-bc15-9170ccc163d8,,,,27.0,165.0,138.0,1,ATX Mid Tower,1
b986f6f5-c06f-4044-95ba-2ba0b57a7046,8966fe6f-b895-4310-90f7-1cf00d52d83c,,,,146.0,185.0,39.0,1,ATX Mid Tower,1
001bf0e9-535a-4d4b-840f-67fc82f6748c,af6bc043-68a5-4e6f-a632-65fc79050cea,,,,153.0,170.0,17.0,1,ATX Mid Tower,1
b34044d8-8a25-44fa-acaa-151c4a49cf55,21230593-6839-43ee-97d7-0b7ba03aa823,,,,159.0,75.0,-84.0,0,Micro ATX Mini Tower,0
782cfcd9-7a46-4e86-b6b5-cea4f19e596f,00487393-e98c-4e50-9519-d83f58497429,,,,125.0,82.0,-43.0,0,Micro ATX Mini Tower,0
dd9d4d79-25fb-48e6-a77f-9a3eabbe7f1d,81721d18-7067-4bde-8b98-0f9c8cb25af9,,,,157.0,67.0,-90.0,0,Mini ITX Tower,0
baae1b7f-c1cb-41c8-a748-94811a7446a6,044572aa-2cb1-4b2a-b42d-e3554cc27309,120.0,3,360.0,121.0,185.0,64.0,1,ATX Mid Tower,1
779ea220-6beb-408d-a9cd-c760356cc0b2,1f09d853-2162-4798-896f-c06ffef9ec15,,,,155.0,190.0,35.0,1,ATX Mid Tower,1
0131cdb6-c53a-423c-921c-8cee085b1233,be09153b-e8d7-4dba-84f6-2cf6f265f870,,,,165.0,160.0,-5.0,0,ATX Mid Tower,0
559fa01d-a3e1-4da4-90ad-7029061e3777,ea1c8607-243c-46e8-bcb5-85f6832a81bb,120.0,2,,157.0,138.0,-19.0,0,HTPC,0
e2a89865-9a36-445c-992b-e96f37088fc3,f9288b0b-564e-4f4c-b51c-cad9d2a78b10,,,,110.0,82.0,-28.0,0,Mini ITX Tower,0
a4241d2e-455b-4884-bc4b-e99e73c87f3b,2585df6e-d765-4900-99e2-66635665936a,,,,156.0,47.0,-109.0,0,Micro ATX Desktop,0
773d9c45-b973-4e14-8759-736b9d0fe095,f45f35fa-941b-428a-9a3f-cda74aceba1f,,,360.0,60.0,180.5,120.5,1,EATX Mid Tower,1
b399846f-586c-42aa-a249-589e046b7ebc,db3e05b3-884f-42f5-836b-38338b235375,,,,95.0,70.0,-25.0,0,Mini ITX Tower,0
a4a157d5-7db3-4a23-8279-bd1be98b7873,42d47c5a-8e21-4da9-ba4e-ea55290ce616,,,,168.0,167.0,-1.0,0,ATX Mid Tower,0
a6aefc89-2b65-413b-81d0-952d3cf2a9f4,b1d31f54-4a71-4bb4-a59e-9f0dc5c60810,,,,158.0,156.0,-2.0,0,ATX Mid Tower,0
d9c74cd8-7d00-4a7d-b238-a04256d0c39b,aa3e4ea1-4f28-4fd4-9c0a-16ca6934dc5d,,,360.0,79.0,160.0,81.0,1,ATX Mid Tower,1
7077b097-05b5-4aa2-93e1-908e8e4e2a65,d6d441d9-a6ca-41db-acc2-7b221af8ef11,,,,164.0,160.0,-4.0,0,ATX Mid Tower,0
8ac0e0ea-3ef0-4035-85fa-0984e21fc71c,4e7d4232-fc64-4235-9548-654890cf67dd,,,,159.0,200.0,41.0,1,Mini ITX Tower,1
7697b65b-57a8-490b-9bd3-6c0882bd5003,79af8cb0-7253-4b9f-af23-cd7b4f73f8c6,,,,160.0,159.0,-1.0,0,ATX Mid Tower,0
0eeaf1e0-4432-4ee8-82cb-2103f5b462a6,567bd931-f8c0-4420-befe-c6d26862d612,,,,135.0,174.0,39.0,1,ATX Mid Tower,1
a02835da-40f0-4f14-bead-256b1453cd06,7794911d-074d-40a2-91fc-aebab4aadd29,,,,136.0,170.0,34.0,1,ATX Mid Tower,1
281ce54a-1f82-4aee-b8f2-10fb1ded2d46,43a87f8a-daa3-41c3-b9f5-9d59a07f5014,,,,154.0,165.0,11.0,1,ATX Mid Tower,1
807fab83-61a7-488d-a259-ddcda46037eb,56891729-857b-4606-a555-923b4ed32ec3,120.0,3,360.0,94.0,68.0,-26.0,0,Mini ITX Tower,0
010abcce-a3d8-488c-a89d-9713092820c1,e6bffbcc-52cc-48b2-8cab-38e991a2c436,,,,155.0,185.0,30.0,1,ATX Mid Tower,1
7abf22e0-6c94-4583-b1a3-644cbca00000,9d7d6cde-4ac5-4694-b002-17b1fe00a1f5,,,,162.0,159.0,-3.0,0,Micro ATX Mini Tower,0
9702a7ab-b0d8-4f86-adec-0ae1d118fcfc,ef198635-70c5-4ece-834f-771af9e28cf3,,,,157.0,138.0,-19.0,0,HTPC,0
623178e3-0bf5-41d0-8fde-961d6b32eb4c,30051463-6003-4981-aa95-eaf4cf936058,,,,158.0,154.0,-4.0,0,Micro ATX Mid Tower,0
d5ba8ac0-ed9d-435a-a032-d5649d88c42e,3b1f55d7-f7f7-47ec-abb7-0d4b5ae98510,120.0,2,,154.0,50.0,-104.0,0,Mini ITX Tower,0
691b9a45-67a5-4daa-b0c9-f7285372b544,d2998b94-1514-4d3c-9828-3653067af284,120.0,3,360.0,107.0,82.0,-25.0,0,Micro ATX Desktop,0
39e5066b-8297-4507-9c53-897707d97957,220e6430-b81d-44ef-a838-36334295c5a8,,,,154.0,114.0,-40.0,0,Mini ITX Tower,0
b23aa258-4aea-44ab-847f-e0bf2e299da8,952d5c6a-d65b-4e26-9df5-f95ef09f1916,,,,155.0,58.0,-97.0,0,HTPC,0
6f044ca4-424b-46dc-9a8f-94a704b48459,4523d6b2-32c4-4fce-bd21-13ff9ff78883,,,,157.0,150.0,-7.0,0,ATX Mid Tower,0
f7f98146-0888-494b-ab72-1aa239f1686e,1463fe1e-a672-4465-9dad-9a954f05c57c,,,,154.0,158.0,4.0,1,ATX Full Tower,1
f4080598-4f95-478b-bcdf-be3190b0d8bc,c0bde235-2d8a-4238-aa54-b4bec84ff0d7,,,,154.0,167.0,13.0,1,EATX Full Tower,1
d6740b8e-c978-40c3-8395-f5066d184693,c0624328-9194-4ee1-9638-b09ceb591068,,,,136.0,165.0,29.0,1,Micro ATX Mini Tower,1
7abf22e0-6c94-4583-b1a3-644cbca00000,245df228-98c3-4e14-b256-1622e591d5d8,,,,162.0,70.0,-92.0,0,Mini ITX Tower,0
cd1fd5df-7bfb-4985-83c8-e2e0c49ad29f,3c807c2b-ac33-41b4-95d7-33cbcc33cc69,,,,165.0,188.0,23.0,1,EATX Mid Tower,1
665b4be2-6739-475f-b40a-66378c4a4b64,f8f74112-f22b-4034-8c28-2a2267a95ac1,,,,63.0,155.0,92.0,1,ATX Mid Tower,1
101e0a7c-da03-4cc6-a9ea-dd99a35370d8,bb32b5f1-8400-41fd-a526-008e0fdf5474,135.0,2,,162.0,58.0,-104.0,0,HTPC,0
be008bf5-c550-4cc9-a9ed-9658a2d58213,0a0ef4d8-1875-4268-97a5-f28829619110,,,,132.0,195.0,63.0,1,ATX Full Tower,1
988e20b1-2c61-46f3-96fa-a28afb71d90e,6e0e0aa6-68ee-4d05-8d8c-959e803d1c43,,,,135.0,195.0,60.0,1,ATX Mid Tower,1
710a2462-ee31-4931-8423-cc1026978a1c,126f9e05-768a-44d8-84f0-68e921d3e3ff,120.0,2,,155.0,175.0,20.0,1,ATX Mid Tower,1
e220088a-a7e3-464c-bd5e-dc03a430e7c4,f9288b0b-564e-4f4c-b51c-cad9d2a78b10,,,,165.0,82.0,-83.0,0,Mini ITX Tower,0
39c3e2cf-d29b-46ab-8558-cbdd9a425036,8d869d1d-fcc3-4319-99c9-799a0a1c9de7,,,,157.0,180.0,23.0,1,ATX Mid Tower,1
1b1e39bd-4574-41a3-9f72-4fb2e60ab25f,cc49fccb-f7dc-4dd9-a9c0-dc24d123f57b,,,360.0,69.0,170.0,101.0,1,ATX Mid Tower,1
0cc91ead-9757-4552-b2ef-adef71a8acb0,93ee5324-bcd5-4b9a-8017-389742543925,120.0,1,,160.0,83.0,-77.0,0,Mini ITX Tower,0
df2ab776-a03f-4565-b55d-59859580b083,d2998b94-1514-4d3c-9828-3653067af284,,,,166.0,82.0,-84.0,0,Micro ATX Desktop,0
72652c64-2fca-4517-94ee-8f82492ab7c7,b1d31f54-4a71-4bb4-a59e-9f0dc5c60810,,,360.0,125.0,156.0,31.0,1,ATX Mid Tower,1
d71b7644-918e-4e55-9641-7e966755c2aa,e3f0abad-b423-4220-ac67-78c408160d7e,,,,160.0,170.0,10.0,1,Micro ATX Mid Tower,1
f9863491-de9c-4153-81ba-ea8d9d95db45,6860f059-572c-424d-b67d-59fa92a7ef4b,,,240.0,58.0,83.0,25.0,1,Mini ITX Tower,1
64e1daed-b191-4923-853b-d66f45e8cadb,db06f330-f5e1-4e8b-b6e5-8430c47ab17f,,,,47.0,210.0,163.0,1,Micro ATX Mini Tower,1
3abe7399-c68e-4fd0-b62e-c91d900437a2,691f643a-5ad6-4c4a-a965-540d9218d6aa,120.0,2,,151.0,165.0,14.0,1,ATX Mid Tower,1
b1eb7440-8b2c-4592-8c23-8b764ae2528d,8520dfe1-6dcf-4978-92c3-f4f82ab2539b,,,,63.0,160.0,97.0,1,ATX Mid Tower,1
3c4f05b9-b097-4550-b65f-b9d34e350c58,ef7859e4-e95e-454a-b22d-eee1f3d340a3,,,,158.0,170.0,12.0,1,ATX Mid Tower,1
2a2ab4ad-c841-411c-8260-5b3bf9da584c,56891729-857b-4606-a555-923b4ed32ec3,,,,155.0,68.0,-87.0,0,Mini ITX Tower,0
d6fcf9f7-3a11-4bf5-b85a-dd0cfa3c61eb,0fcc0e41-df38-47da-86b0-6c99ddee774c,,,,142.0,175.0,33.0,1,ATX Mid Tower,1
