motherboard_id,case_id,motherboard_form_factor,case_supported_motherboards,motherboard_ram_type,motherboard_memory_slots,case_form_factor,form_factor_match,label
e9045ef6-f533-437e-bef8-a226d9b1a40d,9eb5ad70-26b7-45b3-aed2-9ec0bd5af18c,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
5bb4990b-a1a8-4f9b-b784-d903b3b496ea,8a71d65b-d747-451e-b037-8c277d3efe75,EATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Full Tower,0,0
32c0081d-02e7-4807-b5e9-f5f239aebadb,5e9d7628-daa1-4f64-9117-d427648960d2,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mid Tower,0,0
15b1018e-6936-48d9-90dd-69d5fb25a70f,175c60e9-a2d6-4d70-9f7b-d90afd9a95b3,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
854f9f8c-c4f5-45ff-b339-35d3ddb7143d,97eb4da2-4d50-409a-8cf9-9550224ace37,Mini ITX,ATX | Mini-ITX | Micro ATX | EATX,DDR4,2,ATX Mid Tower,0,0
62e4d750-54df-4177-8a31-de096acfd9ac,6ce4ef18-55a2-4d7b-9a99-2046292e43b0,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
3a9a0d82-c7ef-4aca-aec5-c5dbff50d0e8,439d0172-ba1d-4dc3-8835-5d59beda5467,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
0ffbdc59-be40-4386-b458-adb0f42b8875,b54cd17a-99d0-4401-b31e-614fd7c29044,ATX,ATX | Micro ATX | Mini-ITX,DDR3,6,ATX Mid Tower,1,1
add87129-e59d-49ee-af6a-4fa8661d952d,d79ba100-95a1-4304-99ea-8bc8522ad647,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
512aeb9f-634a-44dd-b3f4-0ff5f94d67a7,af62a8f0-7bc5-433c-8de1-36eddeb1fe6c,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,1,1
