psu_id,case_id,psu_form_factor,psu_length,psu_wattage,psu_efficiency,case_psu_clearance,case_supported_psu,psu_form_factor_match,psu_length_ok,label
1e1c5767-dc5a-4a2d-abf3-9f611d29ba54,a00aa6fd-61a1-41a7-a259-debd7cdb7cf4,ATX,200.0,2000.0,80+ PLATINUM,220.0,ATX | SFX | SFX-L,1,1,1
3e2b1992-3c5f-4d66-ac9a-a9fb9f8c57bb,710aa4bc-84c4-4176-8d3f-287d510cbb63,SFX,100.0,850.0,80+ PLATINUM,223.0,ATX,0,1,0
f9edc017-5a90-4648-89e6-27bba6d4e223,55b94e26-2495-4727-acff-6ac025396bcd,ATX,225.0,1500.0,80+ TITANIUM,200.0,ATX,1,0,0
fb2a633d-045f-4faa-ae3e-2729e35f2ec4,d1c4ea4c-7e63-4086-951c-2a28ee297da7,ATX,140.0,850.0,80+ GOLD,200.0,ATX,1,1,1
1cbbb5bb-dd71-4fef-8cb2-2271aa21b85f,9bb5bd48-6564-4a15-bb8a-7d164f88ee49,ATX,150.0,1200.0,80+ PLATINUM,,Flex ATX,0,1,0
72496fd9-978c-4687-9bd2-07e63b189520,9b794a26-bde0-476e-81fe-ca80cae11738,SFX,100.0,550.0,80+ GOLD,223.0,ATX,0,1,0
a12e6bfd-24b5-4391-a2f2-ca00a671fe6d,5e00115c-0c9a-41f6-9714-d10d20bc81ce,SFX,100.0,1000.0,80+ PLATINUM,,ATX,0,1,0
a813f887-57e9-4e27-a4ed-53246ea6a309,e6e3d555-041f-4426-b669-cdece8799809,ATX,140.0,500.0,80+,180.0,ATX,1,1,1
c2a63266-32d1-4cea-b844-59da3ffbd296,d21655d9-9b38-472c-9208-4c1e93381183,ATX,140.0,850.0,80+ PLATINUM,220.0,ATX,1,1,1
84cbad14-8686-4e58-aeee-b6cfb6e88e81,d8386c8a-21c4-4479-9020-4bab37846013,ATX,175.0,1200.0,80+,,SFX | SFX-L,0,1,0
b4209a89-d7ca-445d-a2e5-77cb16478aa8,5509f5a5-44e2-4693-8824-9a016a48e197,ATX,140.0,600.0,80+ BRONZE,220.0,ATX,1,1,1
5badfc19-360b-4fba-b5da-d3bba1eb5d99,51f73554-bf24-4a1f-bd6d-85936a4770dc,ATX,160.0,650.0,80+ BRONZE,,ATX,1,1,1
055aa4ba-5edb-410b-ae88-10c0aad9659b,691cade7-28ae-4b98-93ed-f95766f3f0a6,ATX,165.0,650.0,80+ GOLD,223.0,ATX,1,1,1
bd5fdd1e-a85b-42fd-b932-deacf5e57bbc,7453d50f-f6f1-4400-9a50-174d8346eef7,ATX,,900.0,80+ GOLD,200.0,ATX,1,1,1
7a4b1414-64ed-4883-8b28-e68ecb38a6c9,96c9c755-93db-49b5-8d4c-e3c5a9dcf77c,ATX,150.0,1250.0,80+ GOLD,200.0,ATX,1,1,1
626e6ac4-ea79-4ab8-82f0-050858cc8326,d8386c8a-21c4-4479-9020-4bab37846013,ATX,,650.0,80+ BRONZE,,SFX | SFX-L,0,1,0
e201bc34-b84c-4233-a8c8-c16458586a5d,d8386c8a-21c4-4479-9020-4bab37846013,ATX,160.0,520.0,80+ BRONZE,,SFX | SFX-L,0,1,0
dccfd7f5-bf9f-4a7a-8a03-0f60374195f5,d8386c8a-21c4-4479-9020-4bab37846013,ATX,140.0,600.0,80+ BRONZE,,SFX | SFX-L,0,1,0
136d97d6-1d63-4811-aba5-299dbf4bac7f,3cf043a7-3fa1-41c9-a24c-0bbf3f4db1a7,ATX,165.0,1100.0,80+ GOLD,220.0,ATX,1,1,1
7938e58c-5296-42d4-b5cb-deaf024fcdf1,11e609ff-a638-4e8b-856b-2eb116615667,ATX,160.0,750.0,80+ GOLD,,SFX | SFX-L,0,1,0
114be9e9-9844-474b-9551-77df440a6153,bd74c68b-337a-4aa3-acb1-a89a4ea6ef1c,SFX,100.0,750.0,80+ GOLD,,ATX,0,1,0
32e75fc3-fdae-445b-9142-b9078e490434,f2ab11ba-3c37-4c50-a028-7683e0ee258d,SFX,100.0,550.0,80+ GOLD,220.0,ATX,0,1,0
fbcc7ad9-aac6-4388-b6cb-beb25d16b3fe,81721d18-7067-4bde-8b98-0f9c8cb25af9,ATX,140.0,850.0,80+ GOLD,,SFX | SFX-L,0,1,0
ed7fea8f-2ae8-4acd-ae48-72f2562b31b5,42d47c5a-8e21-4da9-ba4e-ea55290ce616,ATX,142.0,550.0,80+ GOLD,,ATX,1,1,1
ed0e0630-80ab-4b68-871b-a9637ed585a5,a665c556-dbb3-47bf-afa6-a561d66c6f0f,SFX,100.0,850.0,80+ GOLD,250.0,ATX,0,1,0
84cbad14-8686-4e58-aeee-b6cfb6e88e81,13890e42-7d80-43db-9ef8-4b65b9c13276,ATX,175.0,1200.0,80+,160.0,ATX,1,0,0
87e7e5d9-10a1-472d-a8ed-bb9fe765fcf7,4b307959-2767-4a04-baf3-d9213293d320,Flex ATX,152.0,500.0,80+ SILVER,,ATX,0,1,0
6a8ff85b-f641-4b5e-b375-651357493d52,51c2e82d-01c1-47b9-9c6d-5798a19ff6bd,ATX,160.0,550.0,80+ BRONZE,200.0,ATX,1,1,1
474917ad-27e2-4115-ad6c-fd344edb3ec5,d8386c8a-21c4-4479-9020-4bab37846013,ATX,140.0,1050.0,80+ GOLD,,SFX | SFX-L,0,1,0
c3506309-120a-4771-9046-4d021134cac7,9633a11e-b237-4a7b-b500-937b20008dbe,ATX,140.0,850.0,80+ BRONZE,220.0,ATX,1,1,1
509ec8cd-9da2-4d28-ab0d-3bdcb70b8fe6,e19f2f10-a072-4360-b592-14c1edf6c49f,ATX,139.0,550.0,80+ BRONZE,,ATX,1,1,1
641b9b98-331d-4bdb-a50a-0494a6ddaa9b,11e609ff-a638-4e8b-856b-2eb116615667,ATX,160.0,650.0,80+ BRONZE,,SFX | SFX-L,0,1,0
452f9214-31d2-4a71-9925-c87df953cd85,842d8d1a-e71a-46be-b7e8-e96617882044,Mini-ITX,150.0,200.0,,,ATX,0,1,0
452f9214-31d2-4a71-9925-c87df953cd85,1bd48682-e6ca-41a0-b07d-4c785f380acb,Mini-ITX,150.0,200.0,,220.0,ATX,0,1,0
42965e63-c054-4d23-a0d1-31468bb39456,b4c6cd1c-22f8-4268-b8fc-17e120fac5d9,ATX,170.0,1000.0,80+ GOLD,200.0,ATX,1,1,1
1bcfba0c-5dd4-42b9-b078-37fec565dbdf,f130958a-c06d-4773-8f16-8326ccd1799a,ATX,150.0,650.0,80+ GOLD,,ATX,1,1,1
ecd7407a-a45e-4f07-9ae4-6ffa48e52dfd,03ba5c32-d37c-424d-a122-10a66cec4179,ATX,178.0,1650.0,80+ GOLD,,SFX | SFX-L,0,1,0
64fecaec-e37f-480a-b248-ea4cab173001,1c2b21fc-ea2f-4803-ac59-83305a2442fc,ATX,165.0,600.0,80+ PLATINUM,223.0,ATX,1,1,1
a044276b-cd4c-421f-847e-8394b6cfcb34,fd263975-75c0-473d-964c-71b1df4ad722,ATX,160.0,600.0,80+ BRONZE,180.0,ATX,1,1,1
f061161c-6f67-4890-854c-cddf344df50a,3cf043a7-3fa1-41c9-a24c-0bbf3f4db1a7,ATX,140.0,650.0,80+ SILVER,220.0,ATX,1,1,1
337737d6-580b-4ce4-93b5-37b249b58544,948b8007-fa96-47ee-aae1-b30ca6758058,SFX,100.0,450.0,80+ BRONZE,160.0,ATX,0,1,0
95ff4299-077c-414e-8c32-b6eee0bb7dff,9633a11e-b237-4a7b-b500-937b20008dbe,ATX,180.0,1050.0,80+ PLATINUM,220.0,ATX,1,1,1
ba05705a-aa72-4683-84c3-41f32f55f437,54bc84f1-7b59-42b5-8719-dda673514c54,ATX,160.0,1000.0,80+ GOLD,182.0,ATX,1,1,1
2be54268-6b62-4c3d-9e98-7ca350e208bc,691766a4-9674-4218-8b06-f6dd44ed95bb,ATX,160.0,850.0,80+ GOLD,,ATX,1,1,1
0a88d240-2559-44fb-bf72-3e43885512da,b4d77dab-cb42-4348-8206-e4fd473e34ca,ATX,140.0,850.0,80+ GOLD,,ATX,1,1,1
ab8a4fcb-bf37-4c54-916d-eb57176b4a00,faf380e2-a1ce-4442-ad9e-161f70c64d35,TFX,175.0,700.0,80+ GOLD,180.0,ATX,0,1,0
a93cf323-241b-4580-be00-2dce162efb33,81721d18-7067-4bde-8b98-0f9c8cb25af9,ATX,177.0,850.0,80+ GOLD,,SFX | SFX-L,0,1,0
0eac0a9c-a034-419d-9ba9-47b2365a39f2,9633a11e-b237-4a7b-b500-937b20008dbe,ATX,140.0,850.0,80+ GOLD,220.0,ATX,1,1,1
e61d6bc8-c2ef-4021-a40b-6329b234b8b7,2786f0a9-0b2c-410a-84a4-446c68479872,Flex ATX,150.0,400.0,80+ BRONZE,223.0,ATX,0,1,0
83f35e01-3521-45a5-9110-d1cb47a0da68,1c24fb75-b2a5-40bb-91dc-33031c9035a9,ATX,140.0,750.0,80+ GOLD,,ATX,1,1,1
242ebcc2-1946-423f-9440-ef67f430ed8a,bd22ec2e-6668-41e1-85c6-1305c6c7100a,ATX,140.0,630.0,80+,160.0,ATX,1,1,1
4854d1ab-34a1-4a1c-a2b0-0665d8897bed,03ba5c32-d37c-424d-a122-10a66cec4179,ATX,200.0,1250.0,80+ TITANIUM,,SFX | SFX-L,0,1,0
5be244a7-a982-4e89-bfd9-98ef37bd84ca,2ca8aecb-0f6e-4941-87f2-2f584a5a046a,ATX,,300.0,,180.0,ATX,1,1,1
723b0c27-fe3e-4a7a-8556-30763d3d05bf,5509f5a5-44e2-4693-8824-9a016a48e197,ATX,160.0,650.0,80+ GOLD,220.0,ATX,1,1,1
8e100795-68ee-4cc2-bbc2-0ed4c7d211d1,396af85d-f126-4894-92a5-4cb49946d05e,SFX-L,125.0,500.0,80+ GOLD,170.0,ATX,0,1,0
35f80a25-c96c-44d9-a77b-a77f58640fec,e19f2f10-a072-4360-b592-14c1edf6c49f,ATX,140.0,850.0,80+ GOLD,,ATX,1,1,1
6584918b-be77-4dc1-9d52-b4e05d1fcfac,d9f40ae5-b61c-40e4-8de2-e259d68bf4ff,ATX,190.0,1000.0,80+ GOLD,220.0,ATX,1,1,1
3b6e8411-60e0-4fc9-9d79-0488fa1cd962,e6e3d555-041f-4426-b669-cdece8799809,SFX,130.0,1200.0,,180.0,ATX,0,1,0
56e95990-ed6e-4891-8a34-1c76f3af6230,e6e3d555-041f-4426-b669-cdece8799809,ATX,165.0,1000.0,,180.0,ATX,1,1,1
9cc74cd7-1f3d-44ec-8c24-51b4fb07be54,9fadd423-7e08-4348-a3cd-d08c3a8f017e,ATX,160.0,750.0,80+ BRONZE,,ATX,1,1,1
7a344679-4162-42ac-bbd7-255ccaf22896,a94dbf7d-13a8-4454-8dd2-8570bb1bc56c,ATX,210.0,1600.0,80+ PLATINUM,200.0,ATX,1,0,0
59c00cd8-3b51-4a68-90bd-fb86067d5e19,03ba5c32-d37c-424d-a122-10a66cec4179,ATX,145.0,450.0,80+ GOLD,,SFX | SFX-L,0,1,0
99c50655-ab43-487e-9488-dcdec8878911,75b8fa59-986c-4cbc-9dcc-c6574428233c,ATX,160.0,450.0,80+ BRONZE,220.0,ATX,1,1,1
ee5a886a-20c3-4173-b9e3-93ebdf1ea1bb,7c3451cf-80fc-4040-a23a-a83bdb494606,SFX,100.0,750.0,80+ GOLD,180.0,ATX,0,1,0
5b7c14bc-1df9-4975-b854-e67c0df70e14,bd22ec2e-6668-41e1-85c6-1305c6c7100a,ATX,175.0,1000.0,80+ TITANIUM,160.0,ATX,1,0,0
3bd23819-daaa-4e7e-bbd4-42ec09564066,691766a4-9674-4218-8b06-f6dd44ed95bb,ATX,150.0,850.0,80+ GOLD,,ATX,1,1,1
eca128e2-acb8-4d90-a1a7-bc7a471ad622,326f9210-993f-427f-8ee9-d5d9396878c6,SFX,126.0,1000.0,80+ GOLD,,ATX,0,1,0
e3c588c2-d452-4700-b8b8-1ca5397f1eb9,f9f1cc90-f28a-4d3c-b98b-45b03037008e,SFX,130.0,500.0,80+ GOLD,220.0,ATX,0,1,0
cb87f914-d095-4b9b-81e8-c05bb36c8ad0,38e47072-dd15-40c5-b299-d1b90c7f597c,ATX,160.0,675.0,,,ATX,1,1,1
4ee1f559-1034-43ec-91e9-424ee72500a1,517f12f3-4679-4d13-8832-0fcd2c2a40ea,ATX,160.0,1200.0,80+ GOLD,,ATX,1,1,1
37323b4c-a9b9-4adc-b1c1-bea3d3a02bb5,948b8007-fa96-47ee-aae1-b30ca6758058,ATX,165.0,800.0,80+ BRONZE,160.0,ATX,1,0,0
6f176fa7-93a8-4caf-8013-6fbf75341fb4,d8386c8a-21c4-4479-9020-4bab37846013,ATX,176.0,1000.0,80+ GOLD,,SFX | SFX-L,0,1,0
a9e060fa-8e95-4186-be67-3507b9434bab,b1e0b4f0-0522-443b-94a2-309f67623bb7,ATX,140.0,500.0,,200.0,ATX,1,1,1
39b39ddb-7b96-4d84-999f-1686b2523bfc,326f9210-993f-427f-8ee9-d5d9396878c6,SFX,100.0,850.0,80+ PLATINUM,,ATX,0,1,0
58d1703c-bb94-406f-8ac1-7adc476371da,0d5d063d-ad04-49dc-8ecc-fd979d2b2ecc,ATX,200.0,1200.0,80+ PLATINUM,180.0,ATX,1,0,0
a740cee9-1265-4f0d-b7f4-bcdb5f21162d,03ba5c32-d37c-424d-a122-10a66cec4179,ATX,165.0,580.0,,,SFX | SFX-L,0,1,0
dd7d4dd5-dca5-4218-8291-38182d8cfe23,2da4df71-b3a3-412a-b67c-d30f84c77d91,ATX,139.0,650.0,80+ BRONZE,200.0,ATX,1,1,1
cff4735e-7a45-40ab-a5e7-2a6acb6662e3,7ebdb849-a8df-466f-883a-bb82ac197aaa,SFX,100.0,250.0,,,ATX,0,1,0
a8e3d0d9-fcf9-4e81-83c1-ea8e747cfac6,a94dbf7d-13a8-4454-8dd2-8570bb1bc56c,SFX,100.0,850.0,,200.0,ATX,0,1,0
c7b5a915-1d5a-47ac-bfaa-4f08861966bb,924ccee8-981d-4472-b71a-eb9744319c54,TFX,175.0,300.0,,,ATX,0,1,0
36ef9adf-fe96-4588-b04b-13d0ad13ee80,d0bfd715-d436-4e52-ae4e-883ff71969fa,ATX,140.0,1050.0,80+ GOLD,220.0,ATX,1,1,1
80c2c659-b370-44a5-8cbf-35a3d5e30ea6,9bb5bd48-6564-4a15-bb8a-7d164f88ee49,ATX,190.0,1000.0,80+ PLATINUM,,Flex ATX,0,1,0
0e920c68-2f9e-465d-8818-ab335feeca84,dc33af89-64db-4688-b314-fb26c107dc04,TFX,175.0,300.0,80+ BRONZE,200.0,ATX,0,1,0
b501caa3-053b-4633-be18-6fd8b14ae99a,842d8d1a-e71a-46be-b7e8-e96617882044,ATX,160.0,600.0,80+ GOLD,,ATX,1,1,1
7225d11a-a1b0-46cc-b9e2-958a44ac2b4f,b262881a-8595-43df-a786-337394aed5e3,ATX,150.0,1250.0,80+ GOLD,,ATX,1,1,1
5db5dd7d-ee97-4741-82b8-8b17f7af0ba0,5ad972c0-3f07-434f-8b44-07d8a6117ac0,ATX,200.0,1200.0,80+ PLATINUM,220.0,ATX,1,1,1
37cafcad-23ec-4dc2-945a-15ebfaf516b0,f9f1cc90-f28a-4d3c-b98b-45b03037008e,ATX,140.0,650.0,80+ BRONZE,220.0,ATX,1,1,1
4cfe0afb-960f-49de-bef0-91376aa855ae,faf380e2-a1ce-4442-ad9e-161f70c64d35,ATX,230.0,1800.0,80+ GOLD,180.0,ATX,1,0,0
bcd5ee79-9e2d-48f1-a8bd-9c102626b37e,bd22ec2e-6668-41e1-85c6-1305c6c7100a,ATX,165.0,550.0,80+ BRONZE,160.0,ATX,1,0,0
e6e9d4b6-b321-4708-9d1d-5483f579c090,b097da10-4442-4d31-a7e1-fbf7a1b2a477,SFX,100.0,750.0,80+ GOLD,180.0,ATX,0,1,0
90973b59-d4a4-4729-b160-4e7a7628a6f3,11e609ff-a638-4e8b-856b-2eb116615667,ATX,140.0,400.0,80+,,SFX | SFX-L,0,1,0
0b6ae5ec-276e-4bad-bee8-346405bc3bb6,b097da10-4442-4d31-a7e1-fbf7a1b2a477,ATX,199.0,1375.0,80+ GOLD,180.0,ATX,1,0,0
8944c3c9-78fb-44da-8374-9bdb8b60bcff,f71318da-b9dd-4800-954c-076c56958762,SFX,100.0,450.0,80+ GOLD,200.0,ATX,0,1,0
19674ed8-14cb-4931-9506-6fe600ab8bf8,28268a82-fbba-4405-b1b3-651b0e867d13,ATX,140.0,750.0,,,ATX,1,1,1
333c9ca4-2f74-4b7d-8eae-8cc54894209c,537c48e2-b6d1-4f7c-b3ca-0b3892509dc4,ATX,140.0,550.0,80+ BRONZE,,ATX,1,1,1
dccfd7f5-bf9f-4a7a-8a03-0f60374195f5,03ba5c32-d37c-424d-a122-10a66cec4179,ATX,140.0,600.0,80+ BRONZE,,SFX | SFX-L,0,1,0
1340b513-2c0d-4db0-82d2-b3f38a91f1ff,239bbf73-b1e0-4450-b5c1-6d5d13e7cc04,ATX,139.0,500.0,80+ BRONZE,182.0,ATX,1,1,1
2b7a2893-6d62-42b2-83f6-fa4583f165b2,d8386c8a-21c4-4479-9020-4bab37846013,ATX,200.0,1300.0,80+ PLATINUM,,SFX | SFX-L,0,1,0
3a8d1a2c-7aaa-4b3c-bab5-29d42b6cd954,e19caca6-15c5-435e-9285-1a4b4698239a,ATX,140.0,550.0,80+,182.0,ATX,1,1,1
79378de4-85fd-492a-b427-cbd94cd06b8b,51c2e82d-01c1-47b9-9c6d-5798a19ff6bd,ATX,150.0,550.0,80+ GOLD,200.0,ATX,1,1,1
91a91eb1-0ea3-4a01-9e88-e54b5fa93a66,090334a6-3c7c-42e6-9b7c-901b9781f7cd,ATX,160.0,850.0,80+ GOLD,220.0,ATX,1,1,1
fb06a074-d3e1-4240-b927-c537ebc70aae,b262881a-8595-43df-a786-337394aed5e3,SFX,100.0,650.0,80+ GOLD,,ATX,0,1,0
f69e9b9f-4afa-4dab-b7db-08443140ef10,81721d18-7067-4bde-8b98-0f9c8cb25af9,ATX,180.0,850.0,80+ GOLD,,SFX | SFX-L,0,1,0
647f6327-17f1-4678-ab2b-e73fcf111c1a,b1e0b4f0-0522-443b-94a2-309f67623bb7,ATX,170.0,750.0,80+ BRONZE,200.0,ATX,1,1,1
33d7dfe4-8d74-4b04-9d06-872bdaafa639,e6e3d555-041f-4426-b669-cdece8799809,ATX,140.0,500.0,80+ BRONZE,180.0,ATX,1,1,1
fefeafca-fee5-470f-b013-ae14b51a1669,e19caca6-15c5-435e-9285-1a4b4698239a,ATX,140.0,750.0,80+ SILVER,182.0,ATX,1,1,1
cd89fd83-3211-4c64-9d87-b5c4d673462a,a665c556-dbb3-47bf-afa6-a561d66c6f0f,ATX/EPS,140.0,650.0,80+ GOLD,250.0,ATX,0,1,0
59c2a311-e16c-4bfb-b64b-9dc3e6e7e041,e519477a-b9ff-42f0-833a-21db0890e33a,ATX,140.0,650.0,80+ PLATINUM,220.0,ATX,1,1,1
aab58647-631a-413a-97f7-0f2db3eb26e3,0a4e3be9-0866-411f-a1be-dcb4055b767e,ATX,160.0,750.0,80+ GOLD,,ATX,1,1,1
8de8e34a-e1ab-4a85-b48d-a356934bfa09,28268a82-fbba-4405-b1b3-651b0e867d13,ATX,150.0,800.0,,,ATX,1,1,1
166c79fd-547f-4d38-a6ff-1e215d1a3764,a94dbf7d-13a8-4454-8dd2-8570bb1bc56c,ATX,180.0,1050.0,80+ GOLD,200.0,ATX,1,1,1
39d30ffb-6c35-41ee-a6a4-b651f1313363,0a4e3be9-0866-411f-a1be-dcb4055b767e,ATX,140.0,850.0,80+ GOLD,,ATX,1,1,1
c5109e67-8757-4050-b5a5-531e3c170cb9,de186213-df2d-445e-a57a-26bdcde3e997,ATX,175.0,1200.0,80+ TITANIUM,200.0,ATX,1,1,1
5f5b745b-870a-40d6-882b-96df63b79d55,c1929670-8da8-4ecf-a40c-2e3116279251,ATX,140.0,750.0,80+ GOLD,180.0,ATX,1,1,1
6266f680-756e-4971-a398-11e6b9d2a645,11e609ff-a638-4e8b-856b-2eb116615667,ATX,140.0,850.0,80+ GOLD,,SFX | SFX-L,0,1,0
dc839ab8-57fd-423f-b817-340e926cecb0,51b2027c-caff-483f-9398-25f2b30cd0d9,ATX,160.0,650.0,80+ GOLD,,SFX | SFX-L,0,1,0
ed122f27-0af4-4fc5-9ff4-64e88f501b84,2786f0a9-0b2c-410a-84a4-446c68479872,ATX,180.0,1200.0,80+ PLATINUM,223.0,ATX,1,1,1
cd89fd83-3211-4c64-9d87-b5c4d673462a,9fadd423-7e08-4348-a3cd-d08c3a8f017e,ATX/EPS,140.0,650.0,80+ GOLD,,ATX,0,1,0
c4e62eeb-9874-436c-81af-af5a7d17b410,abf2c632-f2b2-4930-85b2-832f5a292234,ATX,170.0,850.0,80+ GOLD,180.0,ATX,1,1,1
909dcf4e-9186-4903-9ef2-430387b61687,7a2d74b0-4454-4e38-a7cc-5a0c5414eda2,ATX,163.0,520.0,80+ BRONZE,220.0,ATX,1,1,1
b916e8e4-3a27-4fe3-b823-2a384911021a,b4c6cd1c-22f8-4268-b8fc-17e120fac5d9,ATX,,850.0,80+ BRONZE,200.0,ATX,1,1,1
e269b1f4-3093-41bc-b44d-a390013b0908,c367e788-8d65-4083-870a-18d7ad974525,ATX,140.0,750.0,80+ GOLD,,ATX,1,1,1
7a344679-4162-42ac-bbd7-255ccaf22896,3dabc329-0636-405b-875b-142f36f7a81b,ATX,210.0,1600.0,80+ PLATINUM,180.0,ATX,1,0,0
987d8042-f749-455b-96a1-8b95d9d0daf1,c0bdc85e-bd7e-4a1d-8e78-d1e0888bb174,ATX,165.0,550.0,80+ BRONZE,240.0,ATX,1,1,1
e21a2a17-bcd4-465f-b209-ade24bd4ed9e,517f12f3-4679-4d13-8832-0fcd2c2a40ea,ATX,140.0,450.0,80+ BRONZE,,ATX,1,1,1
fa289e6f-b102-4b2d-9d0b-01152ef7f9b9,5b25813a-9cbb-4057-af09-b4b97fcfbd1f,ATX,140.0,1200.0,80+ PLATINUM,240.0,ATX,1,1,1
e3d7d286-efd5-4aa1-b7c2-78177d46c5d3,948b8007-fa96-47ee-aae1-b30ca6758058,ATX,140.0,650.0,80+ GOLD,160.0,ATX,1,1,1
5174c683-aa00-49d9-9462-c947167f6cb8,abd24b5b-e507-4dec-b472-369f9333a401,SFX,100.0,300.0,80+ BRONZE,220.0,ATX,0,1,0
b787a2f8-fce2-439b-b1b4-c0c9086fc260,a46a072e-5bb7-49bd-bea7-4c1d9baa570d,ATX,140.0,700.0,80+ GOLD,180.0,ATX,1,1,1
60304141-ea84-4053-b0c9-c71fc5ec56e7,3dabc329-0636-405b-875b-142f36f7a81b,ATX,165.0,800.0,80+ BRONZE,180.0,ATX,1,1,1
35c65eab-d2ca-4336-996b-75391279c330,1bca2574-b9d8-491a-8f3c-02310ec2a557,ATX,140.0,700.0,80+ BRONZE,223.0,ATX,1,1,1
62eed77b-f107-43e1-9262-6a673c16b000,5ad972c0-3f07-434f-8b44-07d8a6117ac0,ATX,150.0,750.0,80+ GOLD,220.0,ATX,1,1,1
5e0cedfb-de5d-464c-bde7-56c8ded73d30,9657fefe-89ae-4745-8e55-819f13e2ecda,ATX,150.0,750.0,80+ GOLD,210.0,ATX,1,1,1
641dfcd9-0b55-4567-8387-4664ccae9f24,ec96cfae-5081-4cdf-a0ec-48731e0fefa8,Flex ATX,150.0,500.0,80+ PLATINUM,220.0,ATX,0,1,0
d9e9717e-8c40-4afc-9d0e-4bde2e744e6d,9bb5bd48-6564-4a15-bb8a-7d164f88ee49,ATX,160.0,750.0,80+ BRONZE,,Flex ATX,0,1,0
8119d1d6-1bed-4cb3-9b8a-7dbe5a7850ef,f130958a-c06d-4773-8f16-8326ccd1799a,SFX,100.0,300.0,80+ BRONZE,,ATX,0,1,0
5723071b-61f9-4189-b468-0a8f5d57e7f7,397a6df3-efca-4fc5-b81f-29c878a9f283,TFX,,300.0,80+ BRONZE,,ATX,0,1,0
84fc5a14-4153-4677-a80c-a80bce7502d8,b4c6cd1c-22f8-4268-b8fc-17e120fac5d9,ATX,225.0,1500.0,80+ TITANIUM,200.0,ATX,1,0,0
fe7e4ebf-877e-42d1-9f18-9b19a1ddafed,f71318da-b9dd-4800-954c-076c56958762,SFX,100.0,450.0,80+ BRONZE,200.0,ATX,0,1,0
92127481-3b62-46bf-95d8-cf0eeeb14601,08f83f40-7f0f-4c64-a208-c7f516f1efcf,ATX,150.0,750.0,80+ GOLD,210.0,ATX,1,1,1
ff1ddebd-c1df-4f65-a034-f8bbeb8bead0,d1c4ea4c-7e63-4086-951c-2a28ee297da7,ATX,160.0,1000.0,80+ GOLD,200.0,ATX,1,1,1
eb263daf-5143-48e6-8bf0-91fc9fc701ac,11e609ff-a638-4e8b-856b-2eb116615667,ATX,140.0,1000.0,80+ GOLD,,SFX | SFX-L,0,1,0
29919e88-d216-43ab-b7fd-a8c1aa0906c7,51c2e82d-01c1-47b9-9c6d-5798a19ff6bd,ATX,160.0,660.0,80+ GOLD,200.0,ATX,1,1,1
61a0f19b-8258-4b22-a50e-05bf0ccb9a7a,3cf043a7-3fa1-41c9-a24c-0bbf3f4db1a7,ATX,190.0,1200.0,80+ PLATINUM,220.0,ATX,1,1,1
054547e6-8bc0-4cd4-b31c-6838011c98c1,090334a6-3c7c-42e6-9b7c-901b9781f7cd,ATX,139.0,500.0,80+ BRONZE,220.0,ATX,1,1,1
65257a65-9b6b-4be2-b17e-28192203fb5d,96c9c755-93db-49b5-8d4c-e3c5a9dcf77c,ATX,150.0,700.0,80+ BRONZE,200.0,ATX,1,1,1
94f4cd75-b12f-4de3-9e7b-eb02c8c17658,81721d18-7067-4bde-8b98-0f9c8cb25af9,ATX,140.0,600.0,80+ BRONZE,,SFX | SFX-L,0,1,0
008ee093-e56f-481e-bba9-2215952a7965,e6e3d555-041f-4426-b669-cdece8799809,ATX,142.0,650.0,,180.0,ATX,1,1,1
c4e62eeb-9874-436c-81af-af5a7d17b410,1c2b21fc-ea2f-4803-ac59-83305a2442fc,ATX,170.0,850.0,80+ GOLD,223.0,ATX,1,1,1
fc13f8a1-4909-43ba-97a5-e9a26dff355b,cee29e22-2c45-4d28-9768-10243278541c,ATX,140.0,450.0,80+ GOLD,160.0,ATX,1,1,1
20fa234c-449b-4ca8-ab94-1d224d4ce5cd,1bd48682-e6ca-41a0-b07d-4c785f380acb,ATX,160.0,550.0,80+ BRONZE,220.0,ATX,1,1,1
17bd37dc-dd71-4a09-ae48-6bdbdac55af9,faf380e2-a1ce-4442-ad9e-161f70c64d35,ATX,165.0,1000.0,80+ GOLD,180.0,ATX,1,1,1
29e79d79-1d20-4ae1-8fdf-a482796704a7,f9918e12-bbd5-4d30-97c7-2a3275954714,ATX,218.0,1500.0,80+ SILVER,180.0,ATX,1,0,0
66d1d46c-c823-4df1-a801-8eda5cbf45e6,0166a285-c025-4fef-868b-251a8ca785b0,ATX,150.0,750.0,80+ GOLD,,ATX,1,1,1
c22f93b5-efed-41f1-9eb7-738a88cdf18f,7ebdb849-a8df-466f-883a-bb82ac197aaa,ATX,170.0,850.0,80+ TITANIUM,,ATX,1,1,1
641dfcd9-0b55-4567-8387-4664ccae9f24,51f73554-bf24-4a1f-bd6d-85936a4770dc,Flex ATX,150.0,500.0,80+ PLATINUM,,ATX,0,1,0
3b6e8411-60e0-4fc9-9d79-0488fa1cd962,d376a58d-c9f6-43a8-a79f-c9a750a76310,SFX,130.0,1200.0,,160.0,ATX,0,1,0
4920b8c4-8055-4f85-8d57-0db878da5e4f,49304391-cb2d-4357-8684-5a87f874b30b,ATX,170.0,1000.0,80+ PLATINUM,200.0,ATX,1,1,1
