gpu_memory,gpu_memory_type,gpu_tdp,gpu_length,gpu_slot_width,case_gpu_clearance,case_form_factor,length_difference,label
1.0,DDR3,19.0,147.0,1.0,330.0,Micro ATX Mini Tower,183.0,1
8.0,GDDR7,145.0,281.0,2.0,412.0,ATX Mid Tower,131.0,1
8.0,GDDR6,250.0,286.0,3.0,350.0,ATX Mid Tower,64.0,1
8.0,GDDR6X,310.0,318.0,3.0,375.0,ATX Mid Tower,57.0,1
8.0,GDDR5,185.0,270.0,2.0,410.0,ATX Mid Tower,140.0,1
6.0,GDDR5,120.0,252.0,2.0,380.0,ATX Mid Tower,128.0,1
12.0,GDDR6X,350.0,305.0,3.0,286.0,Micro ATX Mini Tower,-19.0,0
8.0,GDDR6,132.0,269.0,2.05,435.0,ATX Mid Tower,166.0,1
24.0,GDDR6X,450.0,322.0,3.0,330.0,ATX Mid Tower,8.0,1
16.0,GDDR7,180.0,204.0,3.0,400.0,ATX Mid Tower,196.0,1
16.0,GDDR6,263.0,335.0,2.5,450.0,ATX Mid Tower,115.0,1
6.0,GDDR6,125.0,179.0,2.0,175.0,HTPC,-4.0,0
24.0,GDDR6X,450.0,300.0,4.0,420.0,ATX Mid Tower,120.0,1
16.0,GDDR7,360.0,357.0,3.5,335.0,ATX Full Tower,-22.0,0
8.0,GDDR6,200.0,256.0,2.0,195.0,Micro ATX Mini Tower,-61.0,0
8.0,GDDR6,115.0,299.0,3.0,260.0,Micro ATX Desktop,-39.0,0
8.0,GDDR6,200.0,242.0,2.0,460.0,ATX Mid Tower,218.0,1
16.0,GDDR7,300.0,300.0,2.0,410.0,ATX Mid Tower,110.0,1
16.0,GDDR7,360.0,357.6,3.8,315.0,Micro ATX Mini Tower,-42.6,0
16.0,GDDR6,304.0,350.0,3.5,344.0,ATX Full Tower,-6.0,0
16.0,GDDR6,304.0,330.0,3.0,300.0,ATX Mid Tower,-30.0,0
8.0,GDDR5,185.0,241.0,2.0,385.0,ATX Full Tower,144.0,1
8.0,GDDR6,241.0,254.0,2.0,241.0,ATX Mid Tower,-13.0,0
8.0,GDDR6,130.0,224.0,2.0,320.0,Mini ITX Tower,96.0,1
8.0,GDDR5,180.0,270.0,3.0,400.0,Micro ATX Mini Tower,130.0,1
6.0,GDDR5,120.0,267.0,2.0,360.0,ATX Mid Tower,93.0,1
16.0,GDDR6X,285.0,308.0,3.0,305.0,ATX Mid Tower,-3.0,0
6.0,GDDR6,150.0,283.0,3.0,380.0,ATX Mid Tower,97.0,1
8.0,GDDR6,165.0,227.0,3.0,432.0,ATX Mid Tower,205.0,1
24.0,GDDR6X,450.0,336.0,4.0,300.0,Micro ATX Mini Tower,-36.0,0
8.0,GDDR6,180.0,267.0,2.0,440.0,ATX Full Tower,173.0,1
12.0,GDDR7,250.0,332.0,3.0,430.0,ATX Mid Tower,98.0,1
12.0,GDDR7,250.0,291.9,2.0,450.0,ATX Mid Tower,158.1,1
6.0,GDDR6,160.0,235.0,2.0,400.0,ATX Mid Tower,165.0,1
8.0,GDDR5,150.0,267.0,2.0,250.0,Micro ATX Desktop,-17.0,0
12.0,GDDR6,170.0,275.0,3.0,270.0,ATX Mid Tower,-5.0,0
8.0,GDDR6,220.0,286.0,2.55,405.0,ATX Mid Tower,119.0,1
12.0,GDDR6X,285.0,337.0,3.0,230.0,ATX Mid Tower,-107.0,0
4.0,GDDR5,75.0,265.0,2.0,251.0,Micro ATX Desktop,-14.0,0
8.0,GDDR6,250.0,302.0,3.0,254.0,Mini ITX Tower,-48.0,0
16.0,GDDR6,304.0,340.0,4.0,330.0,ATX Mid Tower,-10.0,0
8.0,GDDR6X,265.0,323.0,3.0,319.0,Micro ATX Mid Tower,-4.0,0
12.0,GDDR6,230.0,322.0,3.0,422.0,ATX Mid Tower,100.0,1
12.0,GDDR7,250.0,242.0,2.0,319.0,Micro ATX Mini Tower,77.0,1
12.0,GDDR6X,200.0,228.0,2.5,365.0,ATX Mid Tower,137.0,1
6.0,GDDR6,125.0,190.0,3.0,330.0,EATX Mid Tower,140.0,1
4.0,GDDR5,250.0,287.0,2.0,360.0,ATX Full Tower,73.0,1
32.0,GDDR7,575.0,357.6,3.8,290.0,EATX Mid Tower,-67.6,0
8.0,GDDR7,145.0,292.0,2.0,290.0,Mini ITX Tower,-2.0,0
16.0,GDDR7,300.0,338.0,3.0,345.0,Micro ATX Mini Tower,7.0,1
16.0,GDDR6,160.0,270.0,2.0,267.0,Mini ITX Tower,-3.0,0
24.0,GDDR6X,450.0,358.0,4.0,300.0,ATX Mid Tower,-58.0,0
16.0,GDDR6X,320.0,329.0,4.0,360.0,ATX Mid Tower,31.0,1
2.0,GDDR5,170.0,241.0,2.0,355.0,Micro ATX Mini Tower,114.0,1
16.0,GDDR6,165.0,251.0,2.0,350.0,ATX Mid Tower,99.0,1
8.0,GDDR6,115.0,227.0,3.0,170.0,Mini ITX Tower,-57.0,0
24.0,GDDR6X,450.0,326.0,4.0,318.0,ATX Mid Tower,-8.0,0
12.0,GDDR6X,285.0,299.0,2.0,400.0,ATX Full Tower,101.0,1
16.0,GDDR7,300.0,300.0,2.0,400.0,Mini ITX Tower,100.0,1
4.0,GDDR5,75.0,203.0,2.0,415.0,ATX Mid Tower,212.0,1
2.0,GDDR5,90.0,257.0,2.0,344.0,Micro ATX Mini Tower,87.0,1
16.0,GDDR6,360.0,360.0,3.5,340.0,Micro ATX Mid Tower,-20.0,0
6.0,GDDR5,130.0,243.0,2.0,413.0,ATX Mid Tower,170.0,1
12.0,GDDR6,230.0,267.0,2.0,350.0,Micro ATX Desktop,83.0,1
6.0,GDDR6,160.0,270.0,3.0,615.0,ATX Full Tower,345.0,1
11.0,GDDR5X,250.0,320.0,2.0,413.0,ATX Mid Tower,93.0,1
1.0,DDR3,31.0,145.0,1.0,400.0,Micro ATX Mini Tower,255.0,1
24.0,GDDR6X,450.0,326.0,4.0,400.0,ATX Mid Tower,74.0,1
16.0,GDDR6X,320.0,337.0,3.35,330.0,ATX Mid Tower,-7.0,0
12.0,GDDR6,185.0,268.0,2.0,310.0,ATX Mid Tower,42.0,1
8.0,GDDR6,215.0,270.0,3.0,440.0,EATX Full Tower,170.0,1
2.0,GDDR5,49.0,144.0,2.0,370.0,ATX Mid Tower,226.0,1
16.0,GDDR6,335.0,330.0,3.0,368.0,ATX Mid Tower,38.0,1
16.0,GDDR7,360.0,329.7,3.5,300.0,Mini ITX Tower,-29.7,0
12.0,GDDR6,170.0,300.0,3.0,460.0,ATX Mid Tower,160.0,1
24.0,GDDR6X,350.0,252.0,2.0,250.0,Micro ATX Mini Tower,-2.0,0
12.0,GDDR6,250.0,322.0,3.0,360.0,ATX Mid Tower,38.0,1
8.0,GDDR5,225.0,278.0,2.0,200.0,Micro ATX Mini Tower,-78.0,0
8.0,GDDR6,175.0,280.0,2.0,305.0,ATX Mid Tower,25.0,1
24.0,GDDR6X,450.0,300.0,4.0,260.0,Micro ATX Desktop,-40.0,0
16.0,GDDR7,180.0,247.0,2.55,360.0,ATX Mid Tower,113.0,1
2.0,GDDR5,140.0,241.0,2.0,430.0,ATX Mid Tower,189.0,1
16.0,GDDR6,220.0,288.0,2.5,260.0,Micro ATX Mini Tower,-28.0,0
6.0,GDDR6,120.0,255.0,2.0,350.0,ATX Mid Tower,95.0,1
2.0,GDDR5,65.0,158.0,2.0,320.0,ATX Mid Tower,162.0,1
8.0,GDDR7,145.0,292.0,2.0,360.0,ATX Mid Tower,68.0,1
12.0,GDDR6X,220.0,250.0,2.0,340.0,Micro ATX Mini Tower,90.0,1
16.0,GDDR7,180.0,329.0,2.05,280.0,Micro ATX Mini Tower,-49.0,0
8.0,GDDR6X,310.0,318.0,3.0,470.0,ATX Mid Tower,152.0,1
12.0,GDDR7,250.0,300.0,2.4,280.0,ATX Mid Tower,-20.0,0
24.0,GDDR6X,350.0,300.0,2.75,370.0,ATX Mid Tower,70.0,1
24.0,GDDR6X,450.0,322.0,3.0,300.0,Mini ITX Tower,-22.0,0
8.0,GDDR7,145.0,281.0,2.0,415.0,ATX Mid Tower,134.0,1
12.0,GDDR6X,350.0,320.0,3.0,390.0,ATX Full Tower,70.0,1
8.0,GDDR5,185.0,269.0,1.9,440.0,ATX Mid Tower,171.0,1
10.0,GDDR6,220.0,242.0,2.0,340.0,Micro ATX Mid Tower,98.0,1
16.0,GDDR7,360.0,303.0,2.5,330.0,ATX Mid Tower,27.0,1
4.0,GDDR5,145.0,245.0,2.0,370.0,Micro ATX Mini Tower,125.0,1
8.0,GDDR6,215.0,300.0,3.0,275.0,ATX Mid Tower,-25.0,0
8.0,GDDR6,130.0,199.0,2.0,335.0,ATX Mid Tower,136.0,1
4.0,GDDR5,75.0,170.0,2.0,385.0,ATX Mid Tower,215.0,1
16.0,GDDR7,180.0,220.5,2.0,380.0,ATX Mid Tower,159.5,1
8.0,GDDR6,115.0,250.0,2.0,280.0,ATX Mid Tower,30.0,1
4.0,GDDR5,150.0,276.0,2.0,320.0,ATX Mid Tower,44.0,1
8.0,GDDR5,150.0,310.0,2.0,300.0,Micro ATX Mini Tower,-10.0,0
8.0,GDDR6,215.0,286.0,3.0,197.0,Mini ITX Tower,-89.0,0
16.0,GDDR7,360.0,359.0,3.8,357.0,Mini ITX Tower,-2.0,0
16.0,GDDR6,160.0,290.0,2.0,390.0,ATX Mid Tower,100.0,1
12.0,GDDR7,250.0,329.0,3.125,295.0,Mini ITX Tower,-34.0,0
6.0,GDDR5,120.0,173.0,2.0,440.0,ATX Full Tower,267.0,1
8.0,GDDR6,160.0,303.0,3.0,210.0,Mini ITX Tower,-93.0,0
16.0,GDDR6,250.0,320.0,3.0,350.0,Micro ATX Desktop,30.0,1
8.0,GDDR6,130.0,172.0,2.0,330.0,ATX Mid Tower,158.0,1
12.0,GDDR6,190.0,241.0,3.0,195.0,Micro ATX Mini Tower,-46.0,0
24.0,GDDR6X,480.0,338.0,3.0,335.0,ATX Mid Tower,-3.0,0
4.0,GDDR6,75.0,162.0,2.0,315.0,Micro ATX Mini Tower,153.0,1
8.0,GDDR6,175.0,270.0,3.0,405.0,ATX Mid Tower,135.0,1
16.0,GDDR6,220.0,289.0,2.0,267.0,Mini ITX Tower,-22.0,0
12.0,GDDR6X,200.0,323.0,3.0,320.0,ATX Mid Tower,-3.0,0
32.0,GDDR7,575.0,360.0,4.0,320.0,Micro ATX Mini Tower,-40.0,0
12.0,GDDR6X,200.0,269.0,2.0,333.0,ATX Full Tower,64.0,1
12.0,GDDR6X,215.0,307.0,3.0,215.0,Mini ITX Tower,-92.0,0
12.0,GDDR6,170.0,301.0,3.0,280.0,ATX Mid Tower,-21.0,0
6.0,GDDR6,160.0,240.0,2.0,151.0,Mini ITX Tower,-89.0,0
16.0,GDDR6,250.0,324.0,3.0,413.0,ATX Full Tower,89.0,1
4.0,GDDR5,150.0,246.0,2.0,324.0,Mini ITX Tower,78.0,1
32.0,GDDR7,575.0,370.3,3.9,315.0,Mini ITX Tower,-55.3,0
16.0,GDDR7,300.0,342.0,3.5,290.0,EATX Mid Tower,-52.0,0
8.0,GDDR6,750.0,319.0,2.0,320.0,Micro ATX Mini Tower,1.0,1
11.0,GDDR5X,250.0,267.0,2.0,445.0,Micro ATX Mid Tower,178.0,1
8.0,GDDR7,180.0,302.0,3.1,400.0,ATX Mid Tower,98.0,1
12.0,GDDR6,170.0,276.0,3.0,270.0,ATX Mid Tower,-6.0,0
16.0,HBM2,295.0,280.0,2.0,190.0,Mini ITX Tower,-90.0,0
16.0,GDDR6,260.0,302.0,3.0,190.0,Mini ITX Tower,-112.0,0
16.0,GDDR7,300.0,304.0,3.0,410.0,ATX Full Tower,106.0,1
16.0,GDDR7,360.0,332.0,4.0,450.0,ATX Mid Tower,118.0,1
24.0,GDDR6X,450.0,358.0,3.5,344.0,Micro ATX Mini Tower,-14.0,0
8.0,GDDR6,215.0,290.0,3.0,360.0,ATX Mid Tower,70.0,1
6.0,GDDR5,120.0,224.0,2.0,318.0,Micro ATX Mid Tower,94.0,1
16.0,GDDR6X,320.0,342.0,4.0,320.0,Micro ATX Mini Tower,-22.0,0
4.0,GDDR5,75.0,242.0,2.0,350.0,ATX Mid Tower,108.0,1
24.0,GDDR6,355.0,344.0,2.9,410.0,ATX Mid Tower,66.0,1
12.0,GDDR6X,200.0,226.0,3.0,360.0,ATX Full Tower,134.0,1
8.0,GDDR7,145.0,182.0,1.8,380.0,ATX Mid Tower,198.0,1
32.0,GDDR7,575.0,359.0,3.5,350.0,ATX Mid Tower,-9.0,0
4.0,GDDR6,130.0,194.0,2.0,175.0,HTPC,-19.0,0
8.0,GDDR6,180.0,274.0,3.0,197.0,Mini ITX Tower,-77.0,0
16.0,GDDR7,300.0,304.0,3.0,340.0,Micro ATX Mini Tower,36.0,1
8.0,GDDR6,170.0,200.0,2.0,340.0,ATX Mid Tower,140.0,1
16.0,GDDR7,300.0,357.0,3.3,315.0,ATX Mid Tower,-42.0,0
8.0,GDDR5,150.0,240.0,2.0,335.0,ATX Mid Tower,95.0,1
24.0,GDDR6X,450.0,340.0,3.0,360.0,Micro ATX Mid Tower,20.0,1
12.0,GDDR6X,200.0,338.0,3.0,325.0,ATX Mid Tower,-13.0,0
12.0,GDDR7,250.0,236.0,3.0,400.0,ATX Mid Tower,164.0,1
16.0,GDDR6,300.0,313.0,3.0,360.0,ATX Mid Tower,47.0,1
8.0,GDDR6,220.0,254.0,3.0,435.0,Micro ATX Mid Tower,181.0,1
16.0,GDDR6,165.0,251.0,2.0,250.0,Micro ATX Mini Tower,-1.0,0
6.0,GDDR6,150.0,283.0,3.0,280.0,ATX Mid Tower,-3.0,0
16.0,GDDR6,360.0,330.0,3.0,357.0,Mini ITX Tower,27.0,1
8.0,GDDR7,145.0,302.0,3.1,309.0,Micro ATX Mini Tower,7.0,1
8.0,GDDR6,160.0,338.0,2.6,325.0,Mini ITX Tower,-13.0,0
8.0,GDDR5,150.0,280.0,2.05,415.0,Micro ATX Mini Tower,135.0,1
16.0,GDDR6X,320.0,348.2,3.65,330.0,ATX Mid Tower,-18.2,0
8.0,GDDR5,275.0,277.0,3.0,430.0,ATX Mid Tower,153.0,1
12.0,GDDR6X,285.0,306.8,2.5,270.0,ATX Mid Tower,-36.8,0
8.0,GDDR5,225.0,278.0,2.0,400.0,Micro ATX Mini Tower,122.0,1
16.0,GDDR7,180.0,306.0,3.0,350.0,Micro ATX Mini Tower,44.0,1
24.0,GDDR6,355.0,335.0,4.0,334.0,ATX Desktop,-1.0,0
8.0,GDDR6X,200.0,282.0,2.0,472.0,ATX Full Tower,190.0,1
16.0,GDDR7,360.0,288.0,3.0,330.0,Mini ITX Tower,42.0,1
16.0,GDDR6,260.0,345.0,3.0,286.0,Micro ATX Mini Tower,-59.0,0
24.0,GDDR6X,350.0,318.5,2.9,440.0,ATX Mid Tower,121.5,1
16.0,GDDR7,360.0,332.0,3.0,190.0,Mini ITX Tower,-142.0,0
32.0,GDDR7,575.0,333.0,3.0,350.0,ATX Mid Tower,17.0,1
24.0,GDDR6X,450.0,357.6,3.5,412.0,ATX Mid Tower,54.4,1
32.0,GDDR7,575.0,360.0,4.0,315.0,ATX Mid Tower,-45.0,0
8.0,GDDR6,180.0,268.0,,314.0,Micro ATX Mid Tower,46.0,1
16.0,GDDR7,360.0,358.0,3.8,270.0,ATX Mid Tower,-88.0,0
16.0,GDDR7,360.0,340.0,3.5,467.0,ATX Mid Tower,127.0,1
8.0,GDDR6,185.0,300.0,3.0,267.0,Mini ITX Tower,-33.0,0
24.0,GDDR6,355.0,346.0,4.0,332.0,Micro ATX Mini Tower,-14.0,0
16.0,GDDR6X,320.0,358.0,4.0,350.0,ATX Mid Tower,-8.0,0
16.0,GDDR6X,320.0,348.2,3.65,309.0,Micro ATX Mini Tower,-39.2,0
16.0,GDDR6X,320.0,336.0,4.0,422.0,ATX Mid Tower,86.0,1
8.0,GDDR6,225.0,297.0,3.0,350.0,ATX Mid Tower,53.0,1
32.0,GDDR7,575.0,332.0,4.0,350.0,ATX Mid Tower,18.0,1
8.0,GDDR6,180.0,254.0,3.0,315.0,Mini ITX Tower,61.0,1
2.0,GDDR5,40.0,145.0,1.0,304.0,ATX Mid Tower,159.0,1
16.0,GDDR6,300.0,320.0,3.0,310.0,ATX Mid Tower,-10.0,0
16.0,GDDR7,360.0,359.0,3.5,334.0,ATX Mid Tower,-25.0,0
8.0,GDDR5,150.0,210.0,2.0,373.0,Mini ITX Tower,163.0,1
10.0,GDDR6X,320.0,300.0,3.0,267.0,ATX Mid Tower,-33.0,0
16.0,GDDR6,304.0,350.0,3.5,330.0,ATX Mid Tower,-20.0,0
8.0,GDDR6X,200.0,282.0,2.0,410.0,ATX Mid Tower,128.0,1
6.0,GDDR6,,267.97,2.0,256.0,ATX Mid Tower,-11.97,0
8.0,GDDR6,220.0,318.0,3.0,300.0,Mini ITX Tower,-18.0,0
4.0,GDDR6,130.0,180.0,2.0,380.0,ATX Mid Tower,200.0,1
12.0,GDDR5X,250.0,267.0,2.0,400.0,ATX Mid Tower,133.0,1
12.0,GDDR6,170.0,300.0,2.7,180.0,Mini ITX Tower,-120.0,0
3.0,GDDR5,120.0,223.0,1.95,370.0,ATX Mid Tower,147.0,1
16.0,GDDR6X,285.0,308.0,3.0,266.0,Mini ITX Tower,-42.0,0
8.0,GDDR6,160.0,303.0,3.0,406.0,ATX Mid Tower,103.0,1
16.0,GDDR7,300.0,332.0,4.0,315.0,ATX Mid Tower,-17.0,0
8.0,GDDR5X,215.0,267.0,2.0,413.0,Micro ATX Desktop,146.0,1
12.0,GDDR6X,200.0,323.0,3.0,250.0,Micro ATX Desktop,-73.0,0
12.0,GDDR6X,350.0,300.0,3.0,260.0,Micro ATX Mid Tower,-40.0,0
24.0,GDDR6X,450.0,338.0,4.0,320.0,Mini ITX Tower,-18.0,0
11.0,GDDR6,250.0,270.0,2.0,380.0,Micro ATX Mid Tower,110.0,1
16.0,GDDR6,263.0,260.0,2.5,400.0,ATX Mid Tower,140.0,1
16.0,GDDR7,360.0,338.0,2.5,309.0,HTPC,-29.0,0
8.0,GDDR6,,274.0,2.5,360.0,ATX Mid Tower,86.0,1
12.0,GDDR6,170.0,235.0,2.0,220.0,Micro ATX Mini Tower,-15.0,0
8.0,GDDR5,180.0,279.0,2.0,186.0,Mini ITX Tower,-93.0,0
8.0,GDDR6,160.0,282.0,2.05,270.0,Mini ITX Tower,-12.0,0
32.0,GDDR7,575.0,329.0,4.0,322.0,ATX Full Tower,-7.0,0
8.0,GDDR6X,320.0,318.0,3.0,285.0,Micro ATX Mini Tower,-33.0,0
24.0,GDDR6X,450.0,293.0,3.0,400.0,ATX Mid Tower,107.0,1
16.0,GDDR6X,320.0,329.0,4.0,285.0,Mini ITX Tower,-44.0,0
24.0,GDDR6X,450.0,358.0,4.0,355.0,ATX Mid Tower,-3.0,0
6.0,GDDR6,125.0,206.0,2.3,415.0,ATX Mid Tower,209.0,1
11.0,GDDR5X,250.0,267.0,2.0,360.0,ATX Mid Tower,93.0,1
48.0,GDDR7,300.0,266.7,2.0,400.0,ATX Mid Tower,133.3,1
16.0,GDDR6X,320.0,342.0,4.0,210.0,Mini ITX Tower,-132.0,0
16.0,GDDR6,304.0,340.0,4.0,330.0,ATX Mid Tower,-10.0,0
8.0,GDDR6,165.0,274.0,2.5,400.0,ATX Mid Tower,126.0,1
24.0,GDDR6X,450.0,356.0,4.0,320.0,Micro ATX Mid Tower,-36.0,0
24.0,GDDR6X,450.0,356.0,4.0,310.0,ATX Mid Tower,-46.0,0
12.0,GDDR6,230.0,304.0,2.0,290.0,Mini ITX Tower,-14.0,0
16.0,GDDR6,300.0,332.0,3.0,320.0,Micro ATX Mid Tower,-12.0,0
16.0,GDDR7,360.0,329.0,3.0,315.0,ATX Mid Tower,-14.0,0
6.0,GDDR5,120.0,248.0,3.0,322.0,ATX Mid Tower,74.0,1
12.0,GDDR6X,350.0,304.0,3.0,197.0,Mini ITX Tower,-107.0,0
8.0,GDDR6,185.0,268.0,2.0,210.0,Mini ITX Tower,-58.0,0
8.0,GDDR6,220.0,286.0,2.55,256.0,ATX Mid Tower,-30.0,0
16.0,GDDR7,360.0,332.0,4.0,320.0,Micro ATX Mini Tower,-12.0,0
16.0,GDDR7,300.0,338.0,2.5,295.0,Mini ITX Tower,-43.0,0
24.0,GDDR6X,450.0,356.0,4.0,315.0,ATX Mid Tower,-41.0,0
12.0,GDDR6X,220.0,267.0,3.0,503.0,ATX Full Tower,236.0,1
8.0,GDDR6,225.0,293.0,2.7,250.0,Micro ATX Desktop,-43.0,0
12.0,GDDR6X,285.0,338.0,,256.0,Micro ATX Mini Tower,-82.0,0
4.0,GDDR6,53.0,155.0,1.0,360.0,Mini ITX Tower,205.0,1
6.0,GDDR6,150.0,240.5,2.65,345.0,ATX Mid Tower,104.5,1
8.0,GDDR6,285.0,306.0,3.0,380.0,ATX Mid Tower,74.0,1
12.0,GDDR6,250.0,322.0,3.0,250.0,Micro ATX Mini Tower,-72.0,0
16.0,GDDR6X,285.0,267.0,3.0,406.0,ATX Mid Tower,139.0,1
8.0,GDDR6,205.0,267.0,2.0,440.0,ATX Mid Tower,173.0,1
8.0,GDDR5,150.0,279.0,2.0,250.0,Micro ATX Mini Tower,-29.0,0
8.0,GDDR6,200.0,318.0,3.0,190.0,Mini ITX Tower,-128.0,0
16.0,GDDR6,300.0,340.0,3.0,420.0,ATX Mid Tower,80.0,1
10.0,GDDR6X,370.0,336.0,3.0,360.0,EATX Mid Tower,24.0,1
12.0,GDDR6X,200.0,307.0,3.0,300.0,ATX Mid Tower,-7.0,0
24.0,GDDR6X,350.0,318.0,3.0,300.0,Micro ATX Mini Tower,-18.0,0
4.0,GDDR6,130.0,152.0,2.0,410.0,ATX Mid Tower,258.0,1
8.0,GDDR6,250.0,267.0,3.0,400.0,HTPC,133.0,1
12.0,GDDR6,190.0,268.0,2.0,210.0,Mini ITX Tower,-58.0,0
16.0,GDDR6,304.0,360.0,3.5,340.0,Micro ATX Mini Tower,-20.0,0
24.0,GDDR6X,350.0,294.0,3.0,270.0,Mini ITX Tower,-24.0,0
8.0,GDDR6,180.0,282.0,2.0,267.0,Mini ITX Tower,-15.0,0
12.0,GDDR6X,200.0,297.0,2.0,395.0,Micro ATX Mini Tower,98.0,1
8.0,GDDR6,180.0,293.0,3.0,285.0,ATX Mid Tower,-8.0,0
8.0,GDDR6X,200.0,230.0,2.0,390.0,ATX Mid Tower,160.0,1
12.0,GDDR6X,200.0,269.0,2.0,267.0,ATX Mid Tower,-2.0,0
16.0,GDDR6,275.0,320.0,2.5,310.0,ATX Mid Tower,-10.0,0
16.0,GDDR7,300.0,304.0,2.0,190.0,Mini ITX Tower,-114.0,0
4.0,GDDR5,75.0,265.0,2.0,256.0,Micro ATX Mini Tower,-9.0,0
8.0,GDDR6,220.0,269.0,2.0,300.0,ATX Mid Tower,31.0,1
8.0,GDDR6,250.0,298.0,2.0,295.0,Mini ITX Tower,-3.0,0
12.0,GDDR6,230.0,303.0,3.0,285.0,Micro ATX Desktop,-18.0,0
8.0,GDDR6,150.0,304.0,2.5,375.0,ATX Mid Tower,71.0,1
12.0,GDDR6X,200.0,342.0,3.0,340.0,ATX Mid Tower,-2.0,0
12.0,GDDR6X,200.0,336.0,3.0,279.0,HTPC,-57.0,0
4.0,GDDR5,120.0,257.0,2.0,356.0,Mini ITX Tower,99.0,1
16.0,GDDR6,250.0,320.0,3.0,290.0,ATX Mid Tower,-30.0,0
6.0,GDDR5,274.0,279.0,2.0,275.0,Mini ITX Tower,-4.0,0
16.0,GDDR6,220.0,350.0,3.5,340.0,ATX Full Tower,-10.0,0
12.0,GDDR6X,220.0,300.0,3.0,9.0,ATX Mid Tower,-291.0,0
8.0,GDDR6,165.0,281.0,3.0,446.0,EATX Full Tower,165.0,1
24.0,GDDR6X,450.0,356.0,4.0,330.0,Mini ITX Tower,-26.0,0
11.0,GDDR6,250.0,327.0,3.0,266.0,ATX Mid Tower,-61.0,0
11.0,GDDR6,250.0,305.0,2.7,300.0,ATX Mid Tower,-5.0,0
16.0,GDDR6,263.0,332.0,3.0,305.0,ATX Mid Tower,-27.0,0
24.0,GDDR6,355.0,287.0,3.0,435.0,ATX Mid Tower,148.0,1
6.0,GDDR5,250.0,315.0,2.0,290.0,ATX Mid Tower,-25.0,0
16.0,GDDR6X,320.0,358.0,4.0,285.0,Micro ATX Desktop,-73.0,0
12.0,GDDR6,170.0,276.0,2.55,260.0,Micro ATX Mini Tower,-16.0,0
3.0,GDDR5,80.0,241.0,1.0,400.0,ATX Mid Tower,159.0,1
16.0,GDDR6,360.0,360.0,3.5,355.0,ATX Mid Tower,-5.0,0
8.0,GDDR6,182.0,270.0,2.0,256.0,Micro ATX Mini Tower,-14.0,0
24.0,GDDR6X,450.0,358.0,4.0,305.0,Micro ATX Mini Tower,-53.0,0
8.0,GDDR6,265.0,306.0,3.0,270.0,ATX Mid Tower,-36.0,0
16.0,GDDR6,300.0,320.0,3.0,272.0,Micro ATX Desktop,-48.0,0
8.0,GDDR7,180.0,262.0,2.0,215.0,Mini ITX Tower,-47.0,0
6.0,GDDR6,120.0,205.0,3.0,410.0,ATX Mid Tower,205.0,1
8.0,GDDR6,175.0,280.0,2.0,309.0,Micro ATX Mini Tower,29.0,1
2.0,GDDR5,75.0,229.0,2.0,415.0,ATX Mid Tower,186.0,1
8.0,GDDR5,150.0,292.0,2.0,186.0,Mini ITX Tower,-106.0,0
11.0,GDDR6,250.0,268.0,2.0,400.0,ATX Mid Tower,132.0,1
8.0,GDDR5X,180.0,267.0,2.0,365.0,ATX Mid Tower,98.0,1
8.0,GDDR7,180.0,306.0,3.0,420.0,ATX Mid Tower,114.0,1
16.0,GDDR6X,320.0,357.6,3.5,320.0,ATX Mid Tower,-37.6,0
6.0,GDDR6,70.0,189.0,2.1,320.0,ATX Mid Tower,131.0,1
8.0,GDDR6,140.0,247.0,2.0,330.0,Micro ATX Mini Tower,83.0,1
8.0,GDDR6,215.0,292.0,3.0,340.0,ATX Mid Tower,48.0,1
2.0,GDDR5,230.0,267.0,2.0,215.0,Mini ITX Tower,-52.0,0
8.0,GDDR6,130.0,268.0,2.5,350.0,ATX Mid Tower,82.0,1
24.0,GDDR6X,450.0,293.0,3.0,260.0,Micro ATX Mini Tower,-33.0,0
16.0,GDDR6X,320.0,358.0,4.0,335.0,Mini ITX Tower,-23.0,0
8.0,GDDR6X,290.0,285.0,3.0,400.0,ATX Mid Tower,115.0,1
24.0,GDDR6,355.0,330.0,2.8,320.0,Mini ITX Tower,-10.0,0
8.0,GDDR5,225.0,232.0,2.0,415.0,ATX Mid Tower,183.0,1
16.0,GDDR6X,320.0,337.0,2.0,380.0,ATX Mid Tower,43.0,1
2.0,GDDR5,180.0,290.0,2.0,415.0,Micro ATX Mid Tower,125.0,1
16.0,GDDR6X,320.0,300.0,3.0,295.0,Mini ITX Tower,-5.0,0
4.0,GDDR6,100.0,202.0,2.0,375.0,ATX Mid Tower,173.0,1
32.0,GDDR7,575.0,358.0,4.0,305.0,ATX Mid Tower,-53.0,0
6.0,GDDR6,125.0,235.0,2.0,330.0,ATX Mid Tower,95.0,1
12.0,GDDR7,250.0,342.0,4.0,420.0,Micro ATX Desktop,78.0,1
16.0,GDDR6X,285.0,329.0,4.0,290.0,ATX Mid Tower,-39.0,0
12.0,GDDR6,273.0,310.0,3.0,370.0,ATX Mid Tower,60.0,1
32.0,GDDR6,300.0,267.0,2.0,370.0,Micro ATX Mini Tower,103.0,1
8.0,HBM2,295.0,298.0,3.0,280.0,ATX Mid Tower,-18.0,0
12.0,GDDR6X,220.0,339.0,4.0,327.0,ATX Mid Tower,-12.0,0
