cooler_height,case_cooler_clearance,cooler_fan_size,cooler_fan_quantity,radiator_size,case_form_factor,height_difference,label
158.0,110.0,,,,Mini ITX Tower,-48.0,0
130.0,160.0,,,,ATX Mid Tower,30.0,1
156.0,70.0,,,,Mini ITX Tower,-86.0,0
171.0,160.0,,,,ATX Mid Tower,-11.0,0
152.0,148.0,,,,Micro ATX Mid Tower,-4.0,0
168.0,160.0,120.0,,,ATX Mid Tower,-8.0,0
160.0,77.0,,,,HTPC,-83.0,0
166.0,168.0,,,,ATX Mid Tower,2.0,1
63.0,170.0,,,,ATX Mid Tower,107.0,1
158.0,156.0,,,,ATX Mid Tower,-2.0,0
125.0,70.0,,,,HTPC,-55.0,0
163.0,146.0,,,,HTPC,-17.0,0
164.0,170.0,,,,ATX Mid Tower,6.0,1
125.0,47.0,,,,Micro ATX Desktop,-78.0,0
157.0,167.0,,,,ATX Full Tower,10.0,1
155.0,160.0,,,,ATX Mid Tower,5.0,1
60.0,195.0,140.0,2,280.0,ATX Full Tower,135.0,1
72.0,175.0,,,,ATX Mid Tower,103.0,1
156.0,167.0,,,,EATX Full Tower,11.0,1
159.0,148.0,,,,ATX Mid Tower,-11.0,0
155.0,185.0,,,,ATX Full Tower,30.0,1
127.0,57.0,100.0,2,,Mini ITX Tower,-70.0,0
153.0,167.0,,,,ATX Mid Tower,14.0,1
118.0,55.0,,,,Mini ITX Tower,-63.0,0
155.0,158.0,,,,Micro ATX Mini Tower,3.0,1
70.0,68.0,,,,Mini ITX Tower,-2.0,0
158.0,200.0,,,,Mini ITX Tower,42.0,1
42.0,190.0,,,360.0,EATX Mid Tower,148.0,1
70.0,68.0,,,,Mini ITX Tower,-2.0,0
157.0,180.0,,,,ATX Mid Tower,23.0,1
156.0,163.5,,,,Micro ATX Mid Tower,7.5,1
47.0,165.0,,,,Micro ATX Mini Tower,118.0,1
136.0,55.0,,,,Mini ITX Tower,-81.0,0
162.0,145.0,135.0,2,,ATX Mid Tower,-17.0,0
159.0,57.0,,,,Mini ITX Tower,-102.0,0
157.0,67.0,,,,Mini ITX Tower,-90.0,0
161.0,170.0,,,,ATX Mid Tower,9.0,1
154.0,150.0,,,,ATX Mid Tower,-4.0,0
71.0,185.0,,,,ATX Mid Tower,114.0,1
130.0,155.0,,,,ATX Mid Tower,25.0,1
148.0,182.0,,,,ATX Mid Tower,34.0,1
65.0,57.0,240.0,1,240.0,Micro ATX Desktop,-8.0,0
154.0,160.0,,,,ATX Mid Tower,6.0,1
54.0,160.0,120.0,2,240.0,EATX Mid Tower,106.0,1
170.0,165.0,,,,ATX Mid Tower,-5.0,0
154.0,82.0,,,,Micro ATX Desktop,-72.0,0
145.0,75.0,,,,Mini ITX Tower,-70.0,0
32.0,162.0,,,,ATX Mid Tower,130.0,1
69.0,145.0,,,360.0,ATX Mid Tower,76.0,1
157.0,156.0,,,,Micro ATX Mini Tower,-1.0,0
158.0,159.0,,,,Micro ATX Mid Tower,1.0,1
142.0,165.0,,,,ATX Mid Tower,23.0,1
154.0,150.0,,,,ATX Mid Tower,-4.0,0
60.0,195.0,,,,ATX Mid Tower,135.0,1
165.0,190.0,,,,ATX Full Tower,25.0,1
166.0,70.0,,,,HTPC,-96.0,0
152.0,167.0,,,,ATX Full Tower,15.0,1
162.0,81.0,,,,Micro ATX Slim Tower,-81.0,0
158.0,45.0,,,,Mini ITX Tower,-113.0,0
154.0,160.0,,,,ATX Mid Tower,6.0,1
158.0,70.0,,,,Mini ITX Tower,-88.0,0
137.0,83.0,,,,Mini ITX Tower,-54.0,0
153.0,170.0,,,,ATX Mid Tower,17.0,1
52.0,170.0,,,240.0,ATX Mid Tower,118.0,1
72.0,175.0,,,240.0,ATX Mid Tower,103.0,1
164.0,110.0,,,,Mini ITX Tower,-54.0,0
86.4,155.0,120.0,3,360.0,ATX Mid Tower,68.6,1
160.0,85.0,,,,Mini ITX Tower,-75.0,0
70.0,55.0,,,240.0,Mini ITX Tower,-15.0,0
157.0,148.0,,,,Micro ATX Mid Tower,-9.0,0
160.0,67.0,,,,Mini ITX Tower,-93.0,0
160.0,70.0,,,,HTPC,-90.0,0
158.0,156.0,,,,Micro ATX Mini Tower,-2.0,0
165.0,77.0,,,,Mini ITX Tower,-88.0,0
163.0,65.0,,,,Micro ATX Mini Tower,-98.0,0
154.0,140.0,120.0,2,,Mini ITX Tower,-14.0,0
163.0,165.0,120.0,,,ATX Mid Tower,2.0,1
158.0,85.0,,,,Mini ITX Tower,-73.0,0
55.0,180.0,,,240.0,EATX Mid Tower,125.0,1
150.0,135.0,,,,Micro ATX Mid Tower,-15.0,0
48.0,165.0,,,360.0,ATX Mid Tower,117.0,1
159.0,151.0,,,,Micro ATX Mini Tower,-8.0,0
155.0,173.0,,,,ATX Mid Tower,18.0,1
68.0,175.0,,,360.0,Micro ATX Mid Tower,107.0,1
158.0,167.0,,,,ATX Full Tower,9.0,1
160.0,160.0,,,,ATX Mid Tower,0.0,1
82.0,70.0,,3,360.0,Mini ITX Tower,-12.0,0
66.1,170.0,120.0,1,,Mini ITX Tower,103.9,1
159.0,155.0,,,,ATX Mid Tower,-4.0,0
154.0,165.0,,,,Micro ATX Mini Tower,11.0,1
160.0,75.0,,,,Micro ATX Mini Tower,-85.0,0
155.0,155.0,120.0,2,,Micro ATX Mini Tower,0.0,1
158.0,170.0,,,,ATX Mid Tower,12.0,1
152.0,120.0,,,,Mini ITX Tower,-32.0,0
397.0,165.0,120.0,3,360.0,ATX Mid Tower,-232.0,0
160.0,65.0,,,,Micro ATX Mini Tower,-95.0,0
162.0,68.0,,,,Mini ITX Tower,-94.0,0
159.0,85.0,,,,Mini ITX Tower,-74.0,0
143.0,160.0,,,,ATX Mid Tower,17.0,1
169.0,165.0,,,,ATX Mid Tower,-4.0,0
110.0,58.0,,,,HTPC,-52.0,0
134.0,180.0,,,,ATX Mid Tower,46.0,1
186.0,182.0,120.0,3,360.0,ATX Full Tower,-4.0,0
165.0,156.0,,,,ATX Mid Tower,-9.0,0
17.0,174.0,,,,ATX Mid Tower,157.0,1
166.0,165.0,,,,Micro ATX Mini Tower,-1.0,0
162.0,195.0,135.0,2,,ATX Full Tower,33.0,1
166.0,165.0,,,,ATX Mid Tower,-1.0,0
36.0,180.0,92.0,1,,ATX Mid Tower,144.0,1
159.0,170.0,,,,ATX Mid Tower,11.0,1
63.0,180.0,,,,ATX Mid Tower,117.0,1
154.0,81.0,,,,Micro ATX Slim Tower,-73.0,0
158.0,157.0,,,,Micro ATX Mini Tower,-1.0,0
157.0,180.0,,,,EATX Mid Tower,23.0,1
47.0,160.0,,,,Micro ATX Mini Tower,113.0,1
110.0,58.0,,,,HTPC,-52.0,0
157.0,155.0,120.0,2,,ATX Mid Tower,-2.0,0
53.0,170.0,120.0,3,240.0,ATX Mid Tower,117.0,1
159.0,155.0,,,,Micro ATX Mid Tower,-4.0,0
150.0,65.0,,,,HTPC,-85.0,0
169.0,67.0,120.0,2,,Mini ITX Tower,-102.0,0
160.0,150.0,,,,Micro ATX Mid Tower,-10.0,0
159.0,155.0,,,,ATX Mid Tower,-4.0,0
163.0,58.0,,,,HTPC,-105.0,0
157.0,155.0,120.0,2,,ATX Mid Tower,-2.0,0
160.0,158.0,,,,ATX Mid Tower,-2.0,0
156.0,167.0,,,,ATX Mid Tower,11.0,1
61.85,190.0,120.0,3,360.0,ATX Full Tower,128.15,1
153.0,83.0,,,,Mini ITX Tower,-70.0,0
126.0,185.0,,,,ATX Mid Tower,59.0,1
152.0,150.0,,,,ATX Mid Tower,-2.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
157.0,70.0,,,,Mini ITX Tower,-87.0,0
162.0,145.0,,,,ATX Mid Tower,-17.0,0
163.0,140.0,,,,Mini ITX Tower,-23.0,0
125.0,190.0,,,,ATX Full Tower,65.0,1
150.0,57.0,,,,Micro ATX Desktop,-93.0,0
160.0,180.0,,,,ATX Mid Tower,20.0,1
60.0,170.0,120.0,2,240.0,ATX Mid Tower,110.0,1
55.0,170.0,,,,ATX Mid Tower,115.0,1
65.0,166.0,,,,Micro ATX Mini Tower,101.0,1
52.0,210.0,120.0,3,360.0,Micro ATX Mini Tower,158.0,1
81.0,170.0,120.0,3,360.0,ATX Mid Tower,89.0,1
161.0,110.0,,,,Mini ITX Tower,-51.0,0
148.0,47.0,,,,Micro ATX Desktop,-101.0,0
30.0,190.0,,,,ATX Mid Tower,160.0,1
154.0,146.0,,,,ATX Mid Tower,-8.0,0
77.7,170.0,120.0,3,360.0,ATX Mid Tower,92.3,1
62.0,190.0,,,240.0,ATX Full Tower,128.0,1
101.0,165.0,120.0,3,360.0,ATX Mid Tower,64.0,1
158.0,75.0,,,,Mini ITX Tower,-83.0,0
152.0,180.0,120.0,1,,ATX Mid Tower,28.0,1
160.0,160.0,,,,ATX Mid Tower,0.0,1
154.0,175.0,,,,ATX Mid Tower,21.0,1
126.0,165.0,,,,ATX Mid Tower,39.0,1
165.0,160.0,,,,ATX Mid Tower,-5.0,0
59.0,140.0,,,360.0,Mini ITX Tower,81.0,1
170.0,193.0,,,,ATX Full Tower,23.0,1
135.0,165.0,,,,ATX Mid Tower,30.0,1
154.0,50.0,,,,Mini ITX Tower,-104.0,0
149.0,167.0,,,,ATX Mid Tower,18.0,1
51.0,210.0,,,240.0,Micro ATX Mini Tower,159.0,1
154.0,170.0,,,,ATX Mid Tower,16.0,1
65.0,160.0,,,,ATX Mid Tower,95.0,1
151.0,170.0,,,,ATX Mid Tower,19.0,1
163.0,70.0,120.0,,,HTPC,-93.0,0
64.4,173.0,120.0,3,360.0,ATX Mid Tower,108.6,1
138.0,85.0,,,,Mini ITX Tower,-53.0,0
137.0,165.0,,,,Micro ATX Mini Tower,28.0,1
139.0,165.0,,,,Micro ATX Mini Tower,26.0,1
158.0,68.0,,,,Mini ITX Tower,-90.0,0
154.0,167.0,,,,ATX Mid Tower,13.0,1
154.0,65.0,,,,HTPC,-89.0,0
84.0,70.0,360.0,3,360.0,Mini ITX Tower,-14.0,0
67.0,160.0,,,,ATX Mid Tower,93.0,1
170.0,160.0,,,,Micro ATX Mini Tower,-10.0,0
155.0,170.0,,,,ATX Mid Tower,15.0,1
150.0,145.0,120.0,1,,ATX Mid Tower,-5.0,0
161.0,183.0,,,,ATX Mid Tower,22.0,1
135.0,110.0,,,,Mini ITX Tower,-25.0,0
166.0,68.0,120.0,,,Mini ITX Tower,-98.0,0
68.0,160.0,,,240.0,ATX Mid Tower,92.0,1
155.0,83.0,,,,Mini ITX Tower,-72.0,0
165.0,167.0,,,,Mini ITX Tower,2.0,1
161.0,65.0,,,,Micro ATX Mini Tower,-96.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
159.0,61.0,,,,Mini ITX Tower,-98.0,0
136.0,168.0,,,,ATX Mid Tower,32.0,1
155.0,140.0,,1,,Micro ATX Mini Tower,-15.0,0
60.0,165.0,,,360.0,ATX Mid Tower,105.0,1
64.0,185.0,,,,ATX Mid Tower,121.0,1
163.0,158.75,,,,ATX Mid Tower,-4.25,0
157.0,173.0,,,,ATX Mid Tower,16.0,1
165.0,185.0,,,,EATX Mid Tower,20.0,1
158.0,70.0,,,,HTPC,-88.0,0
155.0,58.0,,,,HTPC,-97.0,0
63.0,178.0,,,,,115.0,1
68.0,180.0,,,240.0,ATX Mid Tower,112.0,1
37.0,210.0,,,,ATX Mid Tower,173.0,1
160.0,175.0,,,,Micro ATX Mid Tower,15.0,1
155.0,150.0,,,,Micro ATX Mini Tower,-5.0,0
30.0,165.0,,,,Micro ATX Mini Tower,135.0,1
170.0,163.5,,,,Micro ATX Mid Tower,-6.5,0
56.0,110.0,140.0,,280.0,Mini ITX Tower,54.0,1
171.0,170.0,,,,ATX Mid Tower,-1.0,0
162.0,162.0,,,,ATX Mid Tower,0.0,1
59.0,155.0,,,360.0,ATX Mid Tower,96.0,1
135.0,83.0,,,,Mini ITX Tower,-52.0,0
155.0,279.0,,,,ATX Mid Tower,124.0,1
154.0,70.0,,,,Mini ITX Tower,-84.0,0
158.0,82.0,,,,Mini ITX Tower,-76.0,0
158.0,170.0,,,,ATX Mid Tower,12.0,1
67.0,70.0,,,,Mini ITX Tower,3.0,1
58.0,185.0,,,,ATX Mid Tower,127.0,1
159.0,45.0,,,,Mini ITX Tower,-114.0,0
123.0,67.0,120.0,3,360.0,Mini ITX Tower,-56.0,0
70.0,170.0,,,240.0,ATX Mid Tower,100.0,1
155.0,184.0,,,,ATX Mid Tower,29.0,1
159.0,88.2,,,,ATX Mid Tower,-70.8,0
130.0,167.0,,,,Mini ITX Tower,37.0,1
153.0,179.0,,,,ATX Mid Tower,26.0,1
54.0,175.0,,,,ATX Mid Tower,121.0,1
141.0,50.0,,,,Mini ITX Tower,-91.0,0
160.0,167.0,,,,ATX Mid Tower,7.0,1
60.0,160.0,,,280.0,ATX Mini Tower,100.0,1
78.0,75.0,,,,Micro ATX Mini Tower,-3.0,0
159.0,70.0,,,,HTPC,-89.0,0
56.0,185.0,,,280.0,ATX Mid Tower,129.0,1
155.0,175.0,,,,EATX Full Tower,20.0,1
56.0,175.0,,,360.0,ATX Mid Tower,119.0,1
148.0,68.0,,,,Mini ITX Tower,-80.0,0
156.0,67.0,,,,Mini ITX Tower,-89.0,0
88.0,68.0,,,,Mini ITX Tower,-20.0,0
158.0,170.0,,,,Micro ATX Mid Tower,12.0,1
159.0,67.0,,,,Mini ITX Tower,-92.0,0
159.0,77.0,,,,Mini ITX Tower,-82.0,0
58.0,185.0,,,,ATX Mid Tower,127.0,1
155.0,83.0,120.0,2,,Mini ITX Tower,-72.0,0
155.0,70.0,,,,HTPC,-85.0,0
159.0,167.0,,,,ATX Mid Tower,8.0,1
164.0,163.0,,,,ATX Mid Tower,-1.0,0
56.0,162.0,,,280.0,ATX Mid Tower,106.0,1
65.0,70.0,,,240.0,HTPC,5.0,1
155.0,70.0,,,,HTPC,-85.0,0
160.0,159.0,,,,Micro ATX Mini Tower,-1.0,0
155.0,190.0,,,,ATX Full Tower,35.0,1
161.0,75.0,,,,Micro ATX Mini Tower,-86.0,0
162.0,185.0,,,,ATX Full Tower,23.0,1
168.0,160.0,,,,ATX Mid Tower,-8.0,0
151.0,61.0,,,,Mini ITX Tower,-90.0,0
157.0,138.0,,,,HTPC,-19.0,0
154.0,138.0,,,,HTPC,-16.0,0
101.0,77.0,120.0,3,360.0,Mini ITX Tower,-24.0,0
166.0,38.0,,,,Mini ITX Tower,-128.0,0
150.0,65.0,,,,Micro ATX Mini Tower,-85.0,0
125.0,65.0,,,,Mini ITX Tower,-60.0,0
158.0,156.0,,,,Micro ATX Mid Tower,-2.0,0
53.0,38.0,120.0,2,240.0,Mini ITX Tower,-15.0,0
55.0,170.0,,,,ATX Mid Tower,115.0,1
120.0,70.0,,,,HTPC,-50.0,0
165.0,150.0,,,,Mini ITX Tower,-15.0,0
126.0,38.0,,,,Mini ITX Tower,-88.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
158.0,210.0,140.0,2,,Mini ITX Tower,52.0,1
160.0,140.0,,,,Mini ITX Tower,-20.0,0
160.0,70.0,,,,HTPC,-90.0,0
158.0,182.0,,,,ATX Mid Tower,24.0,1
142.0,45.0,,,,Mini ITX Tower,-97.0,0
155.0,165.0,120.0,2,,Micro ATX Mini Tower,10.0,1
160.0,158.0,,,,Micro ATX Mini Tower,-2.0,0
136.0,161.0,,,,ATX Mid Tower,25.0,1
62.0,170.0,,,240.0,ATX Mid Tower,108.0,1
62.0,190.0,,,360.0,ATX Mid Tower,128.0,1
160.0,157.0,,,,ATX Mid Tower,-3.0,0
156.0,70.0,,,,Mini ITX Tower,-86.0,0
62.0,180.0,,,360.0,ATX Mid Tower,118.0,1
163.0,70.0,,,,Mini ITX Tower,-93.0,0
68.0,55.0,,,,Mini ITX Tower,-13.0,0
150.0,168.0,,,,ATX Mid Tower,18.0,1
157.0,185.0,,,,ATX Full Tower,28.0,1
154.0,67.0,,,,Mini ITX Tower,-87.0,0
110.0,61.0,,,,Mini ITX Tower,-49.0,0
165.0,160.0,,,,Micro ATX Mini Tower,-5.0,0
161.0,47.0,,,,Micro ATX Desktop,-114.0,0
160.0,70.0,,,,Mini ITX Tower,-90.0,0
61.85,170.0,120.0,3,360.0,ATX Mid Tower,108.15,1
85.0,170.0,,,360.0,ATX Mid Tower,85.0,1
63.0,45.0,,,,Mini ITX Tower,-18.0,0
146.0,146.0,,,,ATX Mid Tower,0.0,1
136.0,82.0,90.0,1,,Mini ITX Tower,-54.0,0
155.0,170.0,,,,Mini ITX Tower,15.0,1
60.0,170.0,,,240.0,ATX Mid Tower,110.0,1
159.0,160.0,,,,ATX Mid Tower,1.0,1
163.0,181.0,,,,ATX Mid Tower,18.0,1
165.0,150.0,,,,Micro ATX Mini Tower,-15.0,0
155.0,171.0,,,,ATX Mid Tower,16.0,1
69.0,70.0,,,240.0,Micro ATX Desktop,1.0,1
159.0,150.0,,,,Micro ATX Mini Tower,-9.0,0
160.0,82.0,,,,Micro ATX Mid Tower,-78.0,0
60.0,167.0,,,,ATX Mid Tower,107.0,1
84.0,181.0,360.0,3,360.0,ATX Mid Tower,97.0,1
154.0,180.0,120.0,2,,ATX Mid Tower,26.0,1
52.0,210.0,,,240.0,Micro ATX Mini Tower,158.0,1
157.0,68.0,,,,Mini ITX Tower,-89.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
30.4,170.0,120.0,3,360.0,ATX Mid Tower,139.6,1
60.0,55.0,,,360.0,Mini ITX Tower,-5.0,0
52.0,160.0,120.0,3,360.0,ATX Mid Tower,108.0,1
133.0,70.0,,,,Mini ITX Tower,-63.0,0
157.0,70.0,,,,Mini ITX Tower,-87.0,0
157.0,70.0,,,,HTPC,-87.0,0
60.0,50.0,120.0,2,360.0,Mini ITX Tower,-10.0,0
92.0,180.0,120.0,,240.0,ATX Mid Tower,88.0,1
66.0,160.0,120.0,3,360.0,ATX Mid Tower,94.0,1
135.0,179.0,,,,ATX Mid Tower,44.0,1
157.0,85.0,,,,Mini ITX Tower,-72.0,0
156.0,155.0,,,,ATX Mid Tower,-1.0,0
153.0,140.0,,,,Mini ITX Tower,-13.0,0
154.0,138.0,,,,HTPC,-16.0,0
156.0,165.0,,,,ATX Mid Tower,9.0,1
66.0,167.0,,,360.0,ATX Mid Tower,101.0,1
165.0,170.0,,,,ATX Mid Tower,5.0,1
65.0,170.0,,,240.0,ATX Mid Tower,105.0,1
47.0,165.0,,,360.0,Micro ATX Mini Tower,118.0,1
65.0,83.0,,,360.0,Mini ITX Tower,18.0,1
160.0,174.0,,,,ATX Mid Tower,14.0,1
148.0,165.0,,,,Micro ATX Mini Tower,17.0,1
51.0,180.0,,,420.0,ATX Mid Tower,129.0,1
160.0,145.0,,,,ATX Mid Tower,-15.0,0
47.0,45.0,,,,Mini ITX Tower,-2.0,0
145.0,179.0,,,,ATX Mid Tower,34.0,1
70.0,180.5,,,,EATX Mid Tower,110.5,1
136.0,70.0,,,,Mini ITX Tower,-66.0,0
167.0,120.0,,,,Mini ITX Tower,-47.0,0
136.0,188.0,,,,ATX Mid Tower,52.0,1
171.0,160.0,,,,ATX Mid Tower,-11.0,0
155.0,169.0,,,,ATX Mid Tower,14.0,1
158.0,85.0,,,,Mini ITX Tower,-73.0,0
53.0,180.0,,,,ATX Mid Tower,127.0,1
150.0,75.0,,,,Micro ATX Mini Tower,-75.0,0
65.0,170.0,,,360.0,ATX Mid Tower,105.0,1
166.0,163.5,,,,Micro ATX Mid Tower,-2.5,0
168.0,160.0,120.0,,,Micro ATX Mid Tower,-8.0,0
160.0,155.0,,,,Mini ITX Tower,-5.0,0
165.0,140.0,,,,Mini ITX Tower,-25.0,0
64.0,58.0,,,240.0,HTPC,-6.0,0
159.0,173.0,,,,ATX Mid Tower,14.0,1
154.0,70.0,,,,HTPC,-84.0,0
160.0,85.0,140.0,2,280.0,Mini ITX Tower,-75.0,0
127.0,160.0,100.0,2,,Micro ATX Mini Tower,33.0,1
42.0,70.0,,,360.0,Mini ITX Tower,28.0,1
155.0,70.0,,,,Mini ITX Tower,-85.0,0
158.0,70.0,140.0,2,,HTPC,-88.0,0
165.0,138.0,,,,HTPC,-27.0,0
127.0,70.0,,,,HTPC,-57.0,0
157.0,165.0,,,,ATX Mid Tower,8.0,1
65.0,200.0,280.0,1,280.0,ATX Full Tower,135.0,1
158.0,70.0,,,,HTPC,-88.0,0
78.0,70.0,120.0,3,360.0,Mini ITX Tower,-8.0,0
154.0,140.0,,,,Mini ITX Tower,-14.0,0
54.0,160.0,,,240.0,ATX Mid Tower,106.0,1
160.0,175.0,,,,ATX Mid Tower,15.0,1
158.0,172.0,,,,Mini ITX Tower,14.0,1
158.0,155.0,,,,Mini ITX Tower,-3.0,0
160.0,170.0,,,,Mini ITX Tower,10.0,1
79.0,210.0,,,,Micro ATX Mini Tower,131.0,1
157.0,38.0,,,,Mini ITX Tower,-119.0,0
159.0,165.0,,,,ATX Mid Tower,6.0,1
135.0,160.0,,,,Micro ATX Mini Tower,25.0,1
160.0,165.0,,,,ATX Mid Tower,5.0,1
160.0,155.0,,,,Micro ATX Mini Tower,-5.0,0
137.0,171.0,,,,ATX Mid Tower,34.0,1
160.0,159.0,,,,Micro ATX Mid Tower,-1.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
149.0,65.0,,,,Micro ATX Mini Tower,-84.0,0
63.0,190.0,,,360.0,ATX Mid Tower,127.0,1
45.0,160.0,,,,ATX Mid Tower,115.0,1
62.0,165.0,,,240.0,ATX Mid Tower,103.0,1
156.0,151.0,,,,ATX Mid Tower,-5.0,0
166.0,160.0,,,,ATX Mid Tower,-6.0,0
137.0,135.0,,,,Micro ATX Mid Tower,-2.0,0
165.0,70.0,,,,Mini ITX Tower,-95.0,0
159.0,184.0,,,,ATX Mid Tower,25.0,1
160.0,50.0,,,,Mini ITX Tower,-110.0,0
54.0,180.0,,,420.0,ATX Mid Tower,126.0,1
160.0,170.0,,,,ATX Mid Tower,10.0,1
152.0,150.0,,,,ATX Mid Tower,-2.0,0
116.0,85.0,120.0,3,360.0,Mini ITX Tower,-31.0,0
62.0,183.0,,,240.0,ATX Mid Tower,121.0,1
70.0,55.0,,,360.0,Mini ITX Tower,-15.0,0
157.0,163.5,,,,Micro ATX Mid Tower,6.5,1
168.0,163.5,,,,Micro ATX Mid Tower,-4.5,0
186.0,175.0,120.0,3,360.0,ATX Mid Tower,-11.0,0
145.0,190.0,,,,ATX Mid Tower,45.0,1
67.0,170.0,,,360.0,ATX Mid Tower,103.0,1
64.0,58.0,,,240.0,HTPC,-6.0,0
69.0,185.0,140.0,3,420.0,ATX Mid Tower,116.0,1
154.0,70.0,,,,HTPC,-84.0,0
155.0,165.0,,,,ATX Full Tower,10.0,1
166.0,160.0,120.0,,,EATX Mid Tower,-6.0,0
160.0,155.0,,,,ATX Mid Tower,-5.0,0
124.0,70.0,,,,Mini ITX Tower,-54.0,0
158.0,155.0,,,,Micro ATX Mini Tower,-3.0,0
155.0,160.0,120.0,1,,Micro ATX Mini Tower,5.0,1
65.0,180.0,,,360.0,ATX Mid Tower,115.0,1
158.0,185.0,140.0,2,,ATX Mid Tower,27.0,1
154.0,67.0,120.0,2,,Mini ITX Tower,-87.0,0
154.0,150.0,,,,Micro ATX Mid Tower,-4.0,0
79.0,210.0,,,,ATX Mid Tower,131.0,1
67.0,185.0,,,,ATX Mid Tower,118.0,1
63.0,70.0,,,360.0,Mini ITX Tower,7.0,1
158.0,180.0,140.0,2,,ATX Mid Tower,22.0,1
56.0,198.0,120.0,3,360.0,ATX Full Tower,142.0,1
158.0,184.0,,,,ATX Mid Tower,26.0,1
66.0,180.0,,,,ATX Mid Tower,114.0,1
68.0,183.0,120.0,3,360.0,ATX Mid Tower,115.0,1
165.0,70.0,,,,HTPC,-95.0,0
72.0,65.0,,,,HTPC,-7.0,0
159.0,157.0,,,,Micro ATX Mini Tower,-2.0,0
152.0,150.0,120.0,1,,Micro ATX Mini Tower,-2.0,0
161.0,160.0,,,,ATX Mid Tower,-1.0,0
156.0,178.0,,,,ATX Mid Tower,22.0,1
169.0,165.0,,,,ATX Mid Tower,-4.0,0
160.0,150.0,,,,Micro ATX Mini Tower,-10.0,0
116.0,165.0,140.0,2,280.0,ATX Mid Tower,49.0,1
160.0,138.0,,,,HTPC,-22.0,0
69.0,61.0,,,360.0,Mini ITX Tower,-8.0,0
159.0,55.0,,,,Mini ITX Tower,-104.0,0
167.0,82.0,,,,Micro ATX Mini Tower,-85.0,0
54.0,160.0,,,240.0,Micro ATX Mid Tower,106.0,1
169.0,165.0,,,,ATX Mid Tower,-4.0,0
47.0,68.0,,,,Mini ITX Tower,21.0,1
165.0,170.0,,,,ATX Mid Tower,5.0,1
166.0,160.0,120.0,,,ATX Mini Tower,-6.0,0
160.0,156.0,,,,Micro ATX Mid Tower,-4.0,0
165.0,162.0,,,,ATX Mid Tower,-3.0,0
160.0,168.0,,,,ATX Mid Tower,8.0,1
65.0,190.0,,,240.0,ATX Mid Tower,125.0,1
159.0,120.0,,,,Mini ITX Tower,-39.0,0
170.0,165.0,,,,Micro ATX Mini Tower,-5.0,0
156.0,210.0,,,,Micro ATX Mini Tower,54.0,1
157.0,68.0,,,,Mini ITX Tower,-89.0,0
166.0,165.0,120.0,,,Micro ATX Mini Tower,-1.0,0
158.0,158.0,,,,Micro ATX Mini Tower,0.0,1
154.0,150.0,120.0,2,,Micro ATX Mid Tower,-4.0,0
136.0,170.0,,,,Micro ATX Mid Tower,34.0,1
58.0,160.0,,,240.0,ATX Mid Tower,102.0,1
54.0,170.0,,,240.0,ATX Mid Tower,116.0,1
60.0,169.0,,,,ATX Mid Tower,109.0,1
166.0,146.0,120.0,,,HTPC,-20.0,0
94.5,45.0,140.0,2,280.0,Mini ITX Tower,-49.5,0
62.0,175.0,,,240.0,ATX Mid Tower,113.0,1
48.0,170.0,,,120.0,ATX Mid Tower,122.0,1
148.0,159.0,120.0,,,ATX Mid Tower,11.0,1
157.0,155.0,,,,ATX Mid Tower,-2.0,0
155.0,82.0,,,,Micro ATX Mid Tower,-73.0,0
162.0,160.0,,,,Micro ATX Mid Tower,-2.0,0
158.0,90.0,,,,Micro ATX Desktop,-68.0,0
63.0,188.0,,,,EATX Mid Tower,125.0,1
153.0,68.0,,,,Mini ITX Tower,-85.0,0
123.0,65.0,,,,HTPC,-58.0,0
165.0,148.0,,,,Micro ATX Mini Tower,-17.0,0
164.0,160.0,,,,ATX Mid Tower,-4.0,0
155.0,70.0,,,,HTPC,-85.0,0
157.0,163.5,,,,Micro ATX Mini Tower,6.5,1
160.0,155.0,,,,ATX Mid Tower,-5.0,0
158.0,114.0,,,,Mini ITX Tower,-44.0,0
160.0,140.0,,,,Mini ITX Tower,-20.0,0
150.0,68.0,,,,Mini ITX Tower,-82.0,0
166.0,157.0,,,,ATX Mid Tower,-9.0,0
70.0,195.0,,,,ATX Mid Tower,125.0,1
154.0,77.0,,,,HTPC,-77.0,0
84.0,195.0,,,,ATX Full Tower,111.0,1
166.0,165.0,,,,ATX Mid Tower,-1.0,0
155.0,68.0,,,,Mini ITX Tower,-87.0,0
30.4,175.0,120.0,3,360.0,ATX Mid Tower,144.6,1
153.0,77.0,,,,Mini ITX Tower,-76.0,0
136.0,185.0,,,,ATX Mid Tower,49.0,1
146.0,65.0,,,,Micro ATX Mini Tower,-81.0,0
160.0,156.0,,,,ATX Mid Tower,-4.0,0
116.0,171.0,140.0,2,280.0,ATX Mid Tower,55.0,1
155.0,160.0,,,,ATX Mid Tower,5.0,1
172.0,185.0,,,,ATX Mid Tower,13.0,1
137.0,160.0,,,,ATX Mid Tower,23.0,1
113.0,210.0,,,,Micro ATX Mini Tower,97.0,1
