cooler_height,case_cooler_clearance,cooler_fan_size,cooler_fan_quantity,radiator_size,case_form_factor,height_difference,label
158.0,170.0,,,,ATX Mid Tower,12.0,1
163.0,175.0,,,,ATX Mid Tower,12.0,1
154.0,175.0,,,,ATX Mid Tower,21.0,1
125.0,187.0,,,,ATX Mid Tower,62.0,1
66.0,168.0,,,360.0,ATX Mid Tower,102.0,1
160.0,120.0,,,,Mini ITX Tower,-40.0,0
159.0,154.0,,,,Micro ATX Mid Tower,-5.0,0
53.0,170.0,120.0,2,240.0,ATX Mid Tower,117.0,1
84.0,185.0,360.0,3,360.0,ATX Mid Tower,101.0,1
157.0,145.0,,,,ATX Mid Tower,-12.0,0
38.0,185.0,,,240.0,ATX Mid Tower,147.0,1
159.0,160.0,,,,ATX Mid Tower,1.0,1
160.0,155.0,,,,ATX Mid Tower,-5.0,0
155.0,50.0,120.0,,,Mini ITX Tower,-105.0,0
137.0,180.0,,,,ATX Mid Tower,43.0,1
65.0,173.0,120.0,3,360.0,ATX Mid Tower,108.0,1
162.0,155.0,,,,ATX Mid Tower,-7.0,0
62.0,167.0,,,,Micro ATX Mid Tower,105.0,1
160.0,180.0,,,,ATX Mid Tower,20.0,1
54.0,160.0,,,360.0,ATX Mid Tower,106.0,1
51.0,173.0,,,360.0,ATX Mid Tower,122.0,1
149.0,156.0,,,,Micro ATX Mini Tower,7.0,1
134.0,188.0,120.0,,,EATX Mid Tower,54.0,1
160.0,150.0,,,,Micro ATX Mid Tower,-10.0,0
53.0,182.0,,,,ATX Full Tower,129.0,1
150.0,70.0,,,,HTPC,-80.0,0
168.0,160.0,,,,ATX Full Tower,-8.0,0
68.0,165.0,,,,ATX Mid Tower,97.0,1
157.0,85.0,,,,Mini ITX Tower,-72.0,0
157.0,156.0,120.0,2,,ATX Mid Tower,-1.0,0
64.0,190.0,,,,ATX Mid Tower,126.0,1
65.0,160.0,280.0,1,280.0,ATX Mid Tower,95.0,1
150.0,61.0,,,,Mini ITX Tower,-89.0,0
167.0,159.0,,,,Micro ATX Mini Tower,-8.0,0
62.0,159.0,,,240.0,Micro ATX Mid Tower,97.0,1
157.0,155.0,,,,ATX Mid Tower,-2.0,0
153.0,172.0,,,,ATX Mid Tower,19.0,1
157.0,68.0,,,,Mini ITX Tower,-89.0,0
60.0,185.0,,,360.0,ATX Full Tower,125.0,1
164.0,160.0,,,,ATX Mid Tower,-4.0,0
154.0,155.0,,,,ATX Mid Tower,1.0,1
93.0,185.0,,,,ATX Full Tower,92.0,1
154.0,88.2,,,,ATX Mid Tower,-65.8,0
91.0,82.0,120.0,3,360.0,Mini ITX Tower,-9.0,0
159.0,154.0,,,,Micro ATX Mid Tower,-5.0,0
70.0,170.0,,,,ATX Mid Tower,100.0,1
66.1,170.0,120.0,3,360.0,ATX Mid Tower,103.9,1
30.0,163.0,,,,ATX Mid Tower,133.0,1
157.0,190.0,120.0,2,,ATX Mid Tower,33.0,1
154.0,155.0,,,,ATX Mid Tower,1.0,1
156.0,200.0,,,,ATX Full Tower,44.0,1
51.0,178.0,,,420.0,ATX Mid Tower,127.0,1
125.0,170.0,,,,Micro ATX Mid Tower,45.0,1
165.0,156.0,,,,ATX Mid Tower,-9.0,0
65.0,175.0,360.0,1,360.0,ATX Mid Tower,110.0,1
154.0,160.0,,,,ATX Mid Tower,6.0,1
52.0,88.2,,,240.0,ATX Mid Tower,36.2,1
89.9,75.0,120.0,3,360.0,Micro ATX Mini Tower,-14.9,0
89.8,70.0,120.0,3,360.0,Mini ITX Tower,-19.8,0
78.0,70.0,,,360.0,Mini ITX Tower,-8.0,0
161.0,160.0,,,,ATX Mid Tower,-1.0,0
67.0,61.0,,,240.0,Mini ITX Tower,-6.0,0
69.0,173.0,,,,Micro ATX Mini Tower,104.0,1
169.0,165.0,,,,ATX Mid Tower,-4.0,0
113.0,180.0,,,,ATX Mid Tower,67.0,1
159.0,170.0,,,,ATX Mid Tower,11.0,1
148.0,185.0,,,,ATX Mid Tower,37.0,1
148.0,180.5,,,,EATX Mid Tower,32.5,1
160.0,156.0,,,,ATX Mid Tower,-4.0,0
158.0,155.0,,,,Micro ATX Mid Tower,-3.0,0
68.0,190.0,,,,ATX Mid Tower,122.0,1
158.0,140.0,,,,Micro ATX Mini Tower,-18.0,0
155.0,85.0,,,,Mini ITX Tower,-70.0,0
82.0,162.0,,3,360.0,Micro ATX Mid Tower,80.0,1
55.0,175.0,,,360.0,ATX Mid Tower,120.0,1
160.0,159.0,,,,Micro ATX Mini Tower,-1.0,0
59.0,157.0,,,,ATX Mid Tower,98.0,1
56.0,185.0,,,360.0,ATX Mid Tower,129.0,1
70.0,170.0,,,420.0,ATX Mid Tower,100.0,1
52.0,167.0,,,360.0,ATX Full Tower,115.0,1
156.0,170.0,,,,ATX Mid Tower,14.0,1
157.0,82.0,,,,Micro ATX Desktop,-75.0,0
151.0,185.0,120.0,2,,ATX Mid Tower,34.0,1
163.0,160.0,,,,ATX Mid Tower,-3.0,0
156.0,184.0,,,,ATX Mid Tower,28.0,1
159.0,170.0,120.0,1,,ATX Mid Tower,11.0,1
165.0,155.0,,,,Micro ATX Mid Tower,-10.0,0
154.0,38.0,,,,Mini ITX Tower,-116.0,0
160.0,145.0,,,,ATX Mid Tower,-15.0,0
158.0,155.0,,,,Micro ATX Mini Tower,-3.0,0
165.0,155.0,,,,Micro ATX Mid Tower,-10.0,0
153.0,130.0,,,,Mini ITX Tower,-23.0,0
160.0,159.0,,,,ATX Mid Tower,-1.0,0
164.0,160.0,,,,Micro ATX Mini Tower,-4.0,0
159.0,148.0,,,,Micro ATX Mini Tower,-11.0,0
154.0,193.0,,,,ATX Full Tower,39.0,1
160.0,190.0,,,,ATX Full Tower,30.0,1
66.0,180.5,,,360.0,EATX Mid Tower,114.5,1
169.0,165.0,,,,ATX Mid Tower,-4.0,0
165.0,150.0,,,,ATX Mid Tower,-15.0,0
151.0,168.0,,,,EATX Mid Tower,17.0,1
157.0,138.0,,,,HTPC,-19.0,0
155.0,185.0,,,,ATX Mid Tower,30.0,1
155.0,145.0,,,,ATX Mid Tower,-10.0,0
160.0,155.0,,,,Micro ATX Mini Tower,-5.0,0
166.0,67.0,,,,Mini ITX Tower,-99.0,0
152.0,164.0,,,,ATX Mid Tower,12.0,1
158.0,177.0,,,,ATX Full Tower,19.0,1
153.0,140.0,,,,Mini ITX Tower,-13.0,0
69.0,182.0,140.0,3,420.0,ATX Full Tower,113.0,1
133.0,170.0,,,,ATX Mid Tower,37.0,1
75.0,140.0,120.0,2,240.0,Mini ITX Tower,65.0,1
158.0,70.0,,,,HTPC,-88.0,0
166.0,83.0,,,,Mini ITX Tower,-83.0,0
155.0,145.0,,,,ATX Mid Tower,-10.0,0
125.0,77.0,120.0,2,240.0,Mini ITX Tower,-48.0,0
154.0,70.0,,,,HTPC,-84.0,0
142.0,138.0,,,,HTPC,-4.0,0
154.0,182.0,,,,ATX Full Tower,28.0,1
154.0,48.0,,,,Mini ITX Tower,-106.0,0
123.0,70.0,,,,HTPC,-53.0,0
155.0,70.0,120.0,1,,Mini ITX Tower,-85.0,0
65.0,165.0,,,,ATX Mid Tower,100.0,1
25.0,185.0,,,,ATX Mid Tower,160.0,1
86.4,65.0,120.0,3,360.0,Mini ITX Tower,-21.4,0
160.0,82.0,,,,Micro ATX Mini Tower,-78.0,0
47.0,155.0,,,,ATX Mid Tower,108.0,1
172.0,163.0,,,,ATX Mid Tower,-9.0,0
110.0,90.0,,,,Micro ATX Desktop,-20.0,0
145.0,70.0,,,,HTPC,-75.0,0
160.0,165.0,,,,Micro ATX Mini Tower,5.0,1
77.0,175.0,,,,ATX Mid Tower,98.0,1
154.0,88.2,,,,ATX Mid Tower,-65.8,0
127.0,57.0,,,,Mini ITX Tower,-70.0,0
160.0,148.0,,,,Micro ATX Mini Tower,-12.0,0
155.0,67.0,120.0,,,Mini ITX Tower,-88.0,0
156.0,155.0,,,,Micro ATX Mid Tower,-1.0,0
154.0,138.0,,,,HTPC,-16.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
158.0,75.0,,,,Mini ITX Tower,-83.0,0
154.0,156.0,,,,ATX Mid Tower,2.0,1
155.0,210.0,,,,Mini ITX Tower,55.0,1
130.0,180.0,,,,ATX Mid Tower,50.0,1
116.0,170.0,140.0,2,280.0,ATX Mid Tower,54.0,1
134.0,77.0,120.0,,,Mini ITX Tower,-57.0,0
157.0,156.0,,,,ATX Mid Tower,-1.0,0
170.0,166.0,,,,ATX Mid Tower,-4.0,0
159.0,156.0,,,,Micro ATX Mid Tower,-3.0,0
154.0,148.0,,,,Micro ATX Mini Tower,-6.0,0
52.0,185.0,,,360.0,ATX Mid Tower,133.0,1
155.0,165.0,,,,ATX Mid Tower,10.0,1
141.0,160.0,,,,ATX Mid Tower,19.0,1
165.0,200.0,,,,ATX Full Tower,35.0,1
166.0,150.0,,,,Micro ATX Mini Tower,-16.0,0
57.0,70.0,,,360.0,HTPC,13.0,1
165.0,160.0,,,,ATX Mid Tower,-5.0,0
61.0,190.0,,,,ATX Mid Tower,129.0,1
135.0,70.0,,,,HTPC,-65.0,0
169.0,166.0,,,,ATX Mid Tower,-3.0,0
55.0,180.0,,,360.0,EATX Mid Tower,125.0,1
112.0,61.0,,,,Mini ITX Tower,-51.0,0
155.0,180.0,,,,ATX Mid Tower,25.0,1
160.0,82.0,,,,Micro ATX Desktop,-78.0,0
165.0,160.0,,,,Micro ATX Mini Tower,-5.0,0
160.0,77.0,,,,HTPC,-83.0,0
80.0,138.0,120.0,2,240.0,HTPC,58.0,1
136.0,77.0,,,,HTPC,-59.0,0
155.0,185.0,120.0,1,,ATX Mid Tower,30.0,1
93.0,160.0,,,,ATX Mid Tower,67.0,1
154.0,175.0,,,,ATX Mid Tower,21.0,1
67.0,185.0,,,,ATX Mid Tower,118.0,1
150.0,165.0,120.0,1,,ATX Mid Tower,15.0,1
157.0,146.0,,,,HTPC,-11.0,0
163.0,175.0,,,,ATX Mid Tower,12.0,1
62.0,185.0,,,360.0,ATX Full Tower,123.0,1
47.0,182.0,,,,ATX Full Tower,135.0,1
154.0,160.0,,,,ATX Mini Tower,6.0,1
154.0,188.0,,,,EATX Mid Tower,34.0,1
163.0,156.0,,,,Micro ATX Mini Tower,-7.0,0
154.0,154.0,120.0,2,,Micro ATX Mid Tower,0.0,1
158.0,187.0,,,,ATX Mid Tower,29.0,1
62.0,165.0,,,240.0,ATX Mid Tower,103.0,1
155.0,170.0,,,,ATX Full Tower,15.0,1
166.0,154.0,,,,Micro ATX Mid Tower,-12.0,0
69.0,210.0,120.0,2,240.0,Micro ATX Mini Tower,141.0,1
157.0,130.0,,,,Mini ITX Tower,-27.0,0
53.0,170.0,120.0,2,240.0,Mini ITX Tower,117.0,1
186.0,165.0,120.0,3,360.0,Micro ATX Mini Tower,-21.0,0
155.0,180.0,,,,ATX Mid Tower,25.0,1
14.0,164.0,,,,ATX Mid Tower,150.0,1
62.0,175.0,,,240.0,ATX Mid Tower,113.0,1
159.0,165.0,,,,ATX Mid Tower,6.0,1
166.0,165.0,,,,Micro ATX Mini Tower,-1.0,0
77.7,70.0,120.0,3,360.0,Mini ITX Tower,-7.7,0
158.0,170.0,,,,ATX Mid Tower,12.0,1
158.0,155.0,,,,Mini ITX Tower,-3.0,0
53.0,182.0,,,240.0,ATX Full Tower,129.0,1
60.0,175.0,120.0,3,360.0,ATX Mid Tower,115.0,1
28.0,190.0,,,,ATX Mid Tower,162.0,1
28.0,185.0,,,,ATX Full Tower,157.0,1
84.0,83.0,,,,Mini ITX Tower,-1.0,0
165.0,158.0,,,,ATX Mid Tower,-7.0,0
77.0,165.0,,,,ATX Mid Tower,88.0,1
156.0,82.0,,,,Micro ATX Desktop,-74.0,0
155.0,65.0,120.0,1,,Micro ATX Mini Tower,-90.0,0
136.0,180.0,,,,ATX Mid Tower,44.0,1
136.0,173.0,,,,ATX Mid Tower,37.0,1
52.0,156.0,,,120.0,ATX Mid Tower,104.0,1
45.0,180.0,,,,Micro ATX Mini Tower,135.0,1
116.0,160.0,140.0,2,280.0,ATX Mid Tower,44.0,1
112.0,180.0,,,,ATX Mid Tower,68.0,1
162.0,160.0,,,,Micro ATX Mini Tower,-2.0,0
68.0,120.0,,,240.0,Mini ITX Tower,52.0,1
150.0,57.0,,,,Mini ITX Tower,-93.0,0
158.0,160.0,,,,ATX Mid Tower,2.0,1
148.0,90.0,,,,Micro ATX Desktop,-58.0,0
66.0,170.0,,,360.0,ATX Mid Tower,104.0,1
160.0,185.0,120.0,2,,ATX Mid Tower,25.0,1
58.0,168.0,,,240.0,EATX Mid Tower,110.0,1
154.0,155.0,,,,ATX Mid Tower,1.0,1
159.0,85.0,,,,Mini ITX Tower,-74.0,0
23.0,185.0,,,,ATX Mid Tower,162.0,1
110.0,156.0,,,,Micro ATX Mid Tower,46.0,1
91.0,82.0,120.0,3,360.0,Micro ATX Desktop,-9.0,0
154.0,210.0,,,,ATX Mid Tower,56.0,1
130.0,178.0,,,,ATX Mid Tower,48.0,1
69.0,38.0,,,360.0,Mini ITX Tower,-31.0,0
165.0,155.0,,,,Micro ATX Mid Tower,-10.0,0
130.0,61.0,,,,Mini ITX Tower,-69.0,0
60.0,155.0,120.0,3,360.0,ATX Mid Tower,95.0,1
133.0,83.0,,,,Mini ITX Tower,-50.0,0
100.0,180.0,,,240.0,ATX Mid Tower,80.0,1
139.0,138.0,,,,HTPC,-1.0,0
158.0,145.0,,,,ATX Mid Tower,-13.0,0
72.0,210.0,120.0,3,360.0,ATX Mid Tower,138.0,1
131.0,120.0,,,,Mini ITX Tower,-11.0,0
155.0,188.0,,,,ATX Mid Tower,33.0,1
154.0,170.0,,,,Micro ATX Mid Tower,16.0,1
150.0,170.0,,,,ATX Mid Tower,20.0,1
157.0,170.0,,,,ATX Mid Tower,13.0,1
86.0,61.0,,,,Mini ITX Tower,-25.0,0
157.0,70.0,120.0,2,,Mini ITX Tower,-87.0,0
154.0,170.0,,,,Micro ATX Mini Tower,16.0,1
163.0,170.0,,,,Micro ATX Mid Tower,7.0,1
150.0,48.0,,,,Mini ITX Tower,-102.0,0
59.0,160.0,,,360.0,Micro ATX Mini Tower,101.0,1
154.0,163.5,,,,Micro ATX Mid Tower,9.5,1
49.0,167.0,,,360.0,ATX Mid Tower,118.0,1
123.0,68.0,92.0,1,,Mini ITX Tower,-55.0,0
160.0,140.0,,,,Mini ITX Tower,-20.0,0
58.0,163.0,,,240.0,ATX Mid Tower,105.0,1
160.0,175.0,,,,ATX Mid Tower,15.0,1
162.0,160.0,,,,ATX Mid Tower,-2.0,0
168.0,160.0,,,,EATX Mid Tower,-8.0,0
167.0,160.0,,,,ATX Mid Tower,-7.0,0
63.0,185.0,,,,ATX Mid Tower,122.0,1
45.0,85.0,,,,Mini ITX Tower,40.0,1
148.0,82.0,,,,Micro ATX Mini Tower,-66.0,0
37.0,165.0,,,,ATX Mid Tower,128.0,1
160.0,82.0,,,,Micro ATX Mini Tower,-78.0,0
150.0,70.0,,,,HTPC,-80.0,0
62.0,160.0,,,240.0,ATX Mid Tower,98.0,1
153.0,165.0,,,,ATX Mid Tower,12.0,1
153.0,166.0,,,,ATX Mid Tower,13.0,1
162.0,160.0,,,,Micro ATX Mid Tower,-2.0,0
69.0,195.0,,,240.0,ATX Full Tower,126.0,1
68.0,170.0,,,240.0,ATX Mid Tower,102.0,1
155.0,161.0,120.0,1,,Micro ATX Mid Tower,6.0,1
59.0,190.0,,,,ATX Full Tower,131.0,1
140.0,165.0,,,,ATX Mid Tower,25.0,1
70.0,184.0,,,240.0,ATX Mid Tower,114.0,1
159.0,155.0,120.0,1,,ATX Mid Tower,-4.0,0
158.0,68.0,,,,Mini ITX Tower,-90.0,0
165.0,55.0,,,,Mini ITX Tower,-110.0,0
162.0,65.0,,,,HTPC,-97.0,0
68.0,190.0,,,240.0,ATX Full Tower,122.0,1
58.0,159.0,,,240.0,Micro ATX Mini Tower,101.0,1
27.0,167.0,,,,EATX Mid Tower,140.0,1
151.0,70.0,120.0,2,,Mini ITX Tower,-81.0,0
159.0,155.0,,,,ATX Mid Tower,-4.0,0
162.0,155.0,,,,Micro ATX Mini Tower,-7.0,0
170.0,165.0,,,,ATX Mid Tower,-5.0,0
101.0,167.0,120.0,3,360.0,Micro ATX Mini Tower,66.0,1
137.0,67.0,,,,Mini ITX Tower,-70.0,0
48.0,165.0,,,120.0,ATX Mid Tower,117.0,1
63.0,173.0,,,360.0,ATX Mid Tower,110.0,1
85.0,185.0,,,360.0,ATX Mid Tower,100.0,1
160.0,180.0,,,,ATX Mid Tower,20.0,1
69.0,61.0,,,360.0,Mini ITX Tower,-8.0,0
54.0,174.0,,,360.0,ATX Mid Tower,120.0,1
154.0,140.0,,,,Micro ATX Mini Tower,-14.0,0
166.0,162.0,,,,ATX Mid Tower,-4.0,0
160.0,169.0,,,,ATX Mid Tower,9.0,1
162.0,70.0,,,,HTPC,-92.0,0
135.0,70.0,92.0,,,Mini ITX Tower,-65.0,0
60.0,165.0,,,240.0,ATX Mid Tower,105.0,1
148.0,65.0,,,,Mini ITX Tower,-83.0,0
165.0,81.0,,,,Micro ATX Slim Tower,-84.0,0
150.0,185.0,,,,ATX Full Tower,35.0,1
125.0,210.0,,,,ATX Mid Tower,85.0,1
158.0,67.0,,,,Mini ITX Tower,-91.0,0
156.0,110.0,,,,Mini ITX Tower,-46.0,0
130.0,170.0,,,,ATX Mid Tower,40.0,1
158.0,150.0,,,,ATX Mid Tower,-8.0,0
158.0,171.0,,,,ATX Mid Tower,13.0,1
41.0,175.0,,,,ATX Mid Tower,134.0,1
155.0,146.0,120.0,2,,ATX Mid Tower,-9.0,0
160.0,155.0,,,,ATX Mid Tower,-5.0,0
151.0,61.0,120.0,2,,Mini ITX Tower,-90.0,0
160.0,67.0,,,,Mini ITX Tower,-93.0,0
52.0,170.0,120.0,3,360.0,Micro ATX Desktop,118.0,1
159.0,61.0,,,,Mini ITX Tower,-98.0,0
150.0,83.0,,,,Mini ITX Tower,-67.0,0
120.0,162.0,,,,Micro ATX Mid Tower,42.0,1
160.0,70.0,,,,HTPC,-90.0,0
154.0,61.0,,,,Mini ITX Tower,-93.0,0
154.0,160.0,,,,ATX Mid Tower,6.0,1
158.0,166.0,,,,ATX Mid Tower,8.0,1
77.7,61.0,120.0,3,360.0,Mini ITX Tower,-16.7,0
37.0,166.0,,,,ATX Mid Tower,129.0,1
67.0,168.0,,,360.0,ATX Mid Tower,101.0,1
172.0,160.0,,,,ATX Mid Tower,-12.0,0
77.0,47.0,,,,Micro ATX Desktop,-30.0,0
62.0,180.0,120.0,3,360.0,ATX Mid Tower,118.0,1
53.0,172.0,120.0,3,360.0,ATX Mid Tower,119.0,1
159.0,70.0,,,,HTPC,-89.0,0
163.0,160.0,,,,ATX Mid Tower,-3.0,0
165.0,150.0,,,,Micro ATX Mini Tower,-15.0,0
155.0,175.0,,,,ATX Mid Tower,20.0,1
165.0,50.0,,,,Mini ITX Tower,-115.0,0
166.0,170.0,,,,ATX Mid Tower,4.0,1
160.0,120.0,,,,Mini ITX Tower,-40.0,0
62.0,61.0,,,240.0,Mini ITX Tower,-1.0,0
163.0,162.0,120.0,,,ATX Mid Tower,-1.0,0
155.0,165.0,,,,Micro ATX Mini Tower,10.0,1
53.0,160.0,,,240.0,ATX Mid Tower,107.0,1
158.0,150.0,,,,ATX Mid Tower,-8.0,0
132.0,167.0,,,,EATX Mid Tower,35.0,1
162.0,160.0,135.0,2,,ATX Mid Tower,-2.0,0
159.0,180.0,,,,ATX Mid Tower,21.0,1
85.0,70.0,,,360.0,Mini ITX Tower,-15.0,0
159.0,55.0,,,,Mini ITX Tower,-104.0,0
42.0,162.0,,,120.0,ATX Mid Tower,120.0,1
168.0,167.0,120.0,,,ATX Full Tower,-1.0,0
42.0,172.0,,,240.0,Mini ITX Tower,130.0,1
67.0,190.0,,,360.0,ATX Mid Tower,123.0,1
165.0,83.0,,,,Mini ITX Tower,-82.0,0
145.0,140.0,,,,Mini ITX Tower,-5.0,0
162.0,210.0,,,,Micro ATX Mini Tower,48.0,1
165.0,160.0,,,,Micro ATX Mid Tower,-5.0,0
163.0,155.0,,,,Micro ATX Mini Tower,-8.0,0
170.0,160.0,,,,ATX Mid Tower,-10.0,0
158.0,163.0,,,,ATX Mid Tower,5.0,1
60.0,68.0,140.0,2,280.0,Mini ITX Tower,8.0,1
155.0,162.0,,,,ATX Mid Tower,7.0,1
52.0,157.0,,,240.0,Micro ATX Mini Tower,105.0,1
47.0,145.0,,,,ATX Mid Tower,98.0,1
155.0,58.0,,,,HTPC,-97.0,0
122.0,110.0,,,,Mini ITX Tower,-12.0,0
27.0,187.0,,,,ATX Mid Tower,160.0,1
168.0,70.0,,,,Mini ITX Tower,-98.0,0
165.0,175.0,120.0,2,,ATX Mid Tower,10.0,1
150.0,160.0,,,,EATX Mid Tower,10.0,1
56.0,165.0,120.0,3,360.0,ATX Mid Tower,109.0,1
159.0,210.0,,,,ATX Mid Tower,51.0,1
62.0,185.0,,,360.0,ATX Full Tower,123.0,1
155.0,165.0,,,,Micro ATX Mini Tower,10.0,1
62.0,165.0,,,240.0,Micro ATX Mini Tower,103.0,1
156.0,177.0,,,,ATX Full Tower,21.0,1
68.0,170.0,,,360.0,ATX Mid Tower,102.0,1
55.0,160.0,,,,ATX Mini Tower,105.0,1
159.0,195.0,,,,ATX Full Tower,36.0,1
161.0,160.0,,,,ATX Mid Tower,-1.0,0
158.0,77.0,,,,Mini ITX Tower,-81.0,0
154.0,182.0,,,,Mini ITX Tower,28.0,1
73.0,190.0,120.0,2,240.0,ATX Full Tower,117.0,1
45.0,160.0,,,,ATX Mid Tower,115.0,1
157.0,88.2,,,,ATX Mid Tower,-68.8,0
151.0,195.0,120.0,2,,ATX Full Tower,44.0,1
147.0,175.0,,,,ATX Mid Tower,28.0,1
62.0,165.0,120.0,3,360.0,ATX Mid Tower,103.0,1
154.0,120.0,,,,Mini ITX Tower,-34.0,0
101.0,163.5,120.0,2,240.0,Micro ATX Mid Tower,62.5,1
135.0,165.0,,,,ATX Full Tower,30.0,1
154.0,190.0,,,,ATX Mid Tower,36.0,1
55.0,170.0,,,360.0,ATX Mid Tower,115.0,1
154.0,85.0,120.0,2,,Mini ITX Tower,-69.0,0
157.0,160.0,,,,ATX Mid Tower,3.0,1
154.0,165.0,,,,Micro ATX Mid Tower,11.0,1
30.5,185.0,120.0,2,240.0,ATX Mid Tower,154.5,1
116.0,176.0,120.0,2,240.0,ATX Full Tower,60.0,1
160.0,165.0,,,,Micro ATX Mini Tower,5.0,1
159.0,151.0,,,,Micro ATX Mini Tower,-8.0,0
69.0,185.0,,,240.0,ATX Mid Tower,116.0,1
161.0,83.0,,,,Mini ITX Tower,-78.0,0
149.0,155.0,,,,Micro ATX Mid Tower,6.0,1
53.0,155.0,120.0,2,240.0,Micro ATX Mid Tower,102.0,1
161.0,155.0,,,,Micro ATX Mid Tower,-6.0,0
65.0,190.0,280.0,1,280.0,ATX Mid Tower,125.0,1
159.0,185.0,120.0,1,,ATX Mid Tower,26.0,1
161.0,169.0,,,,ATX Mid Tower,8.0,1
165.0,163.0,,,,ATX Mid Tower,-2.0,0
158.0,165.0,,,,Micro ATX Mini Tower,7.0,1
146.0,170.0,,,,ATX Mid Tower,24.0,1
153.0,120.0,,,,Mini ITX Tower,-33.0,0
151.0,187.0,,,,ATX Mid Tower,36.0,1
151.0,165.0,,,,Micro ATX Mini Tower,14.0,1
65.0,180.0,360.0,1,360.0,ATX Mid Tower,115.0,1
154.0,77.0,,,,Mini ITX Tower,-77.0,0
158.0,70.0,,,,HTPC,-88.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
159.0,150.0,,,,Micro ATX Mini Tower,-9.0,0
165.0,164.0,,,,ATX Mid Tower,-1.0,0
159.0,187.0,120.0,1,,Micro ATX Mini Tower,28.0,1
116.0,200.0,140.0,2,280.0,Mini ITX Tower,84.0,1
165.0,160.0,120.0,2,,ATX Mid Tower,-5.0,0
155.0,150.0,,,,Micro ATX Mid Tower,-5.0,0
68.0,185.0,,,240.0,ATX Mid Tower,117.0,1
163.0,160.0,,,,ATX Mid Tower,-3.0,0
154.0,70.0,,,,Mini ITX Tower,-84.0,0
30.4,176.0,120.0,3,360.0,ATX Full Tower,145.6,1
157.0,180.0,,,,ATX Mid Tower,23.0,1
60.0,55.0,120.0,2,240.0,Mini ITX Tower,-5.0,0
58.0,55.0,,,240.0,Mini ITX Tower,-3.0,0
156.0,155.0,,,,ATX Mid Tower,-1.0,0
53.0,172.0,120.0,2,240.0,ATX Mid Tower,119.0,1
110.0,160.0,,,,ATX Mid Tower,50.0,1
167.0,75.0,,,,Micro ATX Mini Tower,-92.0,0
157.0,180.0,,,,ATX Mid Tower,23.0,1
157.0,155.0,,,,Micro ATX Mid Tower,-2.0,0
155.0,140.0,120.0,,,Mini ITX Tower,-15.0,0
62.0,178.0,,,240.0,ATX Mid Tower,116.0,1
54.0,160.0,,,240.0,ATX Mid Tower,106.0,1
160.0,150.0,140.0,2,280.0,ATX Mid Tower,-10.0,0
101.0,85.0,120.0,3,360.0,Mini ITX Tower,-16.0,0
157.0,68.0,,,,Mini ITX Tower,-89.0,0
166.0,165.0,120.0,,,Micro ATX Mini Tower,-1.0,0
157.0,155.0,,,,ATX Full Tower,-2.0,0
66.0,160.0,,,360.0,Micro ATX Mini Tower,94.0,1
56.0,138.0,,,240.0,HTPC,82.0,1
105.0,70.0,,,360.0,Mini ITX Tower,-35.0,0
156.0,70.0,,,,HTPC,-86.0,0
67.0,180.0,,,,ATX Mid Tower,113.0,1
154.0,77.0,,,,Mini ITX Tower,-77.0,0
158.0,68.0,,,,Mini ITX Tower,-90.0,0
58.0,180.0,,,,ATX Mid Tower,122.0,1
149.0,138.0,,,,HTPC,-11.0,0
154.0,135.0,,,,Micro ATX Mid Tower,-19.0,0
65.0,175.0,420.0,1,420.0,ATX Mid Tower,110.0,1
28.0,170.0,,,,Micro ATX Desktop,142.0,1
154.0,68.0,,,,Mini ITX Tower,-86.0,0
159.0,160.0,,,,ATX Mid Tower,1.0,1
160.0,170.0,,,,ATX Mid Tower,10.0,1
75.6,50.0,130.0,1,,Mini ITX Tower,-25.6,0
165.0,160.0,,,,Micro ATX Mini Tower,-5.0,0
125.0,170.0,,,,ATX Mid Tower,45.0,1
162.0,155.0,,,,Micro ATX Mini Tower,-7.0,0
100.0,175.0,,,240.0,ATX Full Tower,75.0,1
159.0,70.0,,,,Mini ITX Tower,-89.0,0
135.0,70.0,,,,Mini ITX Tower,-65.0,0
159.0,55.0,,,,Mini ITX Tower,-104.0,0
137.0,160.0,,,,ATX Mid Tower,23.0,1
160.0,180.5,,,,EATX Mid Tower,20.5,1
165.0,161.0,,,,ATX Mid Tower,-4.0,0
186.0,162.0,120.0,3,360.0,Micro ATX Mid Tower,-24.0,0
56.0,140.0,140.0,,280.0,Micro ATX Mini Tower,84.0,1
163.0,70.0,,,,Mini ITX Tower,-93.0,0
94.0,167.0,100.0,1,,ATX Mid Tower,73.0,1
160.0,160.0,,,,ATX Mid Tower,0.0,1
166.0,165.0,,,,ATX Mid Tower,-1.0,0
60.0,155.0,,,,ATX Full Tower,95.0,1
168.0,85.0,,,,Mini ITX Tower,-83.0,0
154.0,68.0,120.0,1,,Mini ITX Tower,-86.0,0
93.0,185.0,,,,ATX Mid Tower,92.0,1
163.0,160.0,120.0,,,Micro ATX Mid Tower,-3.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
397.0,155.0,120.0,3,360.0,ATX Mid Tower,-242.0,0
165.0,170.0,,,,ATX Mid Tower,5.0,1
60.0,170.0,,,360.0,ATX Mid Tower,110.0,1
