motherboard_id,case_id,motherboard_form_factor,case_supported_motherboards,motherboard_ram_type,motherboard_memory_slots,case_form_factor,form_factor_match,label
b6d5bd23-ee52-437c-896f-d28c6ba3f981,e4a5f839-a092-4efb-8a5e-78ee2143ca26,SSI EEB,ATX | Micro ATX | Mini-ITX,DDR4,16,ATX Mid Tower,0,0
dc63ff42-506f-4d82-b2f8-a16ab0c167a7,73e15673-9ba0-46d1-b063-f50d0467452e,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
7d4b54a0-d868-4546-bfa2-764658815ad8,2df9ccc4-fb25-4dda-a519-d85fa914b8ff,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mini Tower,0,0
a8df59da-1025-464f-92f1-8e41336087a1,6fd88356-e791-4df1-baf3-f56003a809cf,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Full Tower,1,1
7bc415f4-3c48-4aa2-8569-c330d4f62958,f5fee6d2-f67f-4abd-a940-9a236ba77e89,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,0,0
38f5ecf2-3354-4de9-901f-bfeadfa20a4b,74ef6465-c7d1-4eda-9088-961f2e0a9e84,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,0,0
933a837f-6972-45ac-9377-f9f7b72ce93a,377a13c8-670a-43b2-86e2-43d37645b9ab,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
ac6c0da2-e565-4578-b49e-cd5a53df1827,202c88cf-e0b4-43f8-bdce-7e1ca8259775,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,1,1
6fa2c5cc-7b21-4329-9c9d-f44c5d10b657,be168974-1a54-4419-8562-c22c18f5871e,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR4,4,ATX Mid Tower,1,1
5bef5378-7640-451b-9401-e01a490c848b,92ac5c8e-0d35-48eb-ad63-034e53839342,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
b8c632b2-4d20-4e75-ba7f-0cee608b8320,f7a1c637-f6a7-4cd6-90aa-b4b63c179a01,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
71df5b7e-0980-4031-a230-350e8e9f5215,e54860ac-503e-4985-87df-ef460e156872,Micro ATX,Mini-ITX,DDR4,2,Mini ITX Tower,0,0
625a922d-79e9-4563-9636-f05b8fcdc6a9,7f8aa002-b0fd-4bee-a477-b09a45c25266,ATX,Mini-ITX,DDR3,4,Mini ITX Tower,0,0
06255648-90ca-48f7-9baf-d5f3ff93f028,2b810871-f642-4703-a0fb-aaa3b4144e2e,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
f833bd9c-75d1-46d5-ade9-6eeef46703e0,fbc417fe-cf41-4ab7-a501-ca17291cbe1e,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mid Tower,0,0
4d3783a6-9091-4a03-8dbc-64fca8df30b1,363cde5f-0411-42c7-b5f3-72d804f675e3,ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
6a828aec-6294-489b-89ae-9c76099b36de,23280b7b-3dae-4af0-84fc-dfd20242898b,EATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,0,0
39548311-6040-43a3-952d-6159db42a996,56074adb-882a-43bd-9bf7-46958a752cd8,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
5ea146a3-fdfd-4e45-986b-efcb8ea20052,2879f211-a45f-486c-ae4a-9518fabfb310,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
09cd6dc9-a9d1-4088-92bc-85595b7520b6,021d3b2e-8f92-48e0-b1fc-2dd7961fefca,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR5,4,ATX Mid Tower,1,1
