motherboard_id,case_id,motherboard_form_factor,case_supported_motherboards,motherboard_ram_type,motherboard_memory_slots,case_form_factor,form_factor_match,label
85dea92c-3ce8-440a-84f8-634648ab3a3f,8c9ae745-27a5-49cb-a7da-9cbb3a89a187,EATX,ATX | Micro ATX | Mini-ITX,DDR4,8,ATX Mid Tower,0,0
a4d18ba0-794e-4536-8aeb-54d0d5143afa,731023b3-3f03-4e18-b3a2-36bfcb1d84a5,ATX,Micro ATX | Mini-ITX,DDR4,8,Micro ATX Mid Tower,0,0
6d8ad2fd-4602-410f-9c3c-d0f9a2035ba7,41905359-7c83-4503-9758-5eda9d3a2e94,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Desktop,0,0
0123d1be-d426-4948-85e5-ebe239b661bc,94d1a53a-5506-4f11-8094-c44a2bb75c0f,Micro ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
d45089e1-fb5c-438b-a847-784860f12997,b6f4b91e-0573-453a-8fe6-8a2d1e100475,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
e35b81cc-1a1c-4151-ab98-1b42df511a63,e9a276bf-61ea-4483-8e79-9323118833ab,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
8dc09daf-5715-4d13-bf55-89f4e723aff8,968460a6-b229-4634-92bc-e5d90495b2e6,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
d7c4db5e-517c-460d-bba0-8e781e26cb49,ba2d6944-34d3-412f-bf02-a6193581098d,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,1,1
64337acc-a687-4676-abb2-777127aaf396,1d4f5af3-841c-4bd4-8588-722cb19c4126,Micro ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,1,1
9564b6f9-3088-4744-9206-aba3c526ed15,4106009b-8ba7-4389-9252-c1216920a1d2,ATX,Micro ATX | Mini-ITX,DDR3,4,Micro ATX Mini Tower,0,0
6ff4db53-94d9-4453-b1e7-2b4640fe0d7c,5e00115c-0c9a-41f6-9714-d10d20bc81ce,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR4,4,ATX Full Tower,1,1
4e16b466-610b-4e22-b291-85263e8cf4ed,cea16619-78c2-4a06-a7bf-f6b611653fe5,ATX,Mini-ITX,DDR4,8,Mini ITX Tower,0,0
920a2870-3f30-4229-b7a5-6c25def4497a,0f02cc4a-ddff-474a-8478-7ec9217b23a1,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
5a9461dc-c6b0-4029-9e06-a4112f1143c7,3a8ff174-de02-4c85-bf68-3536826fec76,Mini ITX,ATX | Micro ATX | Mini-ITX | EATX,DDR4,2,ATX Mid Tower,0,0
d58ee647-d486-4037-a4a0-a0970e5d1c5a,bc7f1081-e718-4d8f-85d4-2d90726d2edb,EATX,Micro ATX | Mini-ITX,DDR5,2,Micro ATX Mini Tower,0,0
a739a17d-02f9-4641-9555-421938baa674,75ab6474-347c-4102-a3b2-d298d604a195,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
852aa538-14af-4a94-8391-0807451ca02d,7c4e9634-0fad-40e6-94fa-66da19f1fb64,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
43117efd-687a-4c5c-98ac-24b21cc534c5,47552372-8424-4f86-b966-012a92fe7243,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,0,0
9d13985e-51eb-480b-994e-a0b4189ec34a,49181fd1-d72b-4d5c-956d-aca4bb113b8b,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mid Tower,0,0
43bae772-f491-41d8-abbb-4dafa7496121,b4a31923-3064-4049-aa29-228241cfe64b,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Full Tower,1,1
3c118869-a204-4a2c-82d5-3cb0a2c67e0e,46d96a59-d05e-4687-8f95-1bd9d954fddf,Micro ATX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mini Tower,1,1
9e10d9df-1a34-4dcd-8dfe-3cf3a75e11a5,493c1c36-0db5-4b8b-a764-0d6c488544b7,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
dacf7800-6cf1-46d0-9627-d0e93e868690,fb28bf02-6e9d-4dae-a5fa-b425f56967d4,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
9128a583-a2ef-4182-9953-df315e517186,7d700c63-1aea-4e72-b844-74b0e9a6318a,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mid Tower,0,0
5e172c1c-4d3b-425e-8fb5-d70ef5e765a7,1f7156f7-8014-4dd9-a1d4-8a827b8be4a1,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
51a8afb3-6ebe-4666-b507-b949bfb7e84b,368eac92-4191-4fb2-8bc7-5d3be4ee0018,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
f353bfee-8969-4da6-a5da-024ee78ee1a9,8964adca-c79e-4a87-be6e-8b55cd0fb883,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
aaa00da0-4829-4853-b816-0f80c2363cc7,795e7356-e045-435a-bc13-d9b9278d6931,ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
f086f075-84e1-4ddc-8c69-2218b4182fdf,d2ebed0d-77d6-4682-9cad-b1372e5c5bd2,Micro ATX,Mini-ITX,DDR3,4,Mini ITX Tower,0,0
59693412-3b21-4f58-879a-26bc60053e91,c4c89033-01eb-4363-bb20-84838543cbeb,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mini Tower,0,0
03c6dcec-9f3a-4a46-955d-5a0b18a50a95,43a87f8a-daa3-41c3-b9f5-9d59a07f5014,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
da643ce9-1675-4835-99ef-b616351e3e80,41e1117b-41d2-4618-86e9-97a1f0a9a69a,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
8ff4cb96-9954-4b7a-a598-3e030d046884,60c5e271-0eb8-433e-af3a-d1e1254d7c72,Micro ATX,Mini-ITX,DDR3,4,Mini ITX Tower,0,0
87dd3296-b18d-4f21-9239-e70462775b8e,f225fd3c-c0dc-4911-b401-b3184d5671ea,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
e70262cf-93d5-4551-8fcd-462105724e7b,ade5827d-481b-4093-91bc-a5bd23618ba8,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mini Tower,0,0
e8516240-cf6d-4e4a-b8c2-efdb3d3acda3,e6bffbcc-52cc-48b2-8cab-38e991a2c436,EATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,0,0
d6932f4d-be78-4a67-b4e9-4fb17d9d0a52,10a7f210-2cff-46e0-accb-6b1691812d1c,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
a13ac755-87ef-47ca-8305-a0b671326e1e,0f972d57-c539-447e-ae9f-20ff8bbef2c4,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
d25c59e0-a379-4e8d-99f9-3997f24425fd,fb7e75ca-9af8-490b-a6c9-c06bc0fc2bd3,ATX,Micro ATX | Mini-ITX,DDR3,6,Micro ATX Mini Tower,0,0
362e6cfd-18b0-4eae-afd5-5765613bd79e,a0ac389e-1d85-4bae-a5c9-5995d3779162,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
28890f1f-e212-4d60-8267-173702196647,244b60fe-a74b-4bf2-a5e6-213833878e18,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
33a56691-4784-499a-9684-4cf3b20b8c77,74f340b7-df31-4bd8-a80b-f412b6b27acb,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
12377c55-484e-4269-bdc7-b9e3103fdac8,860c4ac1-ca74-45d9-874d-1930e3e3907c,Micro ATX,Mini-ITX,DDR3,2,Mini ITX Tower,0,0
ba0e3a19-b846-4071-bbaf-b911761bf60c,63a83176-e062-4840-8ffb-5ece89bb315e,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Full Tower,1,1
ddf4702f-0064-4fdc-92a1-9d5001fe6180,306fc859-74dc-44e7-9810-5af6fd189f56,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR2,4,ATX Mid Tower,1,1
ee769ce7-0611-4d54-8acb-b69a503ddd02,f87ea145-0071-47d2-83f7-f1f3fec77264,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
08b9baf8-ad87-4ba4-bcba-a6356efbd2c4,482ba874-6260-48ac-ab40-94a40d748d18,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mid Tower,0,0
00b88b4c-907a-4b42-bf8d-465e0f58e634,42b2062f-6722-4cf8-87f4-978da260624f,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
27aeea3a-d66e-4ec1-9b0a-2c402ac8e6b6,016a1caf-e7c9-442c-b2de-f40a4d17a23d,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Full Tower,1,1
ae67e33f-659c-4efb-b4f5-779e8ab25c00,b7e98f7c-f85b-4b8d-8664-d2ee08ecc18c,ATX,Micro ATX | Mini-ITX,DDR4,8,Micro ATX Mid Tower,0,0
532e70e3-2f7c-4832-8a2c-99811059cab7,1748960c-383d-496b-b008-9f31b452a5b9,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Full Tower,1,1
6cb56c8e-59d6-4ac3-89e2-d29f6d728b5e,61a323fa-02fc-46e0-96c7-6cceb0dbb395,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,0,0
85ccb220-0a5e-429a-bf63-bf59ac54d03f,94bf6d44-5918-482f-ad10-2f6aaa1d4118,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
db6063cb-d22a-4c9f-811e-09a5a0931fe2,6f1bba63-ddda-47f6-92bc-f3c1187ea705,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
ee46063d-4561-4176-a621-81bda701499b,77aedc53-b2d0-4b9a-b31a-47442e05801c,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
2b5ce475-f39f-42b0-86ff-a5c638d277a9,4877684a-fe87-4545-8c01-c3dd19a28684,EATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,0,0
e3fa7e1c-7cc4-4274-9c0c-8edcda31e101,f0f2baa5-1b1d-4fa8-b3e7-d21c752c6493,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Full Tower,0,0
9654e437-f962-432a-947c-4da36245cba0,b9e20e76-7e88-40de-9586-be0cb679b1fa,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
5e172c1c-4d3b-425e-8fb5-d70ef5e765a7,8b1943da-8712-46de-9859-00d596a582cb,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
1880298c-309d-46ed-8e00-5b46353aeb04,ddb51f05-cd75-4fe5-8a86-2cffdd59df24,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
055a0a65-510b-4c91-9b6f-cdb9f240b8bb,4b6c9f41-cbca-4e66-83b9-a780503dfb37,Micro ATX,Mini-ITX,DDR4,2,Mini ITX Tower,0,0
bf3bd9e6-5e1b-464e-90c8-4116b80706b2,7a39c2c3-d65c-431f-bb74-ca13246e2026,Micro ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,1,1
5484755e-9b41-408a-b538-5b7aff441dff,74ef6465-c7d1-4eda-9088-961f2e0a9e84,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mini Tower,0,0
e75b00a4-5362-4a5d-a181-029c97de48b8,245df228-98c3-4e14-b256-1622e591d5d8,Mini ITX,Mini-ITX,DDR4,2,Mini ITX Tower,0,0
c5644c26-96b1-47a7-b293-3975d0cc0aa0,0225606e-84f6-4abe-a93e-10a50408a743,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
76d253f3-dd7a-4151-b3c9-d223a7e5749b,ce7c679b-f94a-41c9-b335-935b5b188b37,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
f9202457-69a2-454a-b1e6-2b29f5d7b49b,ab24e805-6499-497f-9dc5-3bed07fbdf5e,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
8b665227-fe29-40a6-a3f2-9994b9d545b7,09ed1c2d-8d14-4f2e-867b-77866270b580,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
ccb1d8c3-8f28-44ec-b260-3d6f679da595,126f9e05-768a-44d8-84f0-68e921d3e3ff,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
171cd93b-f710-4e71-a340-af6d24496277,f5d464ed-4541-46c9-9946-11f7b3584d16,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
c30e9b28-f5bd-48dd-b674-fcad608f36df,702b26a1-c3cc-44db-884b-d2d320f3d6da,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
01d08127-7794-462c-96ef-697f5d13b15a,9fb7cb59-7545-47d0-8b23-b2ec03135b2e,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
f299a208-b0c4-412d-a65b-1a916e2e3e93,e283ce84-ee37-4bf4-b5f8-00e8f2e0f2a7,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Desktop,0,0
1fc2d932-6bc9-4162-836c-9e0209882b98,d2b4b522-16e0-44ac-a043-79b92d26d9fc,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Full Tower,0,0
9f3ac948-4a42-423f-bc5f-6d5e46f023fa,a328cb32-dc66-42ac-9c0f-000a37ef489b,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
35c54117-2660-4235-980b-147c51c6eef5,fbc417fe-cf41-4ab7-a501-ca17291cbe1e,Micro ATX,Micro ATX | Mini-ITX,DDR3,2,Micro ATX Mid Tower,1,1
ca917a0e-5638-49ae-b244-7779de4b3c00,336024ff-6df8-4710-bd5f-b3c8ef276dd4,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
cbed70e6-dd42-480d-9385-cee4b9c05fd0,263bc684-4a40-4490-a590-add3203c401d,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
5d416fe8-1ce8-476f-8e35-0f1ee4c6540a,73aacb81-e252-4441-a584-4cf3ac841b1d,Micro ATX,Mini-ITX,DDR5,2,Mini ITX Tower,0,0
6074dd54-fdc7-46d1-87e4-aba51fdd387a,bfc0e466-693f-40b3-9971-3b2bf4e0b98f,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
269e7c9d-166d-4586-9ebe-36723fbbcc3c,b309b3bc-0afe-47d2-acb0-c0d0bc940fc8,ATX,Micro ATX | Mini-ITX,DDR3,4,Micro ATX Mini Tower,0,0
a1bb45eb-cbd1-4405-b723-0a6c178d1aee,0a94886c-7806-4dcb-9cbc-8908cb660dc6,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Slim Tower,0,0
539bcf25-b9df-4876-8376-3661646773c3,c5263270-92a2-4ca2-8891-bc224fd99aab,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
06bbfc75-3290-4090-af94-a13c9d1feede,d79ba100-95a1-4304-99ea-8bc8522ad647,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
c0b7568c-2705-4694-87c6-825a70d1f370,bb268082-23cf-4d9d-b3ba-038efbe1f0a1,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
caf668d5-22d6-4d25-84a9-8574baf0a889,7c5a5a19-8883-47ba-90fd-cf4c53ae40b4,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
57330c89-5d4b-496e-903f-93cf231ef845,069fd7d8-cee6-4898-b471-2332483dc946,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
1ca94dd4-dad7-4b2c-90df-263d63857cdc,2c816e8b-e37a-4e45-8b1b-637da0838b79,EATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Full Tower,0,0
6e358fa5-375f-4007-92b8-5335a470887a,67c25b6d-83dd-4bd7-bbfe-ea77ff01d828,Micro ATX,ATX | Mini-ITX | Micro ATX,DDR4,2,ATX Mid Tower,1,1
fdd0d3f5-8805-4259-9ddd-0639158397fa,2c95ab1c-f9b6-4c8a-b4dc-66c6f67888a2,Mini ITX,Mini-ITX,DDR4,2,Mini ITX Tower,0,0
29f7c7a3-bcd4-4620-8e21-6b0433ac2533,476febdb-612f-403c-835b-58ce564ba4a4,EATX,ATX | Micro ATX | Mini-ITX,DDR4,12,ATX Mid Tower,0,0
6a10b833-998c-4f82-bb34-d25b1bd3a30b,68593b3f-bbfd-4dac-ad28-4b62af673fce,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
263c8987-9752-4064-b4a2-8ddfe547ef96,c8920c3f-025b-4dbd-bb3c-125988a08159,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
4503f958-4ee5-4805-82c2-9a3535051043,a8d17240-a7a8-49f8-97fc-e09b1c20ecef,ATX,Micro ATX | Mini-ITX,DDR3,4,Micro ATX Mid Tower,0,0
cbc31c75-2339-4ca8-b217-c90c4de1bf84,548e17f4-7889-4692-ac23-13dd2af1f40e,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
4255670b-2248-4c8e-89bf-76d48ba4ee02,abb177a5-203d-42a3-bd67-3c7a01201c55,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR5,4,ATX Mid Tower,1,1
97c165a3-454d-427c-b312-b33095f57198,2da4df71-b3a3-412a-b67c-d30f84c77d91,ATX,Micro ATX | Mini-ITX | ATX,DDR3,4,ATX Mid Tower,1,1
f88f4e79-9794-42d2-b4f5-b38906526e4d,a12b3724-9d3c-4ef5-bba2-2031dea4f830,Mini ITX,Micro ATX | Mini-ITX,DDR3,2,Micro ATX Mini Tower,0,0
74a7b8a9-8b0b-4968-8cc2-29371405cc83,d406fca3-1a08-4109-b599-06a2a98672bf,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Full Tower,1,1
7532548a-c0ef-4ca6-8f7c-603e76a64b7b,fbd8cdf6-8725-41bb-9285-5e581eb6489b,ATX,Micro ATX | Mini-ITX,DDR4,8,Micro ATX Mini Tower,0,0
a1a29870-88a0-4bf8-89dc-21af2c812fb9,9e99bf2a-c709-4b46-a1c8-634b00f20939,ATX,ATX | Micro ATX | Mini-ITX,DDR2,4,ATX Mid Tower,1,1
fdf79370-febc-4a2d-b015-876e136e4c4f,a716ae3d-6f02-478d-91d5-618a56e8cb7b,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,1,1
b7f530d8-a7db-41c0-87ff-ddad10b1a730,c39c2c00-815d-4036-8dbd-596530ffeb2a,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,1,1
965cda16-ddd5-432e-8a0d-1d077d454b1c,8e1d0b12-e825-4750-b44a-107af5c68d86,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR5,4,ATX Mid Tower,1,1
9d0bd720-7465-43e8-a0d6-8de43ec55773,c0c16dd5-572f-4d8e-bc5f-c7e9978dc02b,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
5b1e7597-30c8-492a-937e-04fc2dfaad08,1d7467d8-9c98-434f-ac9b-ddd80a268e5d,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR5,4,ATX Mid Tower,1,1
515b1762-22d7-4064-845d-455cdd01f14f,691cade7-28ae-4b98-93ed-f95766f3f0a6,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR5,4,ATX Mid Tower,1,1
3bb166d5-a9d4-4dd5-b07d-81176b568a3f,d9a17b28-8a25-4f77-aac9-2f3722dc1072,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,1,ATX Mid Tower,1,1
f084334c-1a6d-4c6f-bff2-09a9985bcb99,453eaca0-9cf1-4fcb-9c15-64d188ac59e1,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,0,0
8a4e9528-f11e-496e-9745-8028c98a7a66,c7a3c0db-589e-4b1e-9980-3c2e109d3d6b,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Full Tower,1,1
7f7be474-a523-4d11-8216-52df0f7dff4f,825fc1d4-62b4-4da5-95b3-a01e97dfb2ab,Micro ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR5,4,ATX Mid Tower,1,1
d0226124-f138-477f-b35e-f152d61b4432,8afd5d2c-df69-4b4d-8865-6fdc5e01cd96,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
11b3c400-baf9-404f-b917-04425e782daf,ed1079fa-3ab3-4af8-9eea-59cfd74b23a2,Micro ATX,Mini-ITX,DDR4,2,HTPC,0,0
daa1430d-7bd9-440a-b3b1-f2c7da0c7edc,82d66486-191d-4bce-8e8f-d0776656cdea,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
8bf65e39-e04a-4d5f-bcaa-f52422f0c294,695f4f5d-0820-4d08-8fce-9facc6a019e2,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
7fcb1603-1f03-477b-9d3e-dbba8a27f6c6,0d0082eb-4df3-42db-b1e4-2f6ad006f4c7,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
2f1801b9-d6c1-410a-bbbc-8076017af6a7,b734951e-d273-4e8e-9249-93235748c6bc,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Full Tower,1,1
e28f991f-af22-47c7-891b-77fd21570015,49304391-cb2d-4357-8684-5a87f874b30b,Micro ATX,Micro ATX | EATX | Mini-ITX | ATX,DDR4,4,ATX Mid Tower,1,1
a54a45fd-5aec-4a1d-9bff-190343513969,81721d18-7067-4bde-8b98-0f9c8cb25af9,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
972aaf37-13bf-47b4-8401-25a48b6408a0,d930ad2d-89a7-4f27-a189-e31fe174f9c1,Thin Mini-ITX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,0,0
2662ee72-1b0f-46ec-a598-eef4cfc07244,344c12d5-e34e-43f4-9436-f1c14d2e4bc7,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR4,4,ATX Mid Tower,1,1
14d30c96-3712-4388-b4a0-49076859570e,49bd62ad-9121-45d3-ba7f-1a727efea0e0,ATX,Mini-ITX,DDR3,4,Mini ITX Tower,0,0
44dac7a9-faf2-4df2-b0f2-2d46a1099867,4088cccd-54c7-4970-8c65-869d78c62d5e,EATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,0,0
2cfef5a4-c939-4bd4-90cb-65a130674ead,3b8a9606-e6a0-48f8-852b-fcc17bf541c0,Micro ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,1,1
ba86af31-36e2-4049-ba80-3e4e35cb63e2,d3d715c3-0324-4c90-99e3-09027469da62,ATX,Mini-ITX,DDR4,8,Mini ITX Tower,0,0
2368ced2-7679-4709-bf88-caf430ab490d,50d1c4a1-265c-4750-86c8-2b893d899c59,Micro ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
335a692f-363c-418f-950b-bf0cbcbe2f46,401f1b9f-54e2-43b7-b96c-373b1a2b7d99,Micro ATX,Mini-ITX,DDR3,2,HTPC,0,0
51892a6d-d061-4d9c-8c3b-3f9f606519e2,d87dcb68-afb2-49fc-bf3e-0aa66e9df378,ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
05d5b5f4-2aff-4581-94b9-e30534b2afa0,45726319-6b95-4bcc-b17d-1bc91a2e47fe,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
7ac8c6cd-870e-49fa-bcac-264518219020,a0c2a1e3-05f9-444c-a7bf-dbfebf29fa18,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
60c27b2b-5725-44cd-abe2-1d9ce74f6f25,1daba9e3-bbc8-46c5-a023-aa154118e662,Micro ATX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mini Tower,1,1
39249708-ded2-4727-be86-3bf8ace5555b,926880c2-4881-4036-b9a0-464d027f9ccd,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
7de702de-c2b6-4080-9a1b-4540d1807470,7a095be0-737f-4b03-b611-cc5545db5a34,ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
c30e9b28-f5bd-48dd-b674-fcad608f36df,b75ebe13-6962-4ea4-a231-97548d8765ac,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
142c5333-ec44-4ef0-aa5f-6233e3ae3113,7653027b-e15a-49b5-8fc8-89980ec74673,Mini ITX,ATX | Mini-ITX | Micro ATX,DDR4,2,ATX Mid Tower,0,0
784c16d6-e37e-4e12-a4f4-4cb6df491696,a8f08d60-a94f-4985-9371-e13786a43bae,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
3f990cda-4b24-4e33-9359-2e9f90985cf1,22b8e493-ec73-4a3b-a6ca-67d1fcb8ad5c,Mini ITX,ATX | Micro ATX | Mini-ITX | EATX,DDR4,2,ATX Mid Tower,0,0
c5ecef47-6285-4633-8366-9c47eb4c8bab,61a323fa-02fc-46e0-96c7-6cceb0dbb395,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
f26541dd-e891-412f-8649-73898c0f9c16,7c5a5a19-8883-47ba-90fd-cf4c53ae40b4,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
158b59f2-db10-426e-814c-7bcd2dd21867,c7e63af8-b2b6-4285-b315-79ee70d1eb57,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
0a769001-33f0-48cb-a485-3dada5745326,8bbbcc5c-fa8a-463f-8464-274221100c68,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
30db3e9b-bdd5-4890-a4f7-ab25ca6cd532,a6b65f8c-f899-41fc-824e-31ad665b2afb,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Full Tower,1,1
