storage_id,motherboard_id,storage_type,storage_capacity,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_pcie_x16_slots,motherboard_pcie_x8_slots,motherboard_pcie_x4_slots,motherboard_pcie_x1_slots,motherboard_pcie_gen3_slots,motherboard_pcie_gen4_slots,motherboard_pcie_gen5_slots,motherboard_pcie_max_gen,motherboard_form_factor,motherboard_ram_type,storage_m2_slot_ok,label
1e59cca8-be57-471f-bcf4-b1ae8fca90f9,c4c8c3b8-edaf-41f4-b9d7-3d339bbca9d5,SSD,240.0,m.2-2280,m.2 sata,false,1,6,3,0,0,3,0,6,0,4.0,ATX,DDR4,0,0
38dddb52-f9ca-42d0-8227-b9845def31db,a19a99fc-ca8f-4180-8b5c-6929e74353a9,HDD,500.0,"2.5""",sata 3.0 gb/s,false,1,4,2,0,0,2,0,4,0,4.0,Micro ATX,DDR5,1,1
15b1de2e-a1c5-498e-a253-2a2362edba95,d971fc46-a4e7-4f6a-b2dd-78ffe70d7b84,SSD,1000.0,pcie,m.2 pcie 3.0 x8,true,1,1,1,0,0,0,0,1,0,4.0,Mini ITX,DDR4,1,1
9c817dae-e2a1-4716-afae-45bba3b4c808,5b89a599-5000-4ebf-a255-8ed92869353a,HDD,4000.0,"3.5""",sata 6.0 gb/s,false,1,4,3,0,0,1,0,4,0,4.0,Micro ATX,DDR4,1,1
e8581de6-3808-45b0-b4aa-999c0e521081,2ea2dd9a-3c6d-4d84-86be-f53691b7f743,HDD,2000.0,"2.5""",sata 6.0 gb/s,false,1,2,1,0,1,0,0,2,0,4.0,Micro ATX,DDR5,0,0
1ff553d1-9534-446a-ad24-5063beca8cd9,c49a735c-a954-4688-8027-baae29c96572,HDD,750.0,"2.5""",sata 3.0 gb/s,false,1,4,2,0,0,2,0,4,0,4.0,ATX,DDR4,0,0
c7408d2f-1835-4fc2-b10e-8c7e28d054e1,0bc0977d-38f3-4a4b-a7b8-edfc35c6c967,SSD,300.0,"2.5""",sata 3.0 gb/s,false,1,4,4,0,0,0,0,4,0,4.0,Micro ATX,DDR5,0,0
05950174-e1ad-46a2-bb6c-e1624ccdbe7a,aa12c08c-9fe0-4989-bd89-a1b521ec52eb,SSD,120.0,"2.5""",sata 6.0 gb/s,false,1,3,1,0,0,2,3,0,0,3.0,Micro ATX,DDR4,1,1
cf43b1bf-9905-4d47-bb75-b1c35b44b1f0,d318bec0-2aa7-4061-955e-fcf591fbbe73,SSD,8000.0,m.2-2280,m.2 pcie 3.0 x4,true,1,1,1,0,0,0,0,1,0,4.0,Mini ITX,DDR4,1,1
cd769d5c-ed1e-4491-b52d-dcdc239aa965,a19a99fc-ca8f-4180-8b5c-6929e74353a9,HDD,1000.0,"2.5""",sata 6.0 gb/s,false,1,4,2,0,0,2,0,4,0,4.0,Micro ATX,DDR5,1,1
2a3ac29e-02ac-4556-9e61-32ad52cbadb2,dc1af653-e3a9-4c35-9517-6dc9a18517ad,SSD,1000.0,m.2-2280,m.2 pcie 5.0 x4,true,,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
f3b58d53-dd74-4fc0-9771-b8ff68a38f1a,34aa7d25-8c93-4fc0-b96a-4b93a9ada48b,SSD,256.0,"2.5""",sata 6.0 gb/s,false,1,2,2,0,0,0,0,2,0,4.0,Micro ATX,DDR3,1,1
c6aed429-6f55-4086-8380-38e924b47c16,1cfe2a1c-15ca-41e5-ac52-98da72c4c000,SSD,960.0,pcie,m.2 pcie 3.0 x4,true,1,5,2,0,1,2,0,5,0,4.0,ATX,DDR4,1,1
3e39eaf8-d161-4494-8f0c-286d53f24bfc,e23ab563-82c6-429e-9894-5ceb7d36116a,HDD,320.0,"2.5""",sata 3.0 gb/s,false,1,4,3,0,0,1,0,4,0,4.0,ATX,DDR4,0,0
a5c45a2e-8e01-44c0-8119-8326bc2c1421,9f021cb3-e8a1-428e-8a60-302147febfb9,HDD,24000.0,"3.5""",sas 12.0 gb/s,false,1,3,3,0,0,0,0,3,0,4.0,Micro ATX,DDR5,0,0
b8347abb-3149-4224-b07d-8d259910c261,ebef7b47-d170-49f1-a870-29ee0cd3e649,SSD,960.0,"2.5""",sata 6.0 gb/s,false,1,3,2,0,0,1,0,3,0,4.0,ATX,DDR5,0,0
19446376-3ada-4576-bcf2-a0fb09e31fe6,0740e1ad-cddb-4de6-923d-58ce6d72e4b0,HDD,14000.0,"3.5""",sata 6.0 gb/s,false,1,1,1,0,0,0,0,1,0,4.0,Micro ATX,DDR5,0,0
de9072ad-fc70-47bc-8c33-446468154cce,79bf4e2a-592c-4b1a-bf38-9fe71135c047,SSD,128.0,"2.5""",sata 6.0 gb/s,false,1,3,1,0,1,1,0,3,0,4.0,Micro ATX,DDR5,1,1
3b40a362-3154-4253-ac7f-abd18fe9f06d,d177c95d-4650-4d37-b67c-de01a454510b,SSD,480.0,m.2-2280,m.2 pcie 3.0 x4,true,1,3,1,0,0,2,0,3,0,4.0,Micro ATX,DDR4,1,1
a2435254-537b-454e-871a-c3aa816a457b,5795af2d-6f00-4697-8358-ad64b172a8f2,HDD,500.0,"3.5""",sata 3.0 gb/s,false,1,3,2,0,0,1,0,3,0,4.0,Micro ATX,DDR4,0,0
2dd343f1-afce-47ca-8855-5f10f3755670,f03b94f7-d75d-4c89-9ab3-fc0f2d31f686,HDD,500.0,"3.5""",sata 6.0 gb/s,false,1,5,2,0,0,3,0,5,0,4.0,ATX,DDR4,0,0
b207a10f-94d2-4da0-9178-ab5f75fe3f28,8027acf3-0057-43d0-a4c4-3d7f8ff6c62c,SSD,60.0,"2.5""",sata 6.0 gb/s,false,1,3,2,0,0,1,0,3,0,4.0,Micro ATX,DDR4,0,0
c8105f54-e07d-403f-a085-0d8ae051c926,159d040a-8bf2-42be-910a-8367545b434e,HDD,4000.0,"3.5""",sata 6.0 gb/s,false,,3,3,0,0,0,0,3,0,4.0,ATX,DDR3,1,1
0473fbac-b04c-4f01-8042-9365d346d570,d7055bdf-d7db-4315-bc05-78157ff1b97a,SSD,2000.0,"2.5""",sata 6.0 gb/s,false,1,5,2,0,0,3,0,5,0,4.0,ATX,DDR4,0,0
78c9224b-2710-41b9-a746-92466cb6026c,cb8264c5-4850-4007-b245-ce454dc7cf45,SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,1,3,1,0,1,1,1,1,1,5.0,Micro ATX,DDR4,1,1
53d96a0c-de9a-44c0-9782-27b78b128afb,bb5de7c2-c10e-45bb-9b82-e2fece15dc73,SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,1,6,3,0,0,3,0,6,0,4.0,ATX,DDR4,1,1
4f433fb7-0e34-4057-bec3-8b8e673ad3b6,6285bc18-0a1a-46ad-a06e-33b94d129495,SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,1,1,1,0,0,0,0,1,0,4.0,Mini ITX,DDR4,1,1
a6a0a762-d07f-4d9c-aced-fa4dd976e3a4,8a29d51b-5387-42ad-b9fa-c349127c4cdb,SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,,2,1,0,1,0,0,2,0,4.0,Micro ATX,DDR3,0,0
7ab42abb-17c9-468c-8515-debc20f39037,6efb715c-74b5-4f50-8948-46069e4e1307,HDD,320.0,"3.5""",sata 3.0 gb/s,false,1,2,2,0,0,0,0,2,0,4.0,Micro ATX,DDR5,1,1
d046d83c-c7c9-49f2-a1ba-1a2365aab437,11ea47f4-e621-4fb7-a4bc-398fd2f8f8f6,SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
c47f0d20-4a02-4b1c-a3cc-afed24f96cd2,c8401438-9938-4f34-93c9-91d6e2d484f5,SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,1,5,3,0,0,2,0,5,0,4.0,ATX,DDR4,1,1
99c5a8af-c57f-4d09-aa21-e8cd9418d759,bf8a1a57-f204-4539-9476-7e8be645e49a,SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,1,4,4,0,0,0,0,4,0,4.0,ATX,DDR5,1,1
d412bbc8-bf3f-4db5-83c2-97fdaf590bf5,d7b47050-ab13-418e-a7d0-26f423882dc3,SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,1,5,2,0,0,3,0,5,0,4.0,ATX,DDR4,1,1
8219bf4a-d710-4ecf-a759-541e174d750b,b635f91f-1e06-45b5-8c1b-c7c1c8abb8c3,SSD,128.0,"2.5""",sata 6.0 gb/s,false,,7,3,0,0,4,0,7,0,4.0,ATX,DDR3,1,1
13701bd4-5aeb-4b59-a576-355cbf63060f,78cd679a-6e43-4ae9-97dc-174c3939036c,HDD,6000.0,"3.5""",sata 6.0 gb/s,false,1,5,2,0,0,3,0,5,0,4.0,ATX,DDR4,0,0
61d7b397-d109-41bb-9076-8ca582bf5484,a9974457-2c3a-4eca-80f2-6df7b476cbf6,SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,1,3,2,0,0,1,0,3,0,4.0,Micro ATX,DDR4,1,1
c4df196c-cd35-4ad9-807f-077b629d229f,c4c8c3b8-edaf-41f4-b9d7-3d339bbca9d5,HDD,320.0,"2.5""",sata 3.0 gb/s,false,1,6,3,0,0,3,0,6,0,4.0,ATX,DDR4,0,0
c93e8f7d-6595-4bde-9011-1315b1397463,fa89da93-b76b-4b9d-a604-1c3f868957a7,SSD,128.0,m.2-2280,m.2 pcie 3.0 x4,true,,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
f3b2ce0c-a86d-41c8-9026-63364c608274,145f067c-2588-4cb2-80e7-1af71508067c,SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
9e1c92fc-b80f-464e-93e7-dfe028c33c73,a83bdeec-c537-4bfa-98cb-310ac48982d4,SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,1,3,1,0,0,2,0,3,0,4.0,Micro ATX,DDR5,1,1
5628ec23-18b8-4a7b-a47f-fc94ae62b859,2e989438-5f9e-4759-ad90-26896cea8704,SSD,2000.0,"2.5""",sata 6.0 gb/s,false,,5,3,0,0,2,0,5,0,4.0,ATX,DDR3,1,1
c6b66f5b-8995-431f-8c00-c11682d014a5,b1c95052-a34b-4774-96aa-8bdd5ce45879,HDD,8000.0,"3.5""",sata 6.0 gb/s,false,1,4,2,0,0,2,0,4,0,4.0,ATX,DDR4,0,0
83f969e2-00fc-4e8a-a429-5c5ec3cd5e4d,47738b94-4ed4-4844-8836-db4e4e7b3c65,HDD,6000.0,"3.5""",sata 6.0 gb/s,false,1,3,2,0,1,0,0,3,0,4.0,EATX,DDR5,0,0
1429d3c8-bdc3-45e3-ac50-a11c563fcefa,59dc2d5d-a23d-4664-a744-dbc6978d15d7,SSHD,2000.0,"3.5""",sata 6.0 gb/s,false,1,3,1,1,0,1,1,1,1,5.0,Micro ATX,DDR5,1,1
716a1417-abcf-4c49-87ca-1d18d8c7ff62,1e1be271-8dc3-4be2-86f3-46be13dddc5c,SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,,3,1,0,0,2,0,3,0,4.0,Micro ATX,DDR4,0,0
e627576c-ae1d-4634-958d-a342f53a5007,21e1b35f-ce3d-44f3-9513-97f95711eb1e,SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,1,2,1,0,0,1,0,2,0,4.0,Micro ATX,DDR4,1,1
94313052-8cdf-41f0-898b-5d2e4db33f67,fecb50e5-ef2c-449e-9ceb-894f8175e296,SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,,1,1,0,0,0,0,1,0,4.0,Micro ATX,DDR2,0,0
