storage_id,motherboard_id,storage_type,storage_capacity,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_pcie_x16_slots,motherboard_pcie_x8_slots,motherboard_pcie_x4_slots,motherboard_pcie_x1_slots,motherboard_pcie_gen3_slots,motherboard_pcie_gen4_slots,motherboard_pcie_gen5_slots,motherboard_pcie_max_gen,motherboard_form_factor,motherboard_ram_type,storage_m2_slot_ok,label
a542c924-420a-4579-bacf-29725339f5fc,d3ab7ea6-9b25-4881-83d0-7a257075d996,SSD,4000.0,m.2-2280,m.2 pcie 3.0 x4,true,0,6,1,0,0,5,0,6,0,4.0,ATX,DDR3,0,0
94ad71e0-db45-444f-9c17-83e2c458f14d,7a11d7a2-56d8-493b-81ae-b9cf8c65ec3d,SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,0,5,3,0,0,2,0,5,0,4.0,ATX,DDR3,0,0
c6915d26-42c5-4f97-9505-63f9258b809f,c778c4e3-e57e-4150-98d5-4679f359021f,SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,3,5,5,0,0,0,0,5,0,4.0,ATX,DDR4,1,1
9310f107-4129-4908-a735-0757633ec27e,12347946-3c35-4f66-bf2f-265cd2142da5,SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,3,2,2,0,0,0,0,2,0,4.0,Micro ATX,DDR5,1,1
b733671a-872d-4de1-9b32-bb01ef6e6e26,e389e8da-7424-4c7c-99a4-efaa7062c9c3,SSD,250.0,m.2-2280,m.2 pcie 3.0 x4,true,0,4,1,0,0,3,0,4,0,4.0,Micro ATX,DDR3,0,0
75687e4e-896a-4c11-9d75-1e2e2e61132b,7418461d-f77e-49ca-82ab-2983dd73253b,SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,0,3,1,0,0,2,0,3,0,4.0,Micro ATX,DDR2,0,0
856b7912-2cb2-4235-b3d2-c9a49ecd2437,3c2eef13-d003-4a1a-acf1-c588e411d37f,SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,0,5,3,0,0,2,0,5,0,4.0,ATX,DDR3,0,0
ac1ec56c-a859-42dd-aa28-203b2aec2063,e440b88c-aea6-4a76-a60b-569344e309ae,SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,4,3,3,0,0,0,0,3,0,4.0,ATX,DDR5,1,1
5513c7d5-43e2-4930-8c27-481d1d5670f9,4f6ee2c3-276a-4886-b0c5-071364ed0c84,SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,0,4,3,0,0,1,0,4,0,4.0,ATX,DDR3,0,0
10606384-b997-460e-818c-82e0fd513283,587a7848-56fd-448c-81c6-ef15f9f72d73,SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,0,1,1,0,0,0,0,1,0,4.0,Mini ITX,DDR3,0,0
